ÿ"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Basements - Concrete Pours"
,"Scope",,
,"Rows"
,,"Basement - Shotcrete","dynamic","basement - shotcrete"
,,"Basement - Rafts","dynamic","basement - rafts"
,,"Basement - Slab","dynamic","basement - slab"
,,"Basement - In-situ walls","dynamic","basement - in-situ walls"
,"Columns"
,,"Details",,"details"
,,"Checks/Inspections",,"checks/inspections"
,,"Mix Design",,"mix design"
,,"Pre-Pour Sign-Off",,"pre-pour sign-off"

"Basements - Concrete Pours (Detailed)"
,"Scope",,
,"Rows"
,,"Basement - Shotcrete","dynamic","basement - shotcrete"
,,"Basement - Rafts","dynamic","basement - rafts"
,,"Basement - Slab","dynamic","basement - slab"
,,"Basement - In-situ walls","dynamic","basement - in-situ walls"
,"Columns"
,,"Details - Pass once entered",,"details - pass once entered"
,,"Pour Description","Pour Description","details - pass once entered"
,,"Building Location","Building Location","details - pass once entered"
,,"Pour Type","Pour Type","details - pass once entered"
,,"Pour No","Pour No","details - pass once entered"
,,"Grid Ref","Grid Ref","details - pass once entered"
,,"Pour date","Pour date","details - pass once entered"
,,"Pour Time","Pour Time","details - pass once entered"
,,"Set-out & Survey Correct",,"set-out & survey correct"
,,"Reinforcement Delivery Confirmation",,"reinforcement delivery confirmation"
,,"Ground Conditions/Certification",,"ground conditions/certification"
,,"Inserts/Block-outs/ Penetrations/Set-downs/ Façade Angles/HD Bolts/ Unistruts in Correct Locations",,"inserts/block-outs/ penetrations/set-downs/ façade angles/hd bolts/ unistruts in correct locations"
,,"Cast-in Electrical in Correct Locations",,"cast-in electrical in correct locations"
,,"Cast-in Hydraulics in Correct Locations & Inground elements tested",,"cast-in hydraulics in correct locations & inground elements tested"
,,"Cast-in Other (Define)",,"cast-in other (define)"
,,"Reinforcement as Specified/Detailed, Starters",,"reinforcement as specified/detailed, starters"
,,"Post-Tensioning as Specified/Detailed",,"post-tensioning as specified/detailed"
,,"Anti-burst install correctly",,"anti-burst install correctly"
,,"Initial Cleaning of Deck/Columns Complete",,"initial cleaning of deck/columns complete"
,,"HOLD POINT - LL check & review of deck/columns for completeness (prior to Engineer Check)",,"hold point - ll check & review of deck/columns for completeness (prior to engineer check)"
,,"Structural Compliance to Design (Engineer Check)",,"structural compliance to design (engineer check)"
,,"Formwork Compliance to Design (Engineer Check)",,"formwork compliance to design (engineer check)"
,,"Formwork system test and noted",,"formwork system test and noted"
,,"HOLD POINT - LL check & review of deck/columns for completeness (prior to Engineer Check)",,"list the placement rate and slump for vertical elements on this pour based on full hydro-static pressure e.g. 1m vertical per hour."
,,"Formwork Engineer certification for back propping",,"formwork engineer certification for back propping"
,,"Final Cleaning of Deck/Columns Complete",,"final cleaning of deck/columns complete"
,,"Plant & Equipment Check on Pump",,"plant & equipment check on pump"
,,"Pump Line secured and isolated from formwork and scaffolding",,"pump line secured and isolated from formwork and scaffolding"
,,"Structural Design Items rectified and Closed-Out",,"structural design items rectified and closed-out"
,,"Order of Concrete & Concreter ITP",,"order of concrete & concreter itp"
,,"Pour Sequence",,"pour sequence"
,,"Mix Design No.1 - Pass once entered",,"mix design no.1 - pass once entered"
,,"Element","Element","mix design no.1 - pass once entered"
,,"Strength (MPa)","Strength (MPa)","mix design no.1 - pass once entered"
,,"Slump (mm)","Slump (mm)","mix design no.1 - pass once entered"
,,"Aggregate (mm)","Aggregate (mm)","mix design no.1 - pass once entered"
,,"Admixtures","Admixtures","mix design no.1 - pass once entered"
,,"Qty. Ordered (m3)","Qty. Ordered (m3)","mix design no.1 - pass once entered"
,,"Qty. used (m3)","Qty. used (m3)","mix design no.1 - pass once entered"
,,"Boral Code","Boral Code","mix design no.1 - pass once entered"
,,"Mix Design No.2 - Pass once entered",,"mix design no.2 - pass once entered"
,,"Element","Element","mix design no.2 - pass once entered"
,,"Strength (MPa)","Strength (MPa)","mix design no.2 - pass once entered"
,,"Slump (mm)","Slump (mm)","mix design no.2 - pass once entered"
,,"Aggregate (mm)","Aggregate (mm)","mix design no.2 - pass once entered"
,,"Admixtures","Admixtures","mix design no.2 - pass once entered"
,,"Qty. Ordered (m3)","Qty. Ordered (m3)","mix design no.2 - pass once entered"
,,"Qty. used (m3)","Qty. used (m3)","mix design no.2 - pass once entered"
,,"Boral Code","Boral Code","mix design no.2 - pass once entered"
,,"PRE-POUR SIGN OFF",,"pre-pour sign-off"
,,"Works completed to specification/drawings - Area left clean & tidy",,"works completed to specification/drawings - area left clean & tidy"
,,"Site Manager","Site Manager","works completed to specification/drawings - area left clean & tidy"
,,"Date","Date","works completed to specification/drawings - area left clean & tidy"
,,"Time","Time","works completed to specification/drawings - area left clean & tidy"

"Ground - Concrete Pours"
,"Scope",,
,"Rows"
,,"Ground works - Pad Footings","dynamic","ground works - pad footings"
,,"Ground works - Strip footings","dynamic","ground works - strip footings"
,,"T250 - Ground Beam","dynamic","t250 - ground beam"
,,"Ground Floor - Pour 1","dynamic","ground floor","pour 1"
,,"Ground Floor - Pour 2","dynamic","ground floor","pour 2"
,,"Ground Floor - Pour 3","dynamic","ground floor","pour 3"
,,"Ground Floor - Pour 4","dynamic","ground floor","pour 4"
,,"Ground Floor - Pour 5","dynamic","pour 5","ground floor"
,,"Ground Floor - Pour 6","dynamic","ground floor","pour 6"
,,"Ground Floor - Pour 7","dynamic","ground floor","pour 7"
,,"Ground Floor - Pour 8","dynamic","ground floor","pour 8"
,"Columns"
,,"Details",,"details"
,,"Checks/Inspections",,"checks/inspections"
,,"Mix Design",,"mix design"
,,"Pre-Pour Sign-Off",,"pre-pour sign-off"

"Ground - Concrete Pours (Detailed)"
,"Scope",,
,"Rows"
,,"Ground works - Pad Footings","dynamic","ground works - pad footings"
,,"Ground works - Strip footings","dynamic","ground works - strip footings"
,,"T250 - Ground Beam","dynamic","t250 - ground beam"
,,"Ground Floor - Pour 1","dynamic","ground floor","pour 1"
,,"Ground Floor - Pour 2","dynamic","ground floor","pour 2"
,,"Ground Floor - Pour 3","dynamic","ground floor","pour 3"
,,"Ground Floor - Pour 4","dynamic","ground floor","pour 4"
,,"Ground Floor - Pour 5","dynamic","pour 5","ground floor"
,,"Ground Floor - Pour 6","dynamic","ground floor","pour 6"
,,"Ground Floor - Pour 7","dynamic","ground floor","pour 7"
,,"Ground Floor - Pour 8","dynamic","ground floor","pour 8"
,"Columns"
,,"Details - Pass once entered",,"details - pass once entered"
,,"Pour Description","Pour Description","details - pass once entered"
,,"Building Location","Building Location","details - pass once entered"
,,"Pour Type","Pour Type","details - pass once entered"
,,"Pour No","Pour No","details - pass once entered"
,,"Grid Ref","Grid Ref","details - pass once entered"
,,"Pour date","Pour date","details - pass once entered"
,,"Pour Time","Pour Time","details - pass once entered"
,,"Set-out & Survey Correct",,"set-out & survey correct"
,,"Reinforcement Delivery Confirmation",,"reinforcement delivery confirmation"
,,"Ground Conditions/Certification",,"ground conditions/certification"
,,"Inserts/Block-outs/ Penetrations/Set-downs/ Façade Angles/HD Bolts/ Unistruts in Correct Locations",,"inserts/block-outs/ penetrations/set-downs/ façade angles/hd bolts/ unistruts in correct locations"
