type,name,values,prefix,postfix,usage count,user addable,template name,
checklist,AES-NZ1005-STE-ITP-PMT-0016 - Combined Services - Diesel Fuel Lines,,,,,,AES-NZ1005-STE-ITP-PMT-0016 - Combined Services - Diesel Fuel Lines,
section,MATERIAL COMPLIANCE,,,,,,,
checkpoint,RDM & Consent Approval,,,,,,,
label,Resp. - CPB,,,,,,,
label,Referenced Documentation - RDM Tracker Consent Tracker,,,,,,,
label,Conformance Criteria - RDM approval tracker Consent approval tracker,,,,,,,
label,Method - Document Review,,,,,,,
label,Frequency - By Building/ Site Wide,,,,,,,
label,WP - AE Smith,,,,,,,
label,Records - Receipt of Approval by Client,,,,,,,
checkpoint,General,,,,,,,
label,Resp. - SE,,,,,,,
label,Referenced Documentation - NZT5007-STE-SPC-ELEC-0001,,,,,,,
label,"Conformance Criteria - For all materials, a certificate of compliance shall be provided to the Client Rep. before the materials are incorporated into the works.",,,,,,,
label,"• Diesel Duel Pipe, jointing, Including electrofusion couplers and fittings.",,,,,,,
label,• Stainless steel piping,,,,,,,
label,• Specifications & QA Documents Approved,,,,,,,
label,• Drawings are confirmed,,,,,,,
label,• Equipment fit for purpose,,,,,,,
label,Method - DR,,,,,,,
label,Frequency - Each material,,,,,,,
label,WP - AE Smith,,,,,,,
label,"Records - Aconex approval, Incoming Inspection Checklists, Drawing Register",,,,,,,
section,INSTALLATION,,,,,,,
checkpoint,"Inspect trench depth, width and pipe alignment - CPB Hold Point",,,,,,,
label,Resp. - SRV,,,,,,,
label,Referenced Documentation - NZT5007-STE-SPC-ELEC-0001,,,,,,,
label,"Conformance Criteria - Confirm trench depth, width and pipe alignment shall be as shown on drawing.",,,,,,,
label,• Ensure Trench complies with HSNO Regulations.,,,,,,,
label,• Trench Inspection Check Sheet to be completed.,,,,,,,
label,Method - V,,,,,,,
label,Frequency - Once,,,,,,,
label,WP - AES (MEL),,,,,,,
label,Hold Point - CPB,,,,,,,
label,Records - Check Sheet + Trench Inspection Check Sheet,,,,,,,
checkpoint,"Inspect trench depth, width and pipe alignment. Number of pipes and dimensions of pipes and location.",,,,,,,
label,Resp. - SUP,,,,,,,
label,"Referenced Documentation - AES-NZ1005-STE-SHD-ELE-6011, AES-NZ1005-STE-SHD-ELE-6015, AES-NZ1005-STE-SHD-ELE-6101",,,,,,,
label,Conformance Criteria - Shall be as shown on drawings.,,,,,,,
label,Method - V + FM,,,,,,,
label,Frequency - Each section,,,,,,,
label,WP - AES (MEL),,,,,,,
label,Records - Check Sheet,,,,,,,
checkpoint,Location,,,,,,,
label,Resp. - SRV,,,,,,,
label,"Referenced Documentation - AES-NZ1005-STE-SHD-ELE-6011, AES-NZ1005-STE-SHD-ELE-6015, AES-NZ1005-STE-SHD-ELE-6101",,,,,,,
label,Conformance Criteria - Shall be as shown on drawings. or as agreed on site with CPB,,,,,,,
label,Method - S,,,,,,,
label,Frequency - Every 20 m or change in direction,,,,,,,
label,WP - AES (MEL),,,,,,,
label,Records - Check Sheet,,,,,,,
checkpoint,Location UT1,,,,,,,
label,Referenced Documentation - AES-NZ1005-UT1-SHD-ELE-0003,,,,,,,
label,Conformance Criteria - Shall be as shown on drawings or as agreed on site with CPB,,,,,,,
label,Method - V,,,,,,,
label,Records - Check sheet/As Built,,,,,,,
checkpoint,Jointing of Pipework (PLX),,,,,,,
label,Resp. - SUP,,,,,,,
