Id,Type,Name,Values,Prompting Name,Resource Id
,checklist,Manhole Report,,Manhole Report,b2e73507-c05d-4888-936c-259e4120eca8
,section,Manhole details,,,
,checkpoint,Manhole details,,,
e70f99c3-b332-5297-a82d-677abf92c189,textbox,Identification,,,
1c387115-5129-5fd0-9bfb-820f97ea1ddb,textbox,Diameter,,,
b8dba9be-3648-5e5d-9bf9-4fc41b50047c,textbox,Design LL,,,
c5aa50f9-f955-5c40-96eb-fcd52f297437,textbox,As-built LL,,,
,section,Base,,,
,checkpoint,Base,,,
8c8753c4-5f8e-55d2-868b-83d6f565ffdc,dropdown,Base test - please select,"None, Scala, Shearvane",,
e128774c-70fd-5cb7-b9e2-b6c707635390,note,Please upload test sheet and photos,,,
f2e7829b-74b9-5886-b754-e0eb86c4732f,button,Subject to engineer's instruction,"Yes, No",,
ea167e41-38f6-5c49-997a-370de040013c,textbox,Undercut Depth,,,
70427881-6879-5d12-bbe8-eb9287cc5cef,button,Geotextile,"Yes, No",,
168031cc-3a30-538f-affc-986b1766c95a,textbox,Geotextile Grade,,,
1667cc60-9abd-5d79-a8dc-9b7d6c6eb4b7,dropdown,Geotextile Position,"Bottom, Sides, Top",,
18fd1bc8-ab6d-58eb-ac91-793811fd3413,button,Clegg test,"Yes, No",,
f598ebd0-149b-5431-b6c9-ed6c173a0493,dropdown,Bedding,"Gap7, Gap10, Gap20",,
,section,Internal,,,
,checkpoint,Internal,,,
d5791727-c3c8-5816-9c67-5735924ad92a,button,Penetrations sealed,"Yes, No",,
c9b5432a-4086-5ea2-a370-dde2e14c2937,dropdown,Step location,"Over bench, Over outlet",,
384ab25b-f8ff-5daf-9a83-40bd0ee60036,button,Benching Complete,"Yes, No",,
f4506e7c-4852-5e5e-815d-1ad922c0f530,button,Sides clean,"Yes, No",,
a5ec431c-40f3-5c27-b1e0-796cc0b849b6,button,Riser Joints epoxy sealed,"Yes, No",,
2acb835a-8684-5f5a-8750-311f1660afec,button,Opening over steps,"Yes, No",,
,section,Internal Drop Junction Report,,,
,checkpoint,Internal Drop Junction,,,
fcfcba41-f848-4978-89b6-0bf855ae8f39,dropdown,Diameter,"100, 150",,
12ead75b-45fa-4944-89ea-83cdff4b0283,button,Fitup satisfactory,"Yes, No",,
2b720c7e-b895-4046-ae5f-33eed4af8720,button,Brackets installed,"Yes, No",,
89a5abbb-6256-4075-ae19-a4d41803ba86,button,Foot finished,"Yes, No",,
9bf0291f-4758-4cb4-8933-3dedaecfcc2b,button,Shearband installed,"Yes, No",,
,section,Cover,,,
,checkpoint,Cover,,,
ae2da8d6-985d-563b-a9eb-b45d52412340,dropdown,Opening size,"530, 610",,
0e93b08b-57e3-5356-952f-fdd501777520,dropdown,Hinge orientation,"90 deg. to steps, Traffic flow",,
5e1e9707-9f3e-557f-9809-fc4b89c3030f,button,Safety grille fitted,"Yes, No, N/A",,
3e56588d-8e25-5fee-a912-acc80f4b4e35,button,Throat sealed,"Yes, No",,
42de9db0-6260-560a-b637-1050d6220f34,textbox,Depth FLL to top step,,,
