Rich Type,Id,Warnings,type,name,values,prefix,postfix,Usage Count,User Addable,Template Name,Template Id
checklist-sectioned,3ca3689f-77c0-48c2-ab24-e1d735cf09e7,,checklist,3 Phase Subcircuit,,,,,Yes,Testing & Commissioning - 3 Phase Subcircuit,19071929-685f-49b6-b72e-0610d6396ab2
checkpoint-group,861fd99c-dca8-43d2-8e4b-f8409081293a,,section,Pre-requisite Works,,,,,,,
checkpoint-status,6da69891-19bb-46f6-a2d4-9b9cf3d8e4bc,,checkpoint,Insulation Damage,,,,,,,
checkpoint-status,7225f360-ac04-4778-95db-9dbcc07e76ac,,checkpoint,Correct Type of Termination,,,,,,,
checkpoint-status,3971722c-baa9-43a9-aa06-c86c6056edfb,,checkpoint,Correct Colour Code,,,,,,,
checkpoint-status,9708cbf1-ec02-4027-9710-1f71e383629d,,checkpoint,Correct Outlet Rating and Size,,,,,,,
checkpoint-status,e327169b-3ebd-4006-adbb-d344cb7384ca,,checkpoint,Earth Continuity,,,,,,,
text,d1fad654-d6b7-5aaa-ad18-5ced852d1212,,textbox,Resistance (Ω),,,,,,,
checkpoint-status,21706f16-3e14-4132-869a-39878965623e,,checkpoint,Polarity Check,,,,,,,
button,a878f000-c1ad-5c8c-917d-0e62e1a0e5c2,,button,No Transposition,"YES,NO",,,,,,
button,b8ec0463-70f4-5599-97fb-21e80b4abc49,,button,Switch in Active,"YES,NO",,,,,,
checkpoint-group,9cac9730-f4a3-4380-b5fb-b44eee12d42e,,section,Insulation Resistance,,,,,,,
checkpoint-status,96dd6692-f9e5-4dbd-8b51-64a37deb1e6e,,checkpoint,R-W,,,,,,,
button,2b39491a-1d6a-511a-82f4-71cfabd13a8c,,button,Insulation Resistance shall not be less than 1MΩ (Tested at 250VDC/500VDC),">200MΩ,>500MΩ,N/A",,,,,,
text,d348ccc8-6968-5dae-a021-9c9ceffa5e6f,,textbox,Actual Reading if <200MΩ/<500MΩ,,,,,,,
checkpoint-status,f206d7ac-521d-4be4-8f41-eea8e2e1e3bf,,checkpoint,R-B,,,,,,,
button,52a2c584-84aa-5609-880b-8300f96e8f5e,,button,Insulation Resistance shall not be less than 1MΩ (Tested at 250VDC/500VDC),">200MΩ,>500MΩ,N/A",,,,,,
text,f9cb7812-44c5-52af-a9b2-3ffb8d4e72a6,,textbox,Actual Reading if <200MΩ/<500MΩ,,,,,,,
checkpoint-status,882b4c0f-8dcb-4d8c-8881-b4c7b13c157a,,checkpoint,W-B,,,,,,,
button,c6af3168-67a5-5e0e-935f-deba5b39563d,,button,Insulation Resistance shall not be less than 1MΩ (Tested at 250VDC/500VDC),">200MΩ,>500MΩ,N/A",,,,,,
text,92fa960a-d385-55d2-a305-6489a079a3f0,,textbox,Actual Reading if <200MΩ/<500MΩ,,,,,,,
checkpoint-status,8ed72945-9322-49ab-879b-2450c3ad8f68,,checkpoint,R-N,,,,,,,
button,f3510836-c94f-5348-bc00-0fe3bd323739,,button,Insulation Resistance shall not be less than 1MΩ (Tested at 250VDC/500VDC),">200MΩ,>500MΩ,N/A",,,,,,
text,8f7cadda-8d23-53d8-af25-7ee29ed9e6e2,,textbox,Actual Reading if <200MΩ/<500MΩ,,,,,,,
checkpoint-status,3ce7661c-5fca-41d4-a5a5-790a3a4b01c6,,checkpoint,W-N,,,,,,,
button,4037876f-d6e5-5dbc-9a61-0e8ea3923279,,button,Insulation Resistance shall not be less than 1MΩ (Tested at 250VDC/500VDC),">200MΩ,>500MΩ,N/A",,,,,,
text,d477f3c7-aa58-5755-aa05-0b066a1b7cef,,textbox,Actual Reading if <200MΩ/<500MΩ,,,,,,,
checkpoint-status,9651f12e-c9a4-442d-bc8c-f11c854fa56e,,checkpoint,B-N,,,,,,,
button,4605fcfd-7b25-5173-a9e7-a07339fd902c,,button,Insulation Resistance shall not be less than 1MΩ (Tested at 250VDC/500VDC),">200MΩ,>500MΩ,N/A",,,,,,
text,a0128354-5305-5bf4-8282-5f7a8295fc7f,,textbox,Actual Reading if <200MΩ/<500MΩ,,,,,,,
checkpoint-status,6e4631a7-7c3b-405e-ab1b-9f82b89f9fd9,,checkpoint,R-E,,,,,,,
button,c64a6297-5d59-5b92-87a9-d2b62a3fbf04,,button,Insulation Resistance shall not be less than 1MΩ (Tested at 250VDC/500VDC),">200MΩ,>500MΩ,N/A",,,,,,
text,144b208d-ae23-5be7-9e51-128cf9d3dcc2,,textbox,Actual Reading if <200MΩ/<500MΩ,,,,,,,
checkpoint-status,0fccc83f-b50d-4cc0-a288-d4c98f56d0fd,,checkpoint,W-E,,,,,,,
button,a0b931b0-76eb-54d1-bfa0-459efcda5dcf,,button,Insulation Resistance shall not be less than 1MΩ (Tested at 250VDC/500VDC),">200MΩ,>500MΩ,N/A",,,,,,
text,84054121-9153-5416-93f7-c6d93908d8d6,,textbox,Actual Reading if <200MΩ/<500MΩ,,,,,,,
checkpoint-status,fc799b05-5f47-4321-a8db-0c227ad69d10,,checkpoint,B-E,,,,,,,
button,729c09c8-067e-5ce3-8113-46aaef757ae0,,button,Insulation Resistance shall not be less than 1MΩ (Tested at 250VDC/500VDC),">200MΩ,>500MΩ,N/A",,,,,,
text,f51bf965-727e-5964-8a37-3fb5928b1a41,,textbox,Actual Reading if <200MΩ/<500MΩ,,,,,,,
checkpoint-status,827f6e60-be17-4eca-9c30-2c54ef6f95c4,,checkpoint,N-E,,,,,,,
button,977a6a16-6d9e-51d3-9adc-0d181d6c3fed,,button,Insulation Resistance shall not be less than 1MΩ (Tested at 250VDC/500VDC),">200MΩ,>500MΩ,N/A",,,,,,
text,22efc18d-777c-5ae2-9787-29ab2333ca6e,,textbox,Actual Reading if <200MΩ/<500MΩ,,,,,,,
checkpoint-group,e60f69f2-5a59-44f0-8566-b462615f9a6b,,section,Voltage,,,,,,,
checkpoint-status,cac5f44a-a6bc-43b1-bc53-f27a0da64f14,,checkpoint,Red - White,,,,,,,
text,d4f6e39a-cf4b-52ba-bdcb-be3fcffe2da4,,textbox,Voltage (V),,,,,,,
checkpoint-status,04166c8d-957b-4eff-8864-5075cad5d374,,checkpoint,Red - Blue,,,,,,,
text,c2419cc4-d59c-522d-bc84-c1b9e086ff6d,,textbox,Voltage (V),,,,,,,
checkpoint-status,8d39a288-efcc-46a4-94b9-e7db2c44ff87,,checkpoint,White - Blue,,,,,,,
text,b6a6b526-117f-5e79-8caf-03a2f65b3c2c,,textbox,Voltage (V),,,,,,,
checkpoint-status,37f3f198-3fa3-4e3c-8adc-2d6c6cbb04a1,,checkpoint,Red - Neutral,,,,,,,
text,84e20906-51b7-5586-ba8a-2d4a0116eb57,,textbox,Voltage (V),,,,,,,
checkpoint-status,ba9cca36-b89a-4d4e-91ec-08c54b9d4d4d,,checkpoint,White - Neutral,,,,,,,
text,5b8dd4b2-2a55-5141-8932-7780c4377448,,textbox,Voltage (V),,,,,,,
checkpoint-status,105d0dae-3ddb-45ad-8b9a-83a2318b7f89,,checkpoint,Blue - Neutral,,,,,,,
text,d043e074-431b-5586-a349-5e7e8b33c605,,textbox,Voltage (V),,,,,,,
checkpoint-status,f2f49762-0dc4-40de-95b0-61b04776d6e4,,checkpoint,Red - Earth,,,,,,,
text,d88e464b-bed5-5f0c-af21-50d796bb2403,,textbox,Voltage (V),,,,,,,
checkpoint-status,2d1255f8-a0dd-4086-9488-3b81ccfe8362,,checkpoint,White - Earth,,,,,,,
text,525be556-c6cd-5964-97e9-9b8c22e9604b,,textbox,Voltage (V),,,,,,,
checkpoint-status,f436332f-ea9d-4c26-baaf-6498f0980e05,,checkpoint,Blue - Earth,,,,,,,
text,a12e795b-46a0-5ee2-be31-e824ee9c758c,,textbox,Voltage (V),,,,,,,
checkpoint-group,4bb0e1c9-4368-4df3-bb6e-c9fb61376ee0,,section,Earth Fault Loop Impedance Test / RCD-RCBO Tripping Test,,,,,,,
checkpoint-status,b0df5f2e-1ff1-49a7-8eba-c133f962acfe,,checkpoint,Impedance - (N/A if the circuit is RCD Protected),,,,,,,
text,b044fe0b-852f-5b44-844f-169a2ebc699d,,textbox,Record Inpedance (Ω),,,,,,,
text,b93650ce-1006-567a-bce0-c07128c7e1cf,,textbox,Target Impedance (Ω),,,,,,,
checkpoint-status,79eb7072-a04e-4b6a-85e5-30b4b5f2109d,,checkpoint,RCD-RCBO Tripping Test,,,,,,,
text,abf38619-a914-59e4-97ed-521a8167c7c6,,textbox,Trip Current (mA),,,,,,,
text,273439a4-eb3c-5eaa-b343-12c237a4b61d,,textbox,Trip Time (ms),,,,,,,
holdpoint,6aa7fba7-6aac-4dd5-a301-11e58a52dfb3,,signoff,Checked By (Heyday):,,,,,,,
,,,,,,,,,,,
checklist-sectioned,10d56c3d-cdad-465f-b948-220f28af9777,,checklist,Single Phase Subcircuit,,,,,Yes,Testing & Commissioning - Single Phase Subcircuit,d39c9bf5-d9de-48e6-bf12-2665475ce605
checkpoint-group,99fcf775-d9d9-45aa-bc40-72ea8e95beac,,section,Pre-requisite Works,,,,,,,
checkpoint-status,b6245e80-1e48-4375-9cfc-b3295cba6b21,,checkpoint,Insulation Damage,,,,,,,
checkpoint-status,c960e5b7-636f-44eb-8b9e-1acc1f6c3372,,checkpoint,Correct Type of Termination,,,,,,,
checkpoint-status,830d7519-7adc-4fe4-990f-97619c9fa743,,checkpoint,Correct Colour Code,,,,,,,
checkpoint-status,6623d9a4-6615-4c48-a1c0-4c32931da7b4,,checkpoint,Correct Outlet Rating and Size,,,,,,,
checkpoint-status,6af80b46-6884-4add-b7f2-b4eb130de2b9,,checkpoint,Earth Continuity,,,,,,,
text,060aa90b-811f-5ad5-a5da-76c27b44531f,,textbox,Resistance (Ω),,,,,,,
checkpoint-status,7eec440f-bc3f-455d-bf19-55fc824a350a,,checkpoint,Polarity Check,,,,,,,
button,440b6016-299e-5394-867f-385fa07202af,,button,No Transposition,"YES,NO",,,,,,
button,053b0de7-0eb6-5547-9d2d-46e1f3bf95e9,,button,Switch in Active,"YES,NO",,,,,,
checkpoint-group,f4a80d27-97cd-4a26-b498-168f68df6e9a,,section,Insulation Resistance,,,,,,,
checkpoint-status,8ba76168-4007-4b84-a280-12de7c138cd0,,checkpoint,R-N,,,,,,,
button,537274d1-6646-5c85-9b27-ebf56328087c,,button,Insulation Resistance shall not be less than 1MΩ (Tested at 250VDC/500VDC),">200MΩ,>500MΩ,N/A",,,,,,
text,6dafc51c-6de6-5824-870b-a7a7a90a7265,,textbox,Actual Reading if <200MΩ/<500MΩ,,,,,,,
checkpoint-status,db4bc454-6f5c-491f-a3a3-dfaca4127ad2,,checkpoint,R-E,,,,,,,
button,8982dd66-b9fb-5b80-853e-77054ede7db5,,button,Insulation Resistance shall not be less than 1MΩ (Tested at 250VDC/500VDC),">200MΩ,>500MΩ,N/A",,,,,,
text,ae800fe7-c015-5255-b809-77f63aec3189,,textbox,Actual Reading if <200MΩ/<500MΩ,,,,,,,
checkpoint-status,40c2ab33-5545-4ccd-9b21-54406f15e189,,checkpoint,N-E,,,,,,,
button,b6de9cfe-c2d0-5ae3-97a9-4ecc322b1504,,button,Insulation Resistance shall not be less than 1MΩ (Tested at 250VDC/500VDC),">200MΩ,>500MΩ,N/A",,,,,,
text,7eaa26a2-e6bf-5dbe-bc66-803628eeb184,,textbox,Actual Reading if <200MΩ/<500MΩ,,,,,,,
checkpoint-group,28c42bf5-375b-4323-800e-8f7333eb5598,,section,Voltage,,,,,,,
checkpoint-status,c4eb594f-a5e8-4bda-ad37-025dc2ed4b10,,checkpoint,Red - Neutral,,,,,,,
text,40d5203f-80a5-5632-8e29-135176de772d,,textbox,Voltage (V),,,,,,,
checkpoint-status,23234cdd-c1ec-4a2d-a172-b8a9451f300a,,checkpoint,Red - Earth,,,,,,,
text,fb73a258-9d7e-5f99-b38f-64a76c6df601,,textbox,Voltage (V),,,,,,,
checkpoint-group,b0eba347-4d78-4768-a547-43d5a8d27339,,section,Earth Fault Loop Impedance Test / RCD-RCBO Tripping Test,,,,,,,
checkpoint-status,9af5b6e3-ad80-4327-acd6-fd1c0042d1b4,,checkpoint,Impedance - (N/A if the circuit is RCD Protected),,,,,,,
text,ca658463-6c9b-535c-9f84-e77a01da0d98,,textbox,Record Inpedance (Ω),,,,,,,
text,35a29d49-1248-5728-ad7c-5f968884a5b1,,textbox,Target Impedance (Ω),,,,,,,
checkpoint-status,4429efd3-4f70-4c1d-b68e-8e99ef5835f9,,checkpoint,RCD/RCBO Tripping Test,,,,,,,
text,e3ba2339-b613-58ff-83a6-2095d2667dcd,,textbox,Trip Current (mA),,,,,,,
text,e0ca11a2-eb7e-51dd-ad53-5839c860a2f7,,textbox,Trip Time (ms),,,,,,,
holdpoint,858b7cb6-6ac1-489a-b2ee-fa203eaa4510,,signoff,Checked By (Heyday):,,,,,,,
