type,name,values,prefix,postfix,usage count,user addable,template name,,,,
checklist-flat,Overall Pre-start,,,,,,SYS - PT - Overall Pre-start,,,,
checkpoint-status,Overall Pre-start,,,,,,,,,,
text,Job Number and Name,,,,,,,,,,
text,Site Address,,,,,,,,,,
text,Main Contractor,,,,,,,,,,
text,QS and Contact Info,,,,,,,,,,
text,Project Manager and Contact Info,,,,,,,,,,
text,Site Manager and Contact Info,,,,,,,,,,
text,PBI Installer and Contact Info,,,,,,,,,,
text,PBI PM,,,,,,,,,,
checkpoint-no-status,System information:,,,,,,,,,,
checkpoint-no-status,SSP Attached,,,,,,,,,,
checkpoint-no-status,Task Analysis Attached,,,,,,,,,,
checkpoint-no-status,Relevant Drawings Attached,,,,,,,,,,
checkpoint-no-status,Pre-Start Photos,,,,,,,,,,
,,,,,,,,,,,
checklist-flat,Practical Completion,,,,,,SYS - PT - Practical Completion,,,,
checkpoint-no-status,System installed and ready for review from Project Manager.,,,,,,,,,,
holdpoint,Request Review to PM,,,,,,,,,,
checkpoint-no-status,"Project Manager has reviewed, checked and approved system.",,,,,,,,,,
holdpoint,Additional information required,,,,,,,,,,
checkpoint-no-status,PM to send to PBI admin to close out and archive,,,,,,,,,,
holdpoint,Send to PBI Admin,,,,,,,,,,
