type,name,values,prefix,postfix,usage count,user addable,template name,
checklist,ITP-287-CIV-HOP-Behind Structure Drainage Megaflow,itp,,,,,ITP-287-CIV-HOP-Behind Structure Drainage Megaflow Rev 0,
section,1. Referenced Documentation,,,,,,,
checkpoint-no-value,Referenced Documentation,,,,,,,
label,Document Title: ITP-258-CIV-HOP-Behind Structure Drainage,,,,,,,
label,ITP Description: HOP-Behind Structure Drainage,,,,,,,
label,Discipline (e.g. CIV/STR/RAIL): 258-CIV,,,,,,,
label,Revision Number: 0,,,,,,,
label,Revision Date: 24/06/2025,,,,,,,
label,ITP created by: Cedric Guico,,,,,,,
label,ITP approved for use by: Pradeep Talasila,,,,,,,
label,1.1 - Non Dependent,,,,,,,
label,Reference - VicRoads Section 702 (May '19),,,,,,,
section,2. Preliminaries-Material,,,,,,,
checkpoint,2.1 - Megaflow,,,,,,,
label,Reference - IFC Drawiings,,,,,,,
label,Acceptance Criteria - Product as required on IFC drawings,,,,,,,
textbox,Reference: Material approval in Teambinder:,,,,,,,
label,"Method - Verify, Document Review",,,,,,,
label,Frequency - When applicable,,,,,,,
label,Category - HP,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,
label,"Verifying Documents - Material approval in TeamBinder, This ITP signed off by Nominated Authority",,,,,,,
date,Date Completed:,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,2.2 - Pipes,,,,,,,
label,Reference - IFC Drawiings VR 702.04,,,,,,,
label,"Acceptance Criteria - All subsurface drainage shall be Category 1, 100mm dia. Class 1000 PVC pipe.",,,,,,,
textbox,Reference: Material approval in Teambinder:,,,,,,,
label,"Method - Verify, Document Review",,,,,,,
label,Frequency - When applicable,,,,,,,
label,Category - HP,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,
label,"Verifying Documents - Material approval in TeamBinder, This ITP signed off by Nominated Authority",,,,,,,
date,Date Completed:,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,2.3 - Perforated Pipes,,,,,,,
label,Reference - IFC Drawiings VR 702.05,,,,,,,
label,"Acceptance Criteria - All subsurface drainage shall be Category 1, 100mm dia. Class 1000 PVC pipe . Perforations shall be max 1.5mm and minimum length of 150mm per sqm",,,,,,,
textbox,Reference: Material approval in Teambinder:,,,,,,,
label,"Method - Verify, Document Review",,,,,,,
label,Frequency - When applicable,,,,,,,
label,Category - HP,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,
label,"Verifying Documents - Material approval in TeamBinder, This ITP signed off by Nominated Authority",,,,,,,
date,Date Completed:,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,2.4 - Granular backfill material,,,,,,,
label,Reference - IFC Drawings VR 702.05,,,,,,,
label,Acceptance Criteria - The granular backfill material passing a 4.75 mm AS sieve shall have a Sand Equivalent value not less than 80. ,,,,,,,
label,○ Shall comply with Table 702.051,,,,,,,
textbox,Reference: Material approval in Teambinder:,,,,,,,
label,"Method - Verify, Document Review",,,,,,,
label,Frequency - When applicable,,,,,,,
label,Category - HP,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,
label,"Verifying Documents - Material approval in TeamBinder, This ITP signed off by Nominated Authority",,,,,,,
date,Date Completed:,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,2.5 - Tamseal,,,,,,,
label,Reference - IFC Drawings,,,,,,,
label,Acceptance Criteria - Tamseal 10GM high performance elastometric liquid membrane,,,,,,,
textbox,Reference: Material approval in Teambinder:,,,,,,,
label,"Method - Verify, Document Review",,,,,,,
label,Frequency - When applicable,,,,,,,
label,Category - HP,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,
label,"Verifying Documents - Material approval in TeamBinder, This ITP signed off by Nominated Authority",,,,,,,
date,Date Completed:,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,2.6 - Geo textile,,,,,,,
label,Reference - IFC Drawings VR 702.06,,,,,,,
label,Acceptance Criteria - Geotextiles:,,,,,,,
label,○ Shall comply with table 702.061 and the IFC drawings,,,,,,,
textbox,Reference: Material approval in Teambinder:,,,,,,,
label,"Method - Verify, Document Review",,,,,,,
label,Frequency - When applicable,,,,,,,
label,Category - HP,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,
label,"Verifying Documents - Material approval in TeamBinder, This ITP signed off by Nominated Authority",,,,,,,
date,Date Completed:,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,2.7 - Drainmat with geotextile fabric,,,,,,,
label,Reference - IFC Drawings VR 702.06,,,,,,,
label,Acceptance Criteria - The Drainmat with geotextile shall comply with table 702.061 and the IFC drawings,,,,,,,
label,○ Comply with table 702.061 and the IFC drawings,,,,,,,
textbox,Reference: Material approval in Teambinder:,,,,,,,
label,"Method - Verify, Document Review",,,,,,,
label,Frequency - When applicable,,,,,,,
label,Category - HP,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,
label,"Verifying Documents - Material approval in TeamBinder, This ITP signed off by Nominated Authority",,,,,,,
date,Date Completed:,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,2.8 - Blinding Concrete,,,,,,,
label,Reference - IFC Drawings,,,,,,,
label,Acceptance Criteria - Blinding Concrete,,,,,,,
textbox,Reference: Material approval in Teambinder:,,,,,,,
label,"Method - Verify, Document Review",,,,,,,
label,Frequency - When applicable,,,,,,,
label,Category - HP,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,
label,"Verifying Documents - Material approval in TeamBinder, This ITP signed off by Nominated Authority",,,,,,,
date,Date Completed:,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
section,3. Pre-construction / Pre-installation Activities,,,,,,,
checkpoint,3.1 - Survey Set Out,,,,,,,
label,Reference - Section 702.03,,,,,,,
label,Acceptance Criteria - Survey to set out Subsurface Drainage line.,,,,,,,
label,Method - Visual inspection,,,,,,,
label,Frequency - Each Lot,,,,,,,
label,Category - HP*,,,,,,,
label,Responsibility - SE/Site Supervisor,,,,,,,
label,Verifying Documents - This ITP,,,,,,,
date,Date Completed:,,,,,,,
section,4. Construction / Installation Activities,,,,,,,
checkpoint,4.1 - Placing Blinding Concrete,,,,,,,
label,Reference - IFC Drawings,,,,,,,
label,Acceptance Criteria - Minimum 50mm thick blinding concrete,,,,,,,
