Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Fire Pump Room,,,,,,,
,Scope,,,,,,
,Rows,,,,,,
,,Fire Pump Room,,fire pump room,fit off,site qa,
,Columns,,,,,,
,,Plinth setout and fixed in position,,plinth setout and fixed in position,,,
,,Pump secured to plinth,,pump secured to plinth,,,
,,Water supply connected,,water supply connected,,,
,,Discharge supply connected,,discharge supply connected,,,
,,Annubar discharge plumbed to waste,,annubar discharge plumbed to waste,,,
,,Heat exchanger plumbed to waste,,heat exchanger plumbed to waste,,,
,,Gland drain plumbed to waste,,gland drain plumbed to waste,,,
,,Exhaust plumbed to mech exhaust,,exhaust plumbed to mech exhaust,,,
,,Exhaust heat wrapped to 2.1m AFFL,,exhaust heat wrapped to 2.1m affl,,,
,,All M/V's chained/padlocked/tagged,,all m/v's chained/padlocked/tagged,,,
,,240V power supplied to control panel,,240v power supplied to control panel,,,
,,Back up batteries installed and secure,,back up batteries installed and secure,,,
,,93* Heads installed within pump room,,93* heads installed within pump room,,,
,,Signage & Block Plan/s installed,,signage & block plan/s installed,,,
,,,,,,,
Variations,,,,,,,
,Scope,,,Variations,,,
,Rows,,,,,,
,,West Tower - B4,dynamic,B4,West Tower,Variations,Site QA
,,West Tower - B3,dynamic,B3,West Tower,Variations,Site QA
,,West Tower - B2,dynamic,B2,West Tower,Variations,Site QA
,,West Tower - B1,dynamic,B1,West Tower,Variations,Site QA
,,West Tower - Ground,dynamic,Ground,West Tower,Variations,Site QA
,,West Tower - Level 1,dynamic,Level 1,West Tower,Variations,Site QA
,,West Tower - Level 2,dynamic,Level 2,West Tower,Variations,Site QA
,,West Tower - Level 3,dynamic,Level 3,West Tower,Variations,Site QA
,,West Tower - Level 4,dynamic,Level 4,West Tower,Variations,Site QA
,,West Tower - Level 5,dynamic,Level 5,West Tower,Variations,Site QA
,,West Tower - Level 6,dynamic,Level 6,West Tower,Variations,Site QA
,,West Tower - Level 6,dynamic,Level 6,West Tower,Variations,Site QA
,,West Tower - Level 7,dynamic,Level 7,West Tower,Variations,Site QA
,,West Tower - Level 8,dynamic,Level 8,West Tower,Variations,Site QA
,,West Tower - Level 9,dynamic,Level 9,West Tower,Variations,Site QA
,,West Tower - Level 10,dynamic,Level 10,West Tower,Variations,Site QA
,,West Tower - Level 11,dynamic,Level 11,West Tower,Variations,Site QA
,,West Tower - Level 12,dynamic,Level 12,West Tower,Variations,Site QA
,,West Tower - Level 13,dynamic,Level 13,West Tower,Variations,Site QA
,,West Tower - Level 14,dynamic,Level 14,West Tower,Variations,Site QA
,,West Tower - Level 15,dynamic,Level 15,West Tower,Variations,Site QA
,,West Tower - Level 16,dynamic,Level 16,West Tower,Variations,Site QA
,,West Tower - Level 17,dynamic,Level 17,West Tower,Variations,Site QA
,,West Tower - Level 18,dynamic,Level 18,West Tower,Variations,Site QA
,,West Tower - Level 19,dynamic,Level 19,West Tower,Variations,Site QA
,,West Tower - Level 20,dynamic,Level 20,West Tower,Variations,Site QA
,,West Tower - Level 21,dynamic,Level 21,West Tower,Variations,Site QA
,,West Tower - Level 22,dynamic,Level 22,West Tower,Variations,Site QA
,,West Tower - Level 23,dynamic,Level 23,West Tower,Variations,Site QA
,,West Tower - Level 24,dynamic,Level 24,West Tower,Variations,Site QA
,,West Tower - Level 25,dynamic,Level 25,West Tower,Variations,Site QA
,,West Tower - Level 26,dynamic,Level 26,West Tower,Variations,Site QA
,,West Tower - Level 27,dynamic,Level 27,West Tower,Variations,Site QA
,,East Tower - B4,dynamic,B4,East Tower,Variations,Site QA
,,East Tower - B3,dynamic,B3,East Tower,Variations,Site QA
,,East Tower - B2,dynamic,B2,East Tower,Variations,Site QA
,,East Tower - B1,dynamic,B1,East Tower,Variations,Site QA
,,East Tower - Ground,dynamic,Ground,East Tower,Variations,Site QA
,,East Tower - Level 1,dynamic,Level 1,East Tower,Variations,Site QA
,,East Tower - Level 2,dynamic,Level 2,East Tower,Variations,Site QA
,,East Tower - Level 3,dynamic,Level 3,East Tower,Variations,Site QA
