type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,Hospital - Display - Hospital 2 - Ollivier,,,,,,,
section,Details,,,,,,,
checkpoint,"Check Displays in the Hallway near Room 228, one looks like it has no power (Attach Photos)",,,,,,,
,,,,,,,,
checklist,Hospital - Hospital 2 - Room 203,,,,,,,
section,Details,,,,,,,
checkpoint,"Check Staff Assist alarm, text description is wrong on the displays - shows ""H208"" (Attach Photos)",,,,,,,
checkpoint,"Check Floor Pressure mat, as it failed (Attach Photos)",,,,,,,
,,,,,,,,
checklist,Hospital - Hospital 2/3 - Room 207/208/220/451,,,,,,,
section,Details,,,,,,,
checkpoint,Install surrounding cover on the Bedhead Call Point (Attach Photos),,,,,,,
,,,,,,,,
checklist,Hospital - Hospital 2 - Room 210,,,,,,,
section,Details,,,,,,,
checkpoint,"Check Staff Assist Alarm, as it failed (Attach Photos)",,,,,,,
checkpoint,"Check Floor Pressure mat, as it failed (Attach Photos)",,,,,,,
,,,,,,,,
checklist,Hospital - Hospital 2 - Room 212/219,,,,,,,
section,Details,,,,,,,
checkpoint,Replace Bedhead Call Point - requires very hard pressing to activate (Attach Photos),,,,,,,
,,,,,,,,
checklist,Hospital - Hospital 2/3/Independent Apartments - Tenzing - Room 221/238/435/442/447/452/455,,,,,,,
section,Details,,,,,,,
checkpoint,Tidy wireless pendant cables (Attach Photos),,,,,,,
checkpoint,Mount receiver onto the wall (Attach Photos),,,,,,,
,,,,,,,,
checklist,Hospital - Hospital 2 - Room 223/242,,,,,,,
section,Details,,,,,,,
checkpoint,"Check wired pendant lead, as it failed (Attach Photos)",,,,,,,
,,,,,,,,
checklist,Hospital - Hospital 3 - Room 434/458,,,,,,,
section,Details,,,,,,,
checkpoint,Install surrounding cover on the Ensuite Toilet Call Point (Attach Photos),,,,,,,
,,,,,,,,
checklist,Hospital - Hospital 3 - Room 454,,,,,,,
section,Details,,,,,,,
checkpoint,"Check Staff Assist alarm, text description is wrong on the displays - shows ""H3 Rm455"" (Attach Photos)",,,,,,,
checkpoint,Tidy wireless pendant cables (Attach Photos),,,,,,,
checkpoint,Mount receiver onto the wall (Attach Photos),,,,,,,
,,,,,,,,
checklist,Hospital - Hospital 3 - Room 457,,,,,,,
section,Details,,,,,,,
checkpoint,"Replace insert in the Ensuite Toilet Call Point, requires Green Insert (Attach Photos)",,,,,,,
,,,,,,,,
checklist,Hospital - Hospital 3 - Room 459,,,,,,,
section,Details,,,,,,,
checkpoint,Install surrounding cover on the Bedhead Call Point (Attach Photos),,,,,,,
checkpoint,Tidy wireless pendant cables (Attach Photos),,,,,,,
checkpoint,Mount receiver onto the wall (Attach Photos),,,,,,,
,,,,,,,,
checklist,Hospital - Hospital 3 - Toilet,,,,,,,
section,Details,,,,,,,
checkpoint,Install surrounding cover on the Toilet Call Point (Attach Photos),,,,,,,
