type,name,values,prefix,postfix,usage count,user addable,template name
checklist,CS-4078 - Signal Pole Installation Record,,,,,,CS-4078 - Signal Pole Installation Record
section,Details,,,,,,
checkpoint-no-status,Details,,,,,,
textbox,Drawing No:,,,,,,
textbox,Pole No:,,,,,,
section,Pole Footing,,,,,,
checkpoint,Confirm signal pole locations are as per latest Drawing revision and does not clash with other Services.,,,,,,
textbox,Initials:,,,,,,
date,Date:,,,,,,
label,Comments: Design Engineer to approve if the location needs to be moved.,,,,,,
checkpoint,Check Survey Setout and Setbacks are to the dimensions as detailed on drawings.,,,,,,
textbox,Initials:,,,,,,
date,Date:,,,,,,
checkpoint,Footing Type,,,,,,
textbox,Initials:,,,,,,
date,Date:,,,,,,
label,Comments:,,,,,,
label,○ RS 115,,,,,,
label,○ RS 168,,,,,,
section,Excavation,,,,,,
checkpoint,Pothole existing services within close proximity to the foundation.,,,,,,
textbox,Initials:,,,,,,
date,Date:,,,,,,
section,Socket / Flange Installation,,,,,,
checkpoint,Ensure duct is connected to socket.,,,,,,
textbox,Initials:,,,,,,
date,Date:,,,,,,
checkpoint,Design Engineer inspected the foundation prior to pouring,,,,,,
textbox,Initials:,,,,,,
date,Date:,,,,,,
checkpoint,Prepour checksheet completed,,,,,,
textbox,Initials:,,,,,,
date,Date:,,,,,,
checkpoint,"Order concrete for footing, ensure correct mix delivered, correct slump, concrete vibrated, dockets collected",,,,,,
textbox,Initials:,,,,,,
date,Date:,,,,,,
label,Comments: ,,,,,,
textbox,Concrete strength,,,MPa,,,
label,Attach delivery dockets and write the road light column numbers on the docket,,,,,,
checkpoint,Use a stump pole to check verticality and height from FRL.,,,,,,
textbox,Initials:,,,,,,
date,Date:,,,,,,
section,Installing Signal Pole,,,,,,
checkpoint,Ensure concrete foundation has been left for min. 3 days before erecting signal pole,,,,,,
textbox,Initials:,,,,,,
date,Date:,,,,,,
checkpoint,Check signal pole for any damage ,,,,,,
textbox,Initials:,,,,,,
date,Date:,,,,,,
label,Comments: Do not install if damaged,,,,,,
checkpoint,Assemble signal pole on the ground (protect column by blocking off the ground),,,,,,
textbox,Initials:,,,,,,
date,Date:,,,,,,
label,Comments: ,,,,,,
textbox,Pole Type:,,,,,,
textbox,P43 DWG:,,,,,,
checkpoint,Check orientation of signal lanterns,,,,,,
textbox,Initials:,,,,,,
date,Date:,,,,,,
checkpoint,Pole identification completed,,,,,,
textbox,Initials:,,,,,,
date,Date:,,,,,,
section,Signoff,,,,,,
checkpoint-no-status,Comments:,,,,,,
checkpoint,"The above works have been inspected and are considered compliant with the drawings, specifications and instructions",,,,,,
label,Position: Site Engineer,,,,,,
textbox,Site Engineer - Name:,,,,,,
date,Site Engineer - Date:,,,,,,
label,Position: Design Engineer,,,,,,
textbox,Design Engineer - Name:,,,,,,
date,Design Engineer - Date:,,,,,,
holdpoint,SIGN,,,,,,
