type,name,values,prefix,postfix,usage count,user addable,template name
checklist,CS-4052 - Landscaping Planting Checksheet,,,,,,CS-4052 - Landscaping Planting Checksheet
section,Details,,,,,,
checkpoint-no-status,Details,,,,,,
textbox,Work Area:,,,,,,
textbox,Sub Work Area:,,,,,,
textbox,Lot:,,,,,,
textbox,Sub-lot:,,,,,,
date,Document Date:,,,,,,
textbox,Created By:,,,,,,
textbox,Drawing Number/s & Revision:,,,,,,
label,"Raingarden (RG), Garden Bed (GB), ), Tree pit (TP), number:",,,,,,
textbox,RG #:,,,,,,
textbox,GB #:,,,,,,
textbox,TP #:,,,,,,
section,Spec./Site Preparation for Seeding or Planting,,,,,,
checkpoint,8321/8332/Any other site works that will cause rework to landscaping & planting has been completed.,,,,,,
textbox,Initials:,,,,,,
date,Date:,,,,,,
checkpoint,8321/Check for service in the area of this work. Avoid interference or damage to them,,,,,,
textbox,Initials:,,,,,,
date,Date:,,,,,,
checkpoint,8321/ HOLD POINT. Garden bed to be approved by Landscape Architect prior to installation of soil media. Strata Vault installation to align with manufacturers recommendations. Photographs to be provided.,,,,,,
textbox,Initials:,,,,,,
date,Date:,,,,,,
label,Comments: Date/Signature Landscape Architect,,,,,,
holdpoint,HOLD POINT,,,,,,
checkpoint,HOLD POINT. Raingarden drainage layers to be approved by Landscape Architect. Photographs to be provided.,,,,,,
textbox,Initials:,,,,,,
date,Date:,,,,,,
label,Comments: Date/Signature Landscape Architect,,,,,,
holdpoint,HOLD POINT,,,,,,
checkpoint,Raingardens - hydraulic conductivity to be tested to prove this is in line with raingarden material specification.,,,,,,
textbox,Initials:,,,,,,
date,Date:,,,,,,
checkpoint,Soil to be adequately compacted in 200-300mm layers to ensure no pockets of air within garden bed / tree pit. ,,,,,,
textbox,Initials:,,,,,,
date,Date:,,,,,,
checkpoint,HOLD POINT. Garden bed profile to be approved by Landscape Architect and Stormwater Engineer post soil media install. Photographs to be provided.,,,,,,
textbox,Initials:,,,,,,
date,Date:,,,,,,
label,Comments: Date/Signature Landscape Architect,,,,,,
holdpoint,HOLD POINT,,,,,,
checkpoint,Should the soil in the garden bed become compromised (by ongoing site works or any other concern) – pH to be tested to prove this is still in line with the soil product specification.,,,,,,
textbox,Initials:,,,,,,
date,Date:,,,,,,
section,Spec./Planting,,,,,,
checkpoint,Ensure no standing water at base of tree pits – report to Engineer.,,,,,,
textbox,Initials:,,,,,,
date,Date:,,,,,,
checkpoint,8332/Plant material origin checked on delivery for plant material quality and accepted. All plants to be inspected and approved by Landscaping Architect prior to installation.,,,,,,
textbox,Initials:,,,,,,
date,Date:,,,,,,
label,Comments: Date/Signature Landscape Architect,,,,,,
holdpoint,SIGNATURE,,,,,,
checkpoint,All trees to be inspected and approved by Landscape Architect prior to delivery on site. 6 monthly photographs to be provided.,,,,,,
textbox,Initials:,,,,,,
date,Date:,,,,,,
label,Comments: Date/Signature Landscape Architect,,,,,,
holdpoint,SIGNATURE,,,,,,
checkpoint,8332/Plant material suitability. Roots eased where root bound. Plants not removed from container too far in advance (avoid drying out).Root balls are moist (not dry).,,,,,,
textbox,Initials:,,,,,,
date,Date:,,,,,,
checkpoint,8332/Spacing and set out in accordance with Landscaping plans and consistent & correct to specification and schedule. Tree species according to drawings. Approved by Landscaping Architect. Specific placement and orientation of trees to be confirmed with Landscape Architect on site – including any required pruning.,,,,,,
textbox,Initials:,,,,,,
date,Date:,,,,,,
label,Comments: Date/Signature Landscape Architect,,,,,,
holdpoint,HOLD POINT,,,,,,
checkpoint,8332/Fertiliser/ Crystal Rain Gel incorporated to manufacturers specification,,,,,,
textbox,Initials:,,,,,,
date,Date:,,,,,,
checkpoint,8332/All plants shall be thoroughly watered a few hours prior to planting and again immediately after planting.,,,,,,
textbox,Initials:,,,,,,
date,Date:,,,,,,
checkpoint,"8332/Mulch clear of plant stem, Soil not left on top or mixed with bark mulch.",,,,,,
textbox,Initials:,,,,,,
date,Date:,,,,,,
checkpoint,"8332/Stakes where required to specification, level and with ties fixed securely.",,,,,,
textbox,Initials:,,,,,,
date,Date:,,,,,,
section,Spec./Turf Laying,,,,,,
checkpoint,8333/Landscape Architect to inspect area prior to turf laying. If not available on site then photos to be provided.,,,,,,
textbox,Initials:,,,,,,
date,Date:,,,,,,
label,Comments: Date/Signature Landscape Architect,,,,,,
holdpoint,SIGNATURE,,,,,,
checkpoint,Lawn areas to be finished 25mm higher than adjacent hard paving to allow for settlement.,,,,,,
textbox,Initials:,,,,,,
date,Date:,,,,,,
