Step Id,Warnings,State,Checklist Template,Type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Tier 6,
98b29278-83a5-5b63-9909-74050aade80f,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 01,Commissioning,Commission Fixture Group,Details:,Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 &/or AS/NZS-5601 (Note: Commissioning photos to be taken only within this Checkpoint)
eb9594ca-95e7-5e17-a17c-6e08244173c6,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 02,Commissioning,Commission Fixture Group,Details:,Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 &/or AS/NZS-5601 (Note: Commissioning photos to be taken only within this Checkpoint)
306d3cf7-92d3-5f96-881b-4f0b176ec30e,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 03,Commissioning,Commission Fixture Group,Details:,Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 &/or AS/NZS-5601 (Note: Commissioning photos to be taken only within this Checkpoint)
702f0297-cf24-511d-bd2e-09fc01010579,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 04,Commissioning,Commission Fixture Group,Details:,Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 &/or AS/NZS-5601 (Note: Commissioning photos to be taken only within this Checkpoint)
d5094871-a05e-5907-a29d-91a0b729d1be,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 05,Commissioning,Commission Fixture Group,Details:,Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 &/or AS/NZS-5601 (Note: Commissioning photos to be taken only within this Checkpoint)
2e5b14e0-370f-570d-863d-e5d0b37d64c6,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 06,Commissioning,Commission Fixture Group,Details:,Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 &/or AS/NZS-5601 (Note: Commissioning photos to be taken only within this Checkpoint)
ffd6ee37-f9e0-5a8c-8634-06ba87053171,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 07,Commissioning,Commission Fixture Group,Details:,Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 &/or AS/NZS-5601 (Note: Commissioning photos to be taken only within this Checkpoint)
ee862538-fa0d-5497-856a-d564c1e40a86,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 08,Commissioning,Commission Fixture Group,Details:,Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 &/or AS/NZS-5601 (Note: Commissioning photos to be taken only within this Checkpoint)
1fecb219-7af7-5304-bb30-7d40d6bb376c,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 09,Commissioning,Commission Fixture Group,Details:,Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 &/or AS/NZS-5601 (Note: Commissioning photos to be taken only within this Checkpoint)
5abe0655-a685-542c-aa05-cc47ca8c559f,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 10,Commissioning,Commission Fixture Group,Details:,Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 &/or AS/NZS-5601 (Note: Commissioning photos to be taken only within this Checkpoint)
dfce7eb7-485d-5eda-8093-d3ab65a5cef2,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 11,Commissioning,Commission Fixture Group,Details:,Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 &/or AS/NZS-5601 (Note: Commissioning photos to be taken only within this Checkpoint)
f6eacbc0-d1b0-5b6f-ae9a-77fbcdf20949,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 12,Commissioning,Commission Fixture Group,Details:,Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 &/or AS/NZS-5601 (Note: Commissioning photos to be taken only within this Checkpoint)
da57772b-00d7-5966-817d-72bfc70f4e2f,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 13,Commissioning,Commission Fixture Group,Details:,Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 &/or AS/NZS-5601 (Note: Commissioning photos to be taken only within this Checkpoint)
38e02612-7d89-5fe3-bb1a-6ed95ed24ad8,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 14,Commissioning,Commission Fixture Group,Details:,Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 &/or AS/NZS-5601 (Note: Commissioning photos to be taken only within this Checkpoint)
d276162e-46a9-5755-8ab4-54ce1a60dabe,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block B,Lot 15,Commissioning,Commission Fixture Group,Details:,Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 &/or AS/NZS-5601 (Note: Commissioning photos to be taken only within this Checkpoint)
8284acb6-d5d8-5791-994a-304c26e24c1b,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block B,Lot 16,Commissioning,Commission Fixture Group,Details:,Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 &/or AS/NZS-5601 (Note: Commissioning photos to be taken only within this Checkpoint)
2148d9ba-70e5-503c-a069-abbd047cb9ec,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block B,Lot 17,Commissioning,Commission Fixture Group,Details:,Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 &/or AS/NZS-5601 (Note: Commissioning photos to be taken only within this Checkpoint)
d1071fc0-f5f8-5952-b5de-7e970a7fa343,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block B,Lot 18,Commissioning,Commission Fixture Group,Details:,Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 &/or AS/NZS-5601 (Note: Commissioning photos to be taken only within this Checkpoint)
f69db764-c54c-570c-8e11-4f09ccd55a30,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block B,Lot 19,Commissioning,Commission Fixture Group,Details:,Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 &/or AS/NZS-5601 (Note: Commissioning photos to be taken only within this Checkpoint)
