Step Id,Warnings,State,Checklist Template,Type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Tier 6,
630acf04-343a-5130-b0fa-923de44c5b5d,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 01,Testing,Testing Gas Service (Air Test),Details:,Apply test as per latest revision of AS/NZS-5601 (Note: Start & Finish testing photos to be taken only within this Checkpoint)
e38f7bc5-702f-5af9-a44b-17114c572b73,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 02,Testing,Testing Gas Service (Air Test),Details:,Apply test as per latest revision of AS/NZS-5601 (Note: Start & Finish testing photos to be taken only within this Checkpoint)
37f24d3b-7d07-5373-ace7-7178eb2bd0f3,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 03,Testing,Testing Gas Service (Air Test),Details:,Apply test as per latest revision of AS/NZS-5601 (Note: Start & Finish testing photos to be taken only within this Checkpoint)
8af32565-3639-5f9b-8f62-524ce599f84b,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 04,Testing,Testing Gas Service (Air Test),Details:,Apply test as per latest revision of AS/NZS-5601 (Note: Start & Finish testing photos to be taken only within this Checkpoint)
71ab5c84-9a94-53a4-a4e0-005c62458a21,,pass,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 05,Testing,Testing Gas Service (Air Test),Details:,Apply test as per latest revision of AS/NZS-5601 (Note: Start & Finish testing photos to be taken only within this Checkpoint)
069b7143-85d1-5353-840d-a44af0e7d618,,pass,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 06,Testing,Testing Gas Service (Air Test),Details:,Apply test as per latest revision of AS/NZS-5601 (Note: Start & Finish testing photos to be taken only within this Checkpoint)
41e3f4de-e899-5f45-b8db-46ce6ff6aa0c,,pass,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 07,Testing,Testing Gas Service (Air Test),Details:,Apply test as per latest revision of AS/NZS-5601 (Note: Start & Finish testing photos to be taken only within this Checkpoint)
74c88217-b272-52da-b1d7-32ddb1f09017,,pass,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 08,Testing,Testing Gas Service (Air Test),Details:,Apply test as per latest revision of AS/NZS-5601 (Note: Start & Finish testing photos to be taken only within this Checkpoint)
1bd526d7-db44-55c2-be1d-41cf47065f6f,,pass,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 09,Testing,Testing Gas Service (Air Test),Details:,Apply test as per latest revision of AS/NZS-5601 (Note: Start & Finish testing photos to be taken only within this Checkpoint)
401e463b-1c42-5a67-a0ef-e74847774140,,pass,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 10,Testing,Testing Gas Service (Air Test),Details:,Apply test as per latest revision of AS/NZS-5601 (Note: Start & Finish testing photos to be taken only within this Checkpoint)
