Step Id,Warnings,State,Checklist Template,Type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Tier 6,
4fcfd4fe-fe34-5f33-a4b1-1ff544def1d2,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 01,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
b696f010-8c4e-5896-970b-11cbdac59ac2,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 02,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
6481dd8b-1ed7-5e86-ba9c-a9dfd91ea195,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 03,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
d0595dd6-114e-577a-80fc-d17193f3d0ec,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 04,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
38142f9c-c09c-5acf-8939-95841f0d681d,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 05,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
5750461a-e02a-58b8-a0fa-6db4a5c59fa2,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 06,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
665308c0-e9a0-535c-b8d2-28f13a9c0065,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 07,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
cf1a3d21-6fc6-5f64-9424-4ad9be5181f1,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 08,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
6a9648ce-91f6-58e0-860c-21613eae0e2d,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 09,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
72d74524-36bf-5a69-a886-fde73a47249b,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 10,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
14260ad6-6474-5ff4-8639-5f251435ecb6,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 11,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
cd5b9151-6112-5306-acc3-cc430d598f7b,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 12,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
31e157e3-f5f8-5fd9-ae32-6287c61e3ca2,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 13,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
0e6db7c0-3b70-5718-a761-9ee3e9c47e3a,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 14,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
58bb935f-bbb8-5628-b518-fd30c23100a8,,pass,,checkpoint,TRUE,TRUE,Site QA,Block B,Lot 15,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
391f3135-f437-5d08-bce7-3abc8703fbbc,,pass,,checkpoint,TRUE,TRUE,Site QA,Block B,Lot 16,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
d51469dc-9518-52c5-81fa-b969db016065,,pass,,checkpoint,TRUE,TRUE,Site QA,Block B,Lot 17,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
a8c74a43-9757-5f1c-9e94-76b5afb8cc4c,,pass,,checkpoint,TRUE,TRUE,Site QA,Block B,Lot 18,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
37499ae9-38f2-5543-aeff-a9d912ae0336,,pass,,checkpoint,TRUE,TRUE,Site QA,Block B,Lot 19,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
b22bc0c9-e034-5640-98cf-ea2be2d619d0,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block B,Lot 20,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
50c14051-0a31-5851-b4a4-4f15beb17446,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block B,Lot 21,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
b97b939e-3861-5c86-a566-54cd8142f10c,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block B,Lot 22,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
1f10f9c3-d28a-5e74-87c1-9230ff01c9e6,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block B,Lot 23,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
b3fe435a-7532-5aa5-a025-5c19864dd45e,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block B,Lot 24,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
f0beda34-7ec4-5e96-9416-ae2db290bbdf,,pass,,checkpoint,TRUE,TRUE,Site QA,Block C,Lot 25,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
887f0cb8-d31d-504f-b03c-a93e2bad6386,,pass,,checkpoint,TRUE,TRUE,Site QA,Block C,Lot 26,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
06836408-e7e2-5331-9587-58f389b67ea4,,pass,,checkpoint,TRUE,TRUE,Site QA,Block C,Lot 27,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
ac308a6a-f902-5c91-8940-845c9c902752,,pass,,checkpoint,TRUE,TRUE,Site QA,Block C,Lot 28,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
d287b6cd-0d5c-5271-9fd9-c0d0df891896,,pass,,checkpoint,TRUE,TRUE,Site QA,Block C,Lot 29,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
ecb5b426-458a-5f2c-a986-f2c592d7722a,,pass,,checkpoint,TRUE,TRUE,Site QA,Block C,Lot 30,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
d594ad1b-defc-5b19-b48e-9775157860f6,,pass,,checkpoint,TRUE,TRUE,Site QA,Block C,Lot 31,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
dc9fe170-6522-5c5a-8821-27a5aa60a27b,,pass,,checkpoint,TRUE,TRUE,Site QA,Block C,Lot 32,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
71af9976-9451-583b-8364-02187ee39dd2,,pass,,checkpoint,TRUE,TRUE,Site QA,Block C,Lot 33,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
e5513981-1dd0-5c09-8c45-2fb92c4858ba,,pass,,checkpoint,TRUE,TRUE,Site QA,Block C,Lot 34,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
0035f3a0-ba37-58fa-9ecf-ebb7f4d7cb2c,,pass,,checkpoint,TRUE,TRUE,Site QA,Block C,Lot 35,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
8baf1905-5051-5747-b794-28847cbfcbff,,pass,,checkpoint,TRUE,TRUE,Site QA,Block D,Lot 36,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
748a0b48-3717-5cd4-8fef-1f3f35e4b51f,,pass,,checkpoint,TRUE,TRUE,Site QA,Block D,Lot 37,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
6845a255-73bb-50a9-824b-49d37e4d82ea,,pass,,checkpoint,TRUE,TRUE,Site QA,Block D,Lot 38,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
b7bd80a7-d947-5d7f-8f3f-2be04aa76aea,,pass,,checkpoint,TRUE,TRUE,Site QA,Block D,Lot 39,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
07f1064e-fcbb-5834-8e25-024d12dcc593,,pass,,checkpoint,TRUE,TRUE,Site QA,Block D,Lot 40,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
cdba31ce-9548-56cd-89aa-611f5f3a44b8,,pass,,checkpoint,TRUE,TRUE,Site QA,Block D,Lot 41,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
a9f5d0ef-1b82-5165-bf74-322ecd4e65cf,,pass,,checkpoint,TRUE,TRUE,Site QA,Block D,Lot 42,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
f54bcb7e-d417-57ac-bd14-22233d7e69b0,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block E,Lot 43,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
6f0bc72b-fcd4-5a99-a500-369c78165c85,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block E,Lot 44,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
9d31a37b-e5ba-5d6f-abd9-6ce0d86f39a1,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block E,Lot 45,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
e0174289-ccb0-53ae-9fc4-2ff8e37ba3a9,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block E,Lot 46,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
6b890b24-6aae-5414-858c-257354389e9e,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block E,Lot 47,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
5cd69f44-1b63-5682-840a-d210ac5b633f,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block E,Lot 48,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
