Step Id,Warnings,State,Checklist Template,Type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Tier 6,
6998449f-40bb-5b5e-9800-b78d0391d251,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 01,Testing,Testing Gas Service (Air Test),Details:,Installation complies with latest revision of AS/NZS-5601
75c677d1-a255-537c-8e4b-4e860ab106b4,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 02,Testing,Testing Gas Service (Air Test),Details:,Installation complies with latest revision of AS/NZS-5601
dd5e32b9-a13c-5a5b-bd28-d1e930518fcf,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 03,Testing,Testing Gas Service (Air Test),Details:,Installation complies with latest revision of AS/NZS-5601
51fcb670-6949-54dd-a54e-7af1f92639c4,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 04,Testing,Testing Gas Service (Air Test),Details:,Installation complies with latest revision of AS/NZS-5601
2e4dbf60-f36d-58d0-a2d4-f9f83c6c8d95,,pass,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 05,Testing,Testing Gas Service (Air Test),Details:,Installation complies with latest revision of AS/NZS-5601
6cdf7821-b26f-5277-babd-e4e4026c1ac2,,pass,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 06,Testing,Testing Gas Service (Air Test),Details:,Installation complies with latest revision of AS/NZS-5601
cf4c8247-3ef7-58c4-87b6-10273f9dcc07,,pass,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 07,Testing,Testing Gas Service (Air Test),Details:,Installation complies with latest revision of AS/NZS-5601
854e1aff-4e9a-5565-bd37-8b81fc58ec91,,pass,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 08,Testing,Testing Gas Service (Air Test),Details:,Installation complies with latest revision of AS/NZS-5601
4a92e1c8-d4ef-5f26-a035-e8f556489293,,pass,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 09,Testing,Testing Gas Service (Air Test),Details:,Installation complies with latest revision of AS/NZS-5601
0c67fea0-ae66-571c-9fee-0287f29baf54,,pass,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 10,Testing,Testing Gas Service (Air Test),Details:,Installation complies with latest revision of AS/NZS-5601
4ad855e5-6022-599b-953b-a29de7ee4f77,,pass,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 11,Testing,Testing Gas Service (Air Test),Details:,Installation complies with latest revision of AS/NZS-5601
c7c3b46b-a8af-5850-8f0f-5fb650a74521,,pass,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 12,Testing,Testing Gas Service (Air Test),Details:,Installation complies with latest revision of AS/NZS-5601
70d494b1-8828-5fa2-8e8a-80a7bdffc7ac,,pass,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 13,Testing,Testing Gas Service (Air Test),Details:,Installation complies with latest revision of AS/NZS-5601
178ad626-d7e5-5ca5-bdbb-8ee5d4520cf3,,pass,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 14,Testing,Testing Gas Service (Air Test),Details:,Installation complies with latest revision of AS/NZS-5601
