Step Id,Warnings,State,Checklist Template,Type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Tier 6,
b1090e24-f078-5727-8cde-6e15fae2e78f,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 01,Fit-off Plumbing Installation,Gas Appliance Installation,Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)
ceb225f0-7b47-5422-a7d9-3937354e60d9,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 02,Fit-off Plumbing Installation,Gas Appliance Installation,Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)
fb126308-bf75-5ebd-a751-924b88091d9b,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 03,Fit-off Plumbing Installation,Gas Appliance Installation,Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)
0c784b11-8ca9-5d2a-9ccf-14bf6899c531,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 04,Fit-off Plumbing Installation,Gas Appliance Installation,Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)
5d0a76fc-d860-5742-baf4-ef5aeb879567,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 05,Fit-off Plumbing Installation,Gas Appliance Installation,Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)
49f82843-2c1f-50d9-a0b2-faff90071144,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 06,Fit-off Plumbing Installation,Gas Appliance Installation,Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)
2f3af265-f685-5af9-9bf4-927fcbf3f4bd,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 07,Fit-off Plumbing Installation,Gas Appliance Installation,Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)
4fb0f041-0359-59c0-9bdb-1d0ab8a746d1,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 08,Fit-off Plumbing Installation,Gas Appliance Installation,Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)
edb39151-964e-52ab-89f4-1a0a2204d6ac,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 09,Fit-off Plumbing Installation,Gas Appliance Installation,Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)
c4592adb-2cb5-512c-9e00-7e2a700557d8,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 10,Fit-off Plumbing Installation,Gas Appliance Installation,Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)
304899e5-cd92-576f-8584-73b88f07d18c,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 11,Fit-off Plumbing Installation,Gas Appliance Installation,Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)
f88fb8e2-cd42-5918-aa85-62420e6031d1,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 12,Fit-off Plumbing Installation,Gas Appliance Installation,Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)
11ce740e-3c03-5bcb-8898-cf48dbb5d054,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 13,Fit-off Plumbing Installation,Gas Appliance Installation,Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)
8bf84358-5669-55c2-b31c-b0a09f812f01,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block A,Lot 14,Fit-off Plumbing Installation,Gas Appliance Installation,Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)
d44c4f8e-4ed8-5f50-b562-941e674682f7,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block B,Lot 15,Fit-off Plumbing Installation,Gas Appliance Installation,Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)
6305bcff-8543-56c2-a8b4-cce1d4d1f8b1,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block B,Lot 16,Fit-off Plumbing Installation,Gas Appliance Installation,Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)
b21b7431-3ff7-5274-be1e-c7410036dd8b,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block B,Lot 17,Fit-off Plumbing Installation,Gas Appliance Installation,Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)
d9eb40f8-6a72-5a69-a9c5-8cb2afc75864,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block B,Lot 18,Fit-off Plumbing Installation,Gas Appliance Installation,Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)
8e0d5b0c-b9b3-5738-9740-f23c894fd075,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block B,Lot 19,Fit-off Plumbing Installation,Gas Appliance Installation,Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)
55a11242-a5e0-5fed-a513-6bf18366c19e,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block B,Lot 20,Fit-off Plumbing Installation,Gas Appliance Installation,Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)
4ad060f8-cf69-5538-b846-693daf05f010,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block B,Lot 21,Fit-off Plumbing Installation,Gas Appliance Installation,Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)
5d197094-7ece-5a8c-bf07-486bb465b1c1,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block B,Lot 22,Fit-off Plumbing Installation,Gas Appliance Installation,Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)
50e3a489-e1fa-54af-a74f-a174ec63aba8,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block B,Lot 23,Fit-off Plumbing Installation,Gas Appliance Installation,Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)
43702869-e721-5664-bd52-f3b3d7bb3e34,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block B,Lot 24,Fit-off Plumbing Installation,Gas Appliance Installation,Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)
dce73150-0ca9-5d32-8e21-a74b6ae3e00b,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block C,Lot 25,Fit-off Plumbing Installation,Gas Appliance Installation,Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)
47ca1ee1-9bad-54be-8bb5-12baa5faad6a,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block C,Lot 26,Fit-off Plumbing Installation,Gas Appliance Installation,Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)
7a777179-c408-5712-b859-4f8c21bc87e0,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block C,Lot 27,Fit-off Plumbing Installation,Gas Appliance Installation,Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)
bf2fedb8-d947-5a23-aa5c-81ea683d1366,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block C,Lot 28,Fit-off Plumbing Installation,Gas Appliance Installation,Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)
e2397965-fe56-5b79-abef-117a0b96fba9,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block C,Lot 29,Fit-off Plumbing Installation,Gas Appliance Installation,Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)
3d531934-d782-5d4c-ae42-a1eddbf03d8b,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block C,Lot 30,Fit-off Plumbing Installation,Gas Appliance Installation,Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)
ea044f1f-82b7-5572-af84-04bcd8f80907,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block C,Lot 31,Fit-off Plumbing Installation,Gas Appliance Installation,Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)
e76ed89a-dc64-58c3-bb57-34742ef173c1,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block C,Lot 32,Fit-off Plumbing Installation,Gas Appliance Installation,Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)
d5bdbc24-fe7c-5938-b8fc-c41975a9ce57,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block C,Lot 33,Fit-off Plumbing Installation,Gas Appliance Installation,Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)
f546d621-6b9e-59c1-8772-e39b051c4ac4,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block C,Lot 34,Fit-off Plumbing Installation,Gas Appliance Installation,Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)
cbf7beb5-c5e0-544e-b64c-555bf62076ad,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block C,Lot 35,Fit-off Plumbing Installation,Gas Appliance Installation,Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)
e1d8cd8b-fe07-56ba-a4a1-f681ab0c78b7,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block D,Lot 36,Fit-off Plumbing Installation,Gas Appliance Installation,Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)
af0ee375-d831-57c0-a848-b4eb71c51535,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block D,Lot 37,Fit-off Plumbing Installation,Gas Appliance Installation,Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)
6847f19f-9ede-5210-b20a-256a4ca4a2db,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block D,Lot 38,Fit-off Plumbing Installation,Gas Appliance Installation,Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)
f91cecf2-fb62-5bae-bf7f-48202f47a449,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block D,Lot 39,Fit-off Plumbing Installation,Gas Appliance Installation,Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)
b6a63ea5-05a9-595e-ac0b-56a09ef78889,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block D,Lot 40,Fit-off Plumbing Installation,Gas Appliance Installation,Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)
1b2fe41c-6842-5374-9adf-90e19aac3da3,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block D,Lot 41,Fit-off Plumbing Installation,Gas Appliance Installation,Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)
deba2327-aae3-5a12-93f3-c08dd0ea118c,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block D,Lot 42,Fit-off Plumbing Installation,Gas Appliance Installation,Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)
c00ba67a-20e4-5784-8aaa-42e6504a1da0,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block E,Lot 43,Fit-off Plumbing Installation,Gas Appliance Installation,Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)
cf30b7ca-bc9f-5802-bf88-907e2e9e5f25,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block E,Lot 44,Fit-off Plumbing Installation,Gas Appliance Installation,Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)
68dcd7c3-1d71-58eb-8ded-466a215aa665,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block E,Lot 45,Fit-off Plumbing Installation,Gas Appliance Installation,Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)
18fc59a6-6e7d-5b02-a012-16473100f950,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block E,Lot 46,Fit-off Plumbing Installation,Gas Appliance Installation,Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)
a794518b-8005-5c61-8b05-861c89555eb7,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block E,Lot 47,Fit-off Plumbing Installation,Gas Appliance Installation,Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)
8a965375-6cde-56bd-bfd1-d087bed5a12c,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block E,Lot 48,Fit-off Plumbing Installation,Gas Appliance Installation,Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)
5ee31a77-d8a3-5cd7-b7d4-ab99e32f80d5,,not-started,,checkpoint,TRUE,TRUE,Site QA,Block E,Lot 49,Fit-off Plumbing Installation,Gas Appliance Installation,Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)
