"Warnings","Id","Type","Name","Values","Prompting Name","Usage Count","Resource Id"
"",,"checklist-flat","Cst - S - Completion Documents","","Cst - S - Completion Documents",2,"44c11e7b-4c4a-4831-bbfa-e9ba04cbc9ed"
"",,"checkpoint","All relevant Compliance Documentation completed and attached above",,,,
"","e8bbb8c9-787d-570e-b97f-a58f4aced4b3","button","LBP Memorandum/ Record of works filled out, signed and attached","Yes, No",,,
"","31666c12-7a27-5da5-b851-24b6e58619fa","button","Any Additional Compliance Documentation - Completed and Attached","Yes, No",,,
"","09a00379-7fe7-5779-b183-4466df51fa0d","note","Do not select ""Pass"" HERE until all requirements have been marked as ""Yes"" & attached or you have selected ""N/A""",,,,
"",,"signoff","Request Signoff",,,,

"",,"checklist-flat","Cst - S - Completion Documents","","Cst - S - Completion Documents",1,"58c28b58-7c20-4459-af18-878f47899bfb"
"",,"checkpoint","All relevant Compliance Documentation completed and attached above",,,,
"DataPoint is missing 'button' values","57f99dc3-e084-5ac8-a2f8-386e35bb10dc","button","LBP Memorandum/ Record of works filled out, signed and attached",,,,
"DataPoint is missing 'button' values","346306d2-1bb8-56f1-b4f7-1dd59e8b85ca","button","Any Additional Compliance Documentation - Completed and Attached",,,,
"","b8ffe595-6011-50b7-bf62-b77e2980eb5a","note","Do not select ""Pass"" HERE until all requirements have been marked as ""Yes"" & attached or you have selected ""N/A""",,,,
"",,"signoff","Request Signoff",,,,

"",,"checklist","ST - S - Concrete Pour","","ST - S - Concrete Pour",12,"02ec139b-7391-4d55-8c2e-9b5895441e2b"
"",,"section","Pour Details",,,,
"",,"checkpoint","Pour details entered",,,,
"","112a07df-c3f2-55fb-81d1-a31aa182aefe","textbox","Area to be poured:",,,,
"","86e83e67-b402-5285-b33f-97987244d42e","textbox","Date of pour:",,,,
"",,"checkpoint","Latest drawings available, checked and referenced",,,,
"",,"section","Formwork and Embedded Items",,,,
"",,"checkpoint","Formwork - location, height, falls and dimensions checked and accurate",,,,
"",,"checkpoint","Service penetrations formed correctly and locations checked/correct",,,,
"",,"checkpoint","All surfaces correctly prepared (e.g joints to existing concrete, release agent to formwork etc)",,,,
"",,"checkpoint","Any control joints/ stop ends installed accurately and correctly braced",,,,
"",,"section","Reinforcing",,,,
"",,"checkpoint","Size and type correct to specification",,,,
"",,"checkpoint","Reinforcing spacing and location correct",,,,
"",,"checkpoint","Specified covers checked/correct",,,,
"",,"checkpoint","Splice laps checked/correct",,,,
"",,"checkpoint","All couplers installed correctly (if reid bar couplers have been used, has epconC8 epoxy been used as specified)",,,,
"","653754c7-8741-56eb-9990-0fc17450442f","tickbox","Appointment with the engineers confirmed (Enter date & time of the appointment)",,,,
"","1157f30f-6907-5392-a4da-4dcabd260076","tickbox","Reidbar – coupler and flange nut installations are inspected by the MV Engineer",,,,
"",,"checkpoint","IMBMS couplers testing carried out for Village Podiums in the form of tensile testing in accordance with NZS3101.1.2006 and results acceptable",,,,
"",,"checkpoint","All starter bars are installed correctly (location, size and spacing )",,,,
"",,"checkpoint","Any additional items installed/ completed (trimmer bars etc) and excess reinforcing removed",,,,
"",,"checkpoint","Welding certificates sited and attached",,,,
"",,"checkpoint","Mill certificate reviewed, attached and approved",,,,
"",,"checkpoint","Reinforcing installed correctly to specification and ready for concrete to be placed",,,,
"",,"section","Pre-Pour Completion (Approval to pour)",,,,
"",,"checkpoint","Waterproofing elements have been correctly installed and checked",,,,
"",,"checkpoint","Relevant service requirements completed (locations checked and accurate)",,,,
"",,"checkpoint","Engineer inspection completed - any observations / remedial work documented and closed out",,,,
"",,"checkpoint","Ryman inspection completed - Approval given to pour concrete",,,,
"",,"section","Concrete Supplier Specifics",,,,
"",,"checkpoint","Concrete Supplier details entered",,,,
"","3dc188ec-d2dd-564f-8b3d-a4362a2e26e2","textbox","Supplier Name:",,,,
"","3622c47a-ed79-59c7-9dcb-05f0c207f87f","textbox","Specified concrete strength:","mPA",,,
"","0739c6d5-4cfc-5585-8cbc-dde22e1dcc03","textbox","Concrete strength ordered:","mPA",,,
"","d6ccc68d-272d-5355-b48b-3610619d9582","textbox","Concrete quantity ordered:","m3",,,
"DataPoint is missing 'button' values","f58b6e7c-b1c3-5fdc-9a91-f598b8af82a9","button","Test blocks booked",,,,
"",,"checkpoint","All concrete dockets photographed/ attached",,,,
"",,"checkpoint","Concrete strength test reports attached and required concrete strength achieved",,,,
"",,"section","Placement Method",,,,
"",,"checkpoint","Placement methodology confirmed and necessary plant and equipment on site",,,,
"",,"checkpoint","Heights and falls checked/confirmed before placement",,,,
"DataPoint is missing 'button' values","e519905f-0f22-5e72-801e-353c573079f4","button","Is the cover correct to specification",,,,
"",,"checkpoint","Heights and falls checked/ confirmed after placement",,,,
"",,"checkpoint","Any curing compound applied correctly",,,,
"",,"checkpoint","Concrete placement completed - specified level of finish achieved",,,,
"",,"section","Post Pour Checks/Sign Off",,,,
"",,"checkpoint","Any remedial work completed",,,,
"",,"signoff","Raise remedial/ Request Signoff",,,,
"",,"checkpoint","Concrete Pour completed - All final checks and documentation completed and attached",,,,

"",,"checklist","ST - S - Concrete Pour","","ST - S - Concrete Pour",1,"be61ffa9-cfa9-49e4-8b28-b6cb0469486f"
"",,"section","Pour Details",,,,
"",,"checkpoint","Pour details entered",,,,
"","9a9325fa-2274-529a-ab8e-f94ee22ee9f9","textbox","Area to be poured:",,,,
"","56ed79b4-5a63-5605-beb7-5ef2caa1a8e0","textbox","Date of pour:",,,,
"",,"checkpoint","Latest drawings available, checked and referenced",,,,
"",,"section","Formwork and Embedded Items",,,,
"",,"checkpoint","Formwork - location, height, falls and dimensions checked and accurate",,,,
"",,"checkpoint","Service penetrations formed correctly and locations checked/correct",,,,
"",,"checkpoint","All surfaces correctly prepared (e.g joints to existing concrete, release agent to formwork etc)",,,,
"",,"checkpoint","Any control joints/ stop ends installed accurately and correctly braced",,,,
"",,"section","Reinforcing",,,,
"",,"checkpoint","Size and type correct to specification",,,,
"",,"checkpoint","Reinforcing spacing and location correct",,,,
"",,"checkpoint","Specified covers checked/correct",,,,
"",,"checkpoint","Splice laps checked/correct",,,,
"",,"checkpoint","All couplers installed correctly (if reid bar couplers have been used, has epconC8 epoxy been used as specified)",,,,
"","34bb84e4-10b4-5507-b628-772e4575a3e0","tickbox","Appointment with the engineers confirmed (Enter date & time of the appointment)",,,,
"","891cfc02-39b2-5f28-a05b-ae610f07dad0","tickbox","Reidbar – coupler and flange nut installations are inspected by the MV Engineer",,,,
"",,"checkpoint","IMBMS couplers testing carried out for Village Podiums in the form of tensile testing in accordance with NZS3101.1.2006 and results acceptable",,,,
"",,"checkpoint","All starter bars are installed correctly (location, size and spacing )",,,,
"",,"checkpoint","Any additional items installed/ completed (trimmer bars etc) and excess reinforcing removed",,,,
"",,"checkpoint","Welding certificates sited and attached",,,,
"",,"checkpoint","Mill certificate reviewed, attached and approved",,,,
"",,"checkpoint","Reinforcing installed correctly to specification and ready for concrete to be placed",,,,
"",,"section","Pre-Pour Completion (Approval to pour)",,,,
"",,"checkpoint","Waterproofing elements have been correctly installed and checked",,,,
"",,"checkpoint","Relevant service requirements completed (locations checked and accurate)",,,,
"",,"checkpoint","Engineer inspection completed - any observations / remedial work documented and closed out",,,,
"",,"checkpoint","Ryman inspection completed - Approval given to pour concrete",,,,
"",,"section","Concrete Supplier Specifics",,,,
"",,"checkpoint","Concrete Supplier details entered",,,,
"","d2388cb1-564d-5695-98e2-fde19be8314a","textbox","Supplier Name:",,,,
"","a27d744c-a869-5ba2-a9da-6528e8047052","textbox","Specified concrete strength:","mPA",,,
"","e5c71b25-c337-5535-bb91-06107a008acf","textbox","Concrete strength ordered:","mPA",,,
"","871da1c4-a6c9-5a75-aeb3-45c29959710c","textbox","Concrete quantity ordered:","m3",,,
"","388991e7-056c-5b32-ae73-12a274ca12d2","button","Test blocks booked","Yes, No",,,
"",,"checkpoint","All concrete dockets photographed/ attached",,,,
"",,"checkpoint","Concrete strength test reports attached and required concrete strength achieved",,,,
"",,"section","Placement Method",,,,
"",,"checkpoint","Placement methodology confirmed and necessary plant and equipment on site",,,,
"",,"checkpoint","Heights and falls checked/confirmed before placement",,,,
"","d61fd526-e8d8-5e4b-ad33-fc06b0dee556","button","Is the cover correct to specification","Yes, No",,,
"",,"checkpoint","Heights and falls checked/ confirmed after placement",,,,
"",,"checkpoint","Any curing compound applied correctly",,,,
"",,"checkpoint","Concrete placement completed - specified level of finish achieved",,,,
"",,"section","Post Pour Checks/Sign Off",,,,
"",,"checkpoint","Any remedial work completed",,,,
"",,"signoff","Raise remedial/ Request Signoff",,,,
"",,"checkpoint","Concrete Pour completed - All final checks and documentation completed and attached",,,,
"",,"checkpoint","Inspections completed and issued to Foreman",,,,
"",,"signoff","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS",,,,

"",,"checklist-flat","","","",1,"eeda296e470fcb403e732b213a30d0dca775d3958c98f28d6113de5a5903f1aa"
"",,"checkpoint","Site Information Recorded",,,,
"","f6920e92-1693-473f-99cc-ff63c9ab29c2","note","Site Address - Riccarton Park - 25 Steadman Rd, Riccarton",,,,
"","30ac5b4e-a380-4b4f-bbb5-ba8a2d85d20f","note","Main Contractor Details - Ryman Healthcare",,,,
"","9ef3b3a8-cde8-4838-9318-7747a4d653c7","note","Project Managers Details - Andrew Inch - andrew.inch@rymanhealthcare.com",,,,
"","56db5f32-b599-414d-baec-4b305447ed82","note","Site Manager Details - Martin Collins - martin.collins@rymanhealthcare.com",,,,
"","5fcec986-d710-4e30-b877-e77242afbc79","note","QA Admin Details - Leshani Gunawardana - Leshani.Gunawardana@rymanhealthcare.com",,,,
"",,"checkpoint","Scope of Works Attached",,,,
"",,"checkpoint","Additional Pre Start Docs",,,,
"",,"checkpoint","All relevant job details entered above",,,,
"","b238500e-1211-4e90-add8-30f6fac9d04d","note","Do not select ""Pass"" HERE until all above requirements have been marked as ""PASS"" or ""N/A""",,,,

"",,"checklist","","","",1,"6a98cecbeff341c5a2265c0a819eda1699b5348fcc615e040249ea1a50155dd6"
"",,"section","Health & Safety Pre-Commencement Checks",,,,
"",,"checkpoint","Trade Contractor H&S Policy - Completed & Attached",,,,
"",,"checkpoint","Trade Contractor Site Specific Safety Plan (SSSP) - Completed & Attached",,,,
