Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Vertical Safa Slat - Detailed Progress,,,,,,,
,Scope,,,,,,
,Rows,,,,,,
,,ZONE A,grouping,ZONE A,,,
,,Zone A - Level 00,grouping,Zone A - Level 00,,,
,,Aprt 001,,Vertical Safa Slat ,Aprt 001,Level 00,Zone A
,,Aprt 002,,Vertical Safa Slat ,Aprt 002,Level 00,Zone A
,,Aprt 003,,Vertical Safa Slat ,Aprt 003,Level 00,Zone A
,,Aprt 004 ,,Vertical Safa Slat ,Aprt 004 ,Level 00,Zone A
,,Aprt 005,,Vertical Safa Slat ,Aprt 005,Level 00,Zone A
,,Aprt 006 ,,Vertical Safa Slat ,Aprt 006 ,Level 00,Zone A
,,Aprt 009 ,,Vertical Safa Slat ,Aprt 009 ,Level 00,Zone A
,,Aprt 010 ,,Vertical Safa Slat ,Aprt 010 ,Level 00,Zone A
,,Aprt 011,,Vertical Safa Slat ,Aprt 011,Level 00,Zone A
,,Aprt 012 ,,Vertical Safa Slat ,Aprt 012 ,Level 00,Zone A
,,Aprt 013 ,,Vertical Safa Slat ,Aprt 013 ,Level 00,Zone A
,,Aprt 014,,Vertical Safa Slat ,Aprt 014,Level 00,Zone A
,,Zone A - Level 01,grouping,Zone A - Level 01,,,
,,Aprt 101,,Vertical Safa Slat ,Aprt 101,Level 01,Zone A
,,Aprt 102,,Vertical Safa Slat ,Aprt 102,Level 01,Zone A
,,ZONE C,grouping,ZONE C,,,
,,Zone C - Level 00,grouping,Zone C - Level 00,,,
,,Aprt 024 ,,Vertical Safa Slat ,Aprt 024 ,Level 00,Zone C
,,Aprt 025,,Vertical Safa Slat ,Aprt 025,Level 00,Zone C
,,Aprt 026,,Vertical Safa Slat ,Aprt 026,Level 00,Zone C
,,Aprt 027 ,,Vertical Safa Slat ,Aprt 027 ,Level 00,Zone C
,,Aprt 028,,Vertical Safa Slat ,Aprt 028,Level 00,Zone C
,,Aprt 029 ,,Vertical Safa Slat ,Aprt 029 ,Level 00,Zone C
,,Aprt 030 ,,Vertical Safa Slat ,Aprt 030 ,Level 00,Zone C
,Columns,,,,,,
,,Work area acceptable & approval to start work,,Work area acceptable & approval to start work,,,
,,Fixing Details checked,,Fixing Details checked,,,
,,Fixing Substrate Type,Fixing Substrate Type,Fixing Details checked,,,
,,Setout as per CAD drawings,,Setout as per CAD drawings,,,
,,Position materials & mark drill points,,Position materials and mark drill points,,,
,,Drill depth,Drill depth,Position materials and mark drill points,,,
,,Threaded Rod/Coach Screw/Bolt Size,Threaded Rod/Coach Screw/Bolt Size,Position materials and mark drill points,,,
,,Length of Rod/Coach Screw/Bolt Size,Length of  Rod/Coach Screw/Bolt Size,Position materials and mark drill points,,,
,,Epoxy Type,Epoxy Type,Position materials and mark drill points,,,
,,Neoprene Gasket Installed as per PS1,,Neoprene Gasket Installed as per PS1,,,
,,Install posts & Panels,,Install posts and Panels,,,
,,Confirm Plumb/level/Square final positions,,Confirm Plumb/level/Square final positions,,,
,,Install Inner & Top Rail & Endcaps,,Install Inner and Top Rail and Endcaps,,,
,,"All work completed, reviewed & approved",,"All work completed, reviewed and approved",,,
