Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Postless Baluster - Detailed Progress,,,,,,,
,Scope,,,,,,
,Rows,,,,,,
,,ZONE A,grouping,ZONE A,,,
,,Zone A - Level 00,grouping,Zone A - Level 00,,,
,,Aprt 007 ,,Postless Baluster Checklist ,Aprt 007 ,Level 00,Zone A
,,Aprt 008 ,,Postless Baluster Checklist ,Aprt 008 ,Level 00,Zone A
,,Zone A - Level 01,grouping,Zone A - Level 01,,,
,,Aprt 101,,Postless Baluster Checklist ,Aprt 101,Level 01,Zone A
,,Aprt 102,,Postless Baluster Checklist ,Aprt 102,Level 01,Zone A
,,Aprt 103,,Postless Baluster Checklist ,Aprt 103,Level 01,Zone A
,,Aprt 104,,Postless Baluster Checklist ,Aprt 104,Level 01,Zone A
,,Aprt 105,,Postless Baluster Checklist ,Aprt 105,Level 01,Zone A
,,Aprt 106 ,,Postless Baluster Checklist ,Aprt 106 ,Level 01,Zone A
,,Aprt 107,,Postless Baluster Checklist ,Aprt 107,Level 01,Zone A
,,Aprt 108 ,,Postless Baluster Checklist ,Aprt 108 ,Level 01,Zone A
,,Aprt 109 ,,Postless Baluster Checklist ,Aprt 109 ,Level 01,Zone A
,,Aprt 110 ,,Postless Baluster Checklist ,Aprt 110 ,Level 01,Zone A
,,Aprt 111,,Postless Baluster Checklist ,Aprt 111,Level 01,Zone A
,,Aprt 112,,Postless Baluster Checklist ,Aprt 112,Level 01,Zone A
,,Aprt 113,,Postless Baluster Checklist ,Aprt 113,Level 01,Zone A
,,Aprt 114,,Postless Baluster Checklist ,Aprt 114,Level 01,Zone A
,,Zone A - Level 02,grouping,Zone A - Level 02,,,
,,Aprt 201,,Postless Baluster Checklist ,Aprt 201,Level 02,Zone A
,,Aprt 202,,Postless Baluster Checklist ,Aprt 202,Level 02,Zone A
,,Aprt 203,,Postless Baluster Checklist ,Aprt 203,Level 02,Zone A
,,Aprt 204 ,,Postless Baluster Checklist ,Aprt 204 ,Level 02,Zone A
,,Aprt 205,,Postless Baluster Checklist ,Aprt 205,Level 02,Zone A
,,Aprt 206 ,,Postless Baluster Checklist ,Aprt 206 ,Level 02,Zone A
,,Aprt 207 ,,Postless Baluster Checklist ,Aprt 207 ,Level 02,Zone A
,,Aprt 208 ,,Postless Baluster Checklist ,Aprt 208 ,Level 02,Zone A
,,Aprt 209 ,,Postless Baluster Checklist ,Aprt 209 ,Level 02,Zone A
,,Aprt 210,,Postless Baluster Checklist ,Aprt 210,Level 02,Zone A
,,Aprt 211,,Postless Baluster Checklist ,Aprt 211,Level 02,Zone A
,,Aprt 212,,Postless Baluster Checklist ,Aprt 212,Level 02,Zone A
,,Aprt 213,,Postless Baluster Checklist ,Aprt 213,Level 02,Zone A
,,Aprt 214,,Postless Baluster Checklist ,Aprt 214,Level 02,Zone A
,,ZONE B,grouping,ZONE B,,,
,,Zone B - Level 01,grouping,Zone B - Level 01,,,
,,Aprt 132,,Postless Baluster Checklist ,Aprt 132,Level 01,Zone B
,,Aprt 133,,Postless Baluster Checklist ,Aprt 133,Level 01,Zone B
,,Aprt 134,,Postless Baluster Checklist ,Aprt 134,Level 01,Zone B
,,Aprt 135,,Postless Baluster Checklist ,Aprt 135,Level 01,Zone B
,,Aprt 136,,Postless Baluster Checklist ,Aprt 136,Level 01,Zone B
,,Zone B - Level 02,grouping,Zone B - Level 02,,,
,,Aprt 232,,Postless Baluster Checklist ,Aprt 232,Level 02,Zone B
,,Aprt 233,,Postless Baluster Checklist ,Aprt 233,Level 02,Zone B
,,Aprt 234,,Postless Baluster Checklist ,Aprt 234,Level 02,Zone B
,,Aprt 235,,Postless Baluster Checklist ,Aprt 235,Level 02,Zone B
,,Aprt 236,,Postless Baluster Checklist ,Aprt 236,Level 02,Zone B
,,Aprt 237,,Postless Baluster Checklist ,Aprt 237,Level 02,Zone B
,,Aprt 238,,Postless Baluster Checklist ,Aprt 238,Level 02,Zone B
,,Aprt 239 ,,Postless Baluster Checklist ,Aprt 239 ,Level 02,Zone B
,,Aprt 240 ,,Postless Baluster Checklist ,Aprt 240 ,Level 02,Zone B
,,Aprt 241,,Postless Baluster Checklist ,Aprt 241,Level 02,Zone B
,,ZONE C,grouping,ZONE C,,,
,,Zone C - Level 01,grouping,Zone C - Level 01,,,
,,Aprt 115,,Postless Baluster Checklist ,Aprt 115,Level 01,Zone C
,,Aprt 116,,Postless Baluster Checklist ,Aprt 116,Level 01,Zone C
,,Aprt 117,,Postless Baluster Checklist ,Aprt 117,Level 01,Zone C
,,Aprt 118,,Postless Baluster Checklist ,Aprt 118,Level 01,Zone C
,,Aprt 119 ,,Postless Baluster Checklist ,Aprt 119 ,Level 01,Zone C
,,Aprt 120,,Postless Baluster Checklist ,Aprt 120,Level 01,Zone C
,,Aprt 121,,Postless Baluster Checklist ,Aprt 121,Level 01,Zone C
,,Aprt 122,,Postless Baluster Checklist ,Aprt 122,Level 01,Zone C
,,Aprt 123,,Postless Baluster Checklist ,Aprt 123,Level 01,Zone C
,,Aprt 124,,Postless Baluster Checklist ,Aprt 124,Level 01,Zone C
,,Aprt 125,,Postless Baluster Checklist ,Aprt 125,Level 01,Zone C
,,Aprt 126,,Postless Baluster Checklist ,Aprt 126,Level 01,Zone C
,,Aprt 127,,Postless Baluster Checklist ,Aprt 127,Level 01,Zone C
,,Aprt 128,,Postless Baluster Checklist ,Aprt 128,Level 01,Zone C
,,Aprt 129,,Postless Baluster Checklist ,Aprt 129,Level 01,Zone C
,,Aprt 130 ,,Postless Baluster Checklist ,Aprt 130 ,Level 01,Zone C
,,Aprt 131,,Postless Baluster Checklist ,Aprt 131,Level 01,Zone C
,,Zone C - Level 02,grouping,Zone C - Level 02,,,
,,Aprt 215,,Postless Baluster Checklist ,Aprt 215,Level 02,Zone C
,,Aprt 216,,Postless Baluster Checklist ,Aprt 216,Level 02,Zone C
,,Aprt 217,,Postless Baluster Checklist ,Aprt 217,Level 02,Zone C
,,Aprt 218,,Postless Baluster Checklist ,Aprt 218,Level 02,Zone C
,,Aprt 219 ,,Postless Baluster Checklist ,Aprt 219 ,Level 02,Zone C
,,Aprt 220,,Postless Baluster Checklist ,Aprt 220,Level 02,Zone C
,,Aprt 221,,Postless Baluster Checklist ,Aprt 221,Level 02,Zone C
,,Aprt 222,,Postless Baluster Checklist ,Aprt 222,Level 02,Zone C
,,Aprt 223,,Postless Baluster Checklist ,Aprt 223,Level 02,Zone C
,,Aprt 224,,Postless Baluster Checklist ,Aprt 224,Level 02,Zone C
,,Aprt 225,,Postless Baluster Checklist ,Aprt 225,Level 02,Zone C
,,Aprt 226,,Postless Baluster Checklist ,Aprt 226,Level 02,Zone C
,,Aprt 227,,Postless Baluster Checklist ,Aprt 227,Level 02,Zone C
,,Aprt 228,,Postless Baluster Checklist ,Aprt 228,Level 02,Zone C
,,Aprt 229,,Postless Baluster Checklist ,Aprt 229,Level 02,Zone C
,,Aprt 230 ,,Postless Baluster Checklist ,Aprt 230 ,Level 02,Zone C
,,Aprt 231,,Postless Baluster Checklist ,Aprt 231,Level 02,Zone C
,Columns,,,,,,
,,Work area acceptable & approval to start work,,Work area acceptable & approval to start work,,,
,,Fixing Details checked,,Fixing Details checked,,,
,,Fixing Substrate Type,Fixing Substrate Type,Fixing Details checked,,,
,,Setout as per CAD drawings,,Setout as per CAD drawings,,,
,,Position materials and mark drill points,,Position materials and mark drill points,,,
,,Drill depth,Drill depth,Position materials and mark drill points,,,
,,Threaded Rod/Coach Screw/Bolt Size,Threaded Rod/Coach Screw/Bolt Size,Position materials and mark drill points,,,
,,Length of  Rod/Coach Screw/Bolt Size,Length of  Rod/Coach Screw/Bolt Size,Position materials and mark drill points,,,
,,Epoxy Type,Epoxy Type,Position materials and mark drill points,,,
,,Neoprene Gasket Installed as per PS1,,Neoprene Gasket Installed as per PS1,,,
,,Install Spacers and Backing Channel,,Install Spacers and Backing Channel,,,
,,Confirm Plumb/level/Square final positions,,Confirm Plumb/level/Square final positions,,,
,,Install Panels,,Install Panels,,,
,,Install Inner and Top Rail and Endcaps,,Install Inner and Top Rail and Endcaps,,,
,,"All work completed, reviewed and approved",,"All work completed, reviewed and approved",,,
