"Id","Type","Name","Values","Prompting Name","Prefix","Postfix","Usage Count","Resource Id"
"38f7b193-f498-4cb4-a36f-155cc5378a88/1","checklist","As-Built Drawings","","As-Built Drawings",,,0,"07d8a3a7-a1d6-4f91-8093-b50e4663166a"
"45e8814a-82cf-423b-a9fd-c3a56e777229","section","Details",,,,,,
"6d9a76c3-0a69-4449-b1e7-11ce6b7f2835","checkpoint-no-value","As-Built Drawings - attach scanned documents",,,,,,

"bb50e154-be14-5217-a8b6-13c8df2a420b/2","checklist","As-Built Drawings","","As-Built Drawings",,,0,"81dc3daa-75a3-461f-b2ff-56a905da84c6"
"634660bc-3569-518d-92ee-49a5ce864e21","section","As-Built Drawings - attach scanned documents",,,,,,
"6f76acb0-368e-4299-9cc9-cc724e3a8a1e","checkpoint-no-value","As-Built Drawings - attach scanned documents",,,,,,
"0a8a4485-cabb-5d5f-af06-940765d098ba","textbox","Drawing no.",,,,,,

"af126e36-13ed-57ce-9666-a41aef3e5793/2","checklist-flat","Cable Test Record","","Cable Test Record",,,0,"71adec48-fe24-462e-8b6d-cb5ef09cc876"
"56b6b7e0-eebb-5754-9e92-822956f50a78","checkpoint","Upload completed ITR scans",,,,,,

"17517af2-db4a-45b7-8883-f495d7b7f393/1","checklist","Certificate of compliance (COC)","","Certificate of compliance (COC)",,,0,"cfc3c06a-f98c-44e3-b7d0-645c7885e8ba"
"45e8814a-82cf-423b-a9fd-c3a56e777229","section","Details",,,,,,
"85c1dfac-a6c1-4c34-99e6-d95ecb814741","checkpoint","Please upload Certificate of Compliance here when complete (COC)",,,,,,

"69ae7638-ee42-5f1e-91c8-8d81706e52ba/2","checklist-flat","Earth Bonding","","Earth Bonding",,,0,"5ed3eb59-8524-403f-a41f-b790f51051e0"
"852b6b34-b037-5259-aa01-ca4a28480e78","checkpoint","Continuity test from Point A to Point B",,,,,,
"1ef392c1-7d9f-50cd-ac13-69b80b7bfcb0","textbox","Results:",,,,"Pass if <0.5Ω",,
"5e094a30-b140-58b9-82c5-c7c4e318678d","textbox","Size of bond cable",,,,,,
