"Id","Type","Name","Values","Prompting Name","Prefix","Postfix","Usage Count","Resource Id"
"38f7b193-f498-4cb4-a36f-155cc5378a88/1","checklist","As-Built Drawings","","As-Built Drawings",,,0,"07d8a3a7-a1d6-4f91-8093-b50e4663166a"
"45e8814a-82cf-423b-a9fd-c3a56e777229","section","Details",,,,,,
"6d9a76c3-0a69-4449-b1e7-11ce6b7f2835","checkpoint-no-value","As-Built Drawings - attach scanned documents",,,,,,

"/2","checklist","As-Built Drawings","","As-Built Drawings",,,0,"9e9b7921-9024-4f02-adf0-147ba2d4af8c"
,"section","As-Built Drawings - attach scanned documents",,,,,,
,"checkpoint-no-value","As-Built Drawings - attach scanned documents",,,,,,
"97c91d10-8a66-5e83-90c0-ef3afede49b8","textbox","Drawing no.",,,,,,
,"signoff","All relevant signatures (Installed by, Approved by, Client Representative)",,,,,,

"/2","checklist-flat","Cable Pre-installation","","Cable Pre-installation",,,13,"863057a0-bf0a-4f39-bfcd-24a2cf5ee4eb"
,"checkpoint","Cable Pre-Installation",,,,,,
"0d5f1045-5283-5dfd-8105-8869d67828e3","tickbox","Check cable details are correct and in accordance with cable schedule.",,,,,,
"48d36003-edd0-5ece-a827-339f875f2022","tickbox","Cable has been tested for insulation resistance and is safe to install",,,,,,
"a599a58b-36b0-5966-bcbe-a6aa53d0cd9e","tickbox","Sufficient rollers in place to prevent excessive cable rubbing, (if applicable).",,,,,,
"45a024bd-2b61-5146-92d0-313fa71bd506","tickbox","If using winch - ensure it is being used in accordance with Entec Winch SOP 2023-03",,,,,,
"89be9bb2-122d-5fda-9ac5-0428dbec34e0","tickbox","In all cases, ensure the cable minimum bending radius is not exceeded.",,,,,,
"8525f444-70e5-5e40-9a9e-595927e8fc93","tickbox","Check cable installed undamaged & cable ends are sealed to prevent the ingress of moisture.",,,,,,
"19c7b108-8217-5e39-9f1c-71ba617d6f35","tickbox","Cable ties, clamps, cleats etc. are of suitable type and spacing as per the requirements.",,,,,,
