"Id","Type","Name","Values","Prompting Name","Prefix","Postfix","Usage Count","Resource Id"
"/1","checklist-flat","Add Certificate of compliance","","Certificate of compliance",,,16,"4552a382-f184-4671-ac12-6c31ea09de23"
,"checkpoint","Please upload Certificate of Compliance here when complete (COC)",,,,,,

"/1","checklist-flat","Add Record of inspection","","Record of inspection",,,6,"e1de73df-c579-44cc-ba2c-30d9a5be493d"
,"checkpoint","Please upload Record of Inspection here when complete (ROI)",,,,,,

"38f7b193-f498-4cb4-a36f-155cc5378a88/1","checklist","As-Built Drawings","","As-Built Drawings",,,0,"07d8a3a7-a1d6-4f91-8093-b50e4663166a"
"45e8814a-82cf-423b-a9fd-c3a56e777229","section","Details",,,,,,
"6d9a76c3-0a69-4449-b1e7-11ce6b7f2835","checkpoint-no-value","As-Built Drawings - attach scanned documents",,,,,,

"/8","checklist-flat","Cadwelds","","Cadwelds",,,10,"9a16e4de-4cb0-4fc2-9f84-e8e08df8830d"
,"checkpoint","Mold type, # and cable size identified",,,,,,
"58f6a4e7-1d04-5cde-93ef-7e40e831a9d1","dropdown","Select mold type:","GT 50mm SQ to 16mm S/S vertical rod, XBQ - 50mm SQ to 50mm SQ crossover, TA 50mm SQ Horizontal Tee, XA 185mm N/C run to 185mm N/C4 120mm, T.A. 185mm N/C run to 50mm Horizontal Tee, X.A. 185mm N/C run to 185mm N/C Tap, X.A 185mm N/C # 50mm run to 185mm N/C # 50mm Tap, T.A 185mm N/C Run to 120mm N/C Horizontal Tee, T.A. 185mm N/C Horizontal Tee, T.A 50mm conduit run to 50mm flex in B-133.2L.F Sleeve tap, T.A 70mm run to 50mm horizontal tee, T.A 70mm conduit run to 50mm flex in B1332LF, T.A Tinned bare 185mm run to 185mm flex in B.140A, GT 120mm N/C to 16mm vertical S/S Rod, SS 185mm N/C horizontal end splice, XA 185mm N/C run to 70mm TAP Cross, GT 70mm Run to 16mm SS rod, NC 70mm R x T on top of 16mm SS verticle rod, GT 70mm run to 16mm SS rod, NC 70mm R x T on top of 16mm SS vertical Rod, XA 185mm SQ N/S Run to 120mm SQ N/C TAP",,,,,
"ed4c3d61-22c0-5062-9fb5-da4c63055431","dropdown","Select mold #","GTC-312C, XBQ-2C2C, TAC-2C2C, ZC-11159Z, TAC-3D2C, XAC-3D3D, ZC-11160Z, TAC-3D2V, TAC-3D3D, ZC-11161Z, TAC.2G2C, ZC-11162Z, ZC-11163Z, GTC.312V, SSC.3D, XAC.3D2G, GTC.312G, NCR.312G, GTC.312G, NCR.312G, XAC.3D2V",,,,,
"e5b516be-85a2-5c47-b47f-efa34c9ff8ee","dropdown","Select cable size","50mm to 16mm Earth Rod, 50mm to 50mm Tee, 50mm to 50mm Cross, 185mm to 185mm Tee, 185mm to 120mm Tee, 185mm to 120mm Cross, 185mm to 185mm Cross, 185mm to 50mm to 50mm Cross, 50mm to 70mm, 50mm to 50mm flex Tee, 70mm to 50mm flex tee,185mm to 185mm flex tee, 120mm to 16mm Earth Rod, 185mm to 185mm inline join, 185mm to 70mm cross",,,,,
,"checkpoint","Cadweld Visual test",,,,,,
"cf769ffa-19a3-53d5-b2b0-17f24f167bf3","note","Please attach photo",,,,,,
,"checkpoint","Cadweld Ductor test",,,,,,
"8f241dee-9f26-5c9b-8c5e-2be746e82030","textbox","Result :",,,,,,
"d7d48c05-1241-53e6-9f38-33af9b186328","note","Pass if <50 micro ohms",,,,,,
"90da1cf9-9cc7-5192-ba3c-dc725a36da23","note","Please attach photo",,,,,,
,"checkpoint","Cadweld wrapped in 3M SCOTCH 23 RUBBER, 3M TEMFLEX 1500 GREEN TAPE",,,,,,
"9b08347e-eb4b-509b-9f26-aa51bf2a621a","note","Please attach photo",,,,,,
,"checkpoint","GPS coordinates taken",,,,,,
"cba41b21-17d5-5ebf-b1c3-e6eb079b10cd","textbox","Notes:",,,,,,

"17517af2-db4a-45b7-8883-f495d7b7f393/1","checklist","Certificate of compliance (COC)","","Certificate of compliance (COC)",,,0,"cfc3c06a-f98c-44e3-b7d0-645c7885e8ba"
"45e8814a-82cf-423b-a9fd-c3a56e777229","section","Details",,,,,,
"85c1dfac-a6c1-4c34-99e6-d95ecb814741","checkpoint","Please upload Certificate of Compliance here when complete (COC)",,,,,,

"/6","checklist-flat","Earth Pegs","","Earth Pegs",,,27,"1708e3f0-1ac7-496c-a00e-74ca1c5fd8be"
,"checkpoint","Mold type identified",,,,,,
