type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,Damp Proofing Membranes,,,,,,,
section,CONSTRUCTION,,,,,,,
checkpoint,Horizonal Substrate,,,,,,,
select,Horizonal Substrate:,"New concrete,Old concrete,Sand Blinding,Compacted Mud Slab,Other:",,,,,,
textbox,Other:,,,,,,,
checkpoint,Wall Substrate,,,,,,,
select,Wall Substrate:,"New concrete,Old concrete,Concrete Block,Polyblock,Other:",,,,,,
textbox,Other:,,,,,,,
checkpoint,New Concrete Details:,,,,,,,
date,Floors - Date concrete poured:,,,,,,,
date,Walls - Date concrete poured:,,,,,,,
section,SUBSTRATE PREPARATION,,,,,,,
checkpoint,Any surface contamination?,,,,,,,
checkpoint,Curing compound?,,,,,,,
checkpoint,Surface Preparation,,,,,,,
select,Surface Preparation:,"Captive Shotblasting,Diamond Grinding,Concrete Planer,Concrete Scabbler,Other:",,,,,,
textbox,Other:,,,,,,,
checkpoint,Substrate Cracks/Joints,,,,,,,
select,Substrate Cracks/Joints:,"Filled,Slip Tape/Bandage,Injection,Other:",,,,,,
textbox,Other:,,,,,,,
checkpoint,Prefill/Substrate Repair Required,,,,,,,
select,Prefill/Substrate Repair Required:,"Spalling,Substrate Deviation,None",,,,,,
checkpoint,Wall substrate installed in accordance with manufacturers instruction?,,,,,,,
checkpoint,Surface Struck Smooth / Rendered?,,,,,,,
checkpoint,Coving Installed?,,,,,,,
checkpoint,Product Installed?,,,,,,,
checkpoint,Edges Radiused Min 5mm and Underflashed?,,,,,,,
checkpoint,Method of Termination?,,,,,,,
select,Method of Termination:,"Chase Flashing,Pressure Bar,Other:",,,,,,
textbox,Other:,,,,,,,
checkpoint,Surface Preparation Contractor:,,,,,,,
textbox,Name:,,,,,,,
textbox,Site Supervisor:,,,,,,,
date,Date Completed:,,,,,,,
holdpoint,Signed:,,,,,,,
checkpoint,Surface Preparation: Contractor Acceptance,,,,,,,
textbox,Installation Supervisor:,,,,,,,
date,Date of Acceptance:,,,,,,,
holdpoint,Signed:,,,,,,,
checkpoint,Client Acceptance:,,,,,,,
textbox,Name:,,,,,,,
textbox,Site Supervisor:,,,,,,,
date,Date Completed:,,,,,,,
holdpoint,Signed:,,,,,,,
section,SUBSTRATE RELATIVE HUMIDITY,,,,,,,
checkpoint,Substrate RH tested?,,,,,,,
textbox,Substrate RH:,,,%,,,,
date,Date:,,,,,,,
textbox,Time:,,,____:____,,,,
select,am/pm,"am,pm",,,,,,
section,PRIMERS,,,,,,,
checkpoint,Product Used,,,,,,,
select,Product Used:,"ARDEX WPM 240 (solvent based),ARDEX WPM 247 (water based),Other:",,,,,,
textbox,Other:,,,,,,,
checkpoint,Coverage Rate Achieved,,,,,,,
textbox,Coverage Rate Achieved:,,,,,,,
checkpoint,Under Flashings?,,,,,,,
checkpoint,Installed to,,,,,,,
select,Installed to:,"Horizontal / Vertical Corners,Penetrations",,,,,,
section,MEMBRANE INSTALLATION,,,,,,,
checkpoint,ARDEX WPM 3000X,,,,,,,
bool,Under flashings installed correctly?,,,,,,,
bool,Primer dry?,,,,,,,
label,Mainsheet Installed,,,,,,,
bool,Laps rolled,,,,,,,
bool,Laps 60mm on sheet edge,,,,,,,
bool,100mm on end,,,,,,,
bool,Membrane terminated correctly,,,,,,,
bool,ARDEX DRS 10 GC installed,,,,,,,
bool,Site left clean and tidy - free from offcuts,,,,,,,
checkpoint,ARDEX WPM 5000HD,,,,,,,
bool,Under flashings installed correctly?,,,,,,,
bool,Primer dry?,,,,,,,
label,Mainsheet Installed,,,,,,,
bool,Laps rolled,,,,,,,
bool,Laps 60mm on sheet edge,,,,,,,
bool,100mm on end,,,,,,,
bool,Membrane terminated correctly,,,,,,,
bool,ARDEX DRS 10 GC installed,,,,,,,
bool,Site left clean and tidy - free from offcuts,,,,,,,
section,FINAL JOB APPROVAL & ACCEPTANCE,,,,,,,
checkpoint,ARDEX Waterproofing Installer,,,,,,,
textbox,Name:,,,,,,,
date,Date of Acceptance:,,,,,,,
holdpoint,Signed:,,,,,,,
checkpoint,Main Contractor,,,,,,,
textbox,Name:,,,,,,,
date,Date of Acceptance:,,,,,,,
holdpoint,Signed:,,,,,,,
checkpoint,Architect/Client/Client Representative,,,,,,,
textbox,Name:,,,,,,,
date,Date of Acceptance:,,,,,,,
holdpoint,Signed:,,,,,,,
checkpoint,ARDEX Personnel (For system warranties only),,,,,,,
textbox,Name:,,,,,,,
date,Date of Acceptance:,,,,,,,
holdpoint,Signed:,,,,,,,
