Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,,
Apartment Rough In ITP,,,,,,,,,
,Scope,,,Site QA,Rough In,,,,
,Rows,,,,,,,,
,,School,grouping,School,,,,,
,,Level 1 - ACC S0109,,Site QA,Rough In,School,Level 1,ACC S0109,
,,Level 1 - ACC S0115,,Site QA,Rough In,School,Level 1,ACC S0115,
,,Level 1 - Administration S102,,Site QA,Rough In,School,Level 1,Administration S102,
,,Level 1 - Interview Room S0104,,Site QA,Rough In,School,Level 1,Interview Room S0104,
,,Level 1 - Principal's Office S0105,,Site QA,Rough In,School,Level 1,Principal's Office S0105,
,,Level 1 - Reception S0103,,Site QA,Rough In,School,Level 1,Reception S0103,
,,Level 1 - Services S0180,,Site QA,Rough In,School,Level 1,Services S0180,
,,Level 1 - Sick Bay S0110,,Site QA,Rough In,School,Level 1,Sick Bay S0110,
,,Level 1 - Staff & Student Entry S0111,,Site QA,Rough In,School,Level 1,Staff & Student Entry S0111,
,,Level 1 - Store S0190,,Site QA,Rough In,School,Level 1,Store S0190,
,,Level 1 - Uni S0106,,Site QA,Rough In,School,Level 1,Uni S0106,
,,Level 1 - Uni S0107,,Site QA,Rough In,School,Level 1,Uni S0107,
,,Level 1 - Uni S0112,,Site QA,Rough In,School,Level 1,Uni S0112,
,,Level 1 - Uni S0113,,Site QA,Rough In,School,Level 1,Uni S0113,
,,Level 1 - Waiting S0101,,Site QA,Rough In,School,Level 1,Waiting S0101,
,,Level 2 - ACC S0203,,Site QA,Rough In,School,Level 2,ACC S0203,
,,Level 2 - Circulation S0241,,Site QA,Rough In,School,Level 2,Circulation S0241,
,,Level 2 - Cleaner S0290,,Site QA,Rough In,School,Level 2,Cleaner S0290,
,,Level 2 - Exploration Lab S0217,,Site QA,Rough In,School,Level 2,Exploration Lab S0217,
,,Level 2 - Fem S0202,,Site QA,Rough In,School,Level 2,Fem S0202,
,,Level 2 - Games & Construction S0206,,Site QA,Rough In,School,Level 2,Games & Construction S0206,
,,Level 2 - Home Base Grade 2 S0207,,Site QA,Rough In,School,Level 2,Home Base Grade 2 S0207,
,,Level 2 - Home Base Kinder S0212,,Site QA,Rough In,School,Level 2,Home Base Kinder S0212,
,,Level 2 - Kinder Outdoor Learning S0214,,Site QA,Rough In,School,Level 2,Kinder Outdoor Learning S0214,
,,Level 2 - Male S0201,,Site QA,Rough In,School,Level 2,Male S0201,
,,Level 2 - Media Hub S0205,,Site QA,Rough In,School,Level 2,Media Hub S0205,
,,Level 2 - Media Hub S0216,,Site QA,Rough In,School,Level 2,Media Hub S0216,
,,Level 2 - Nook S0204,,Site QA,Rough In,School,Level 2,Nook S0204,
,,Level 2 - Outdoor Learning S0209,,Site QA,Rough In,School,Level 2,Outdoor Learning S0209,
,,Level 2 - Services S0280,,Site QA,Rough In,School,Level 2,Services S0280,
,,Level 2 - ST S0291,,Site QA,Rough In,School,Level 2,ST S0291,
,,Level 2 - Studio Lab & Learning Commons S0208,,Site QA,Rough In,School,Level 2,Studio Lab & Learning Commons S0208,
,,Level 2 - Uni S0215,,Site QA,Rough In,School,Level 2,Uni S0215,
,,Level 2 - SO213,,Site QA,Rough In,School,Level 2,SO213,Rough In
,,Level 2 - SO208,,Site QA,Rough In,School,Level 2,SO208,Rough In
,,Level 3 - FS S0383,,Site QA,Rough In,School,Level 3,FS S0383,
,,Level 3 - Games & Construction S0317,,Site QA,Rough In,School,Level 3,Games & Construction S0317,
,,Level 3 - Outdoor Learning S0309,,Site QA,Rough In,School,Level 3,Outdoor Learning S0309,
,,Level 3 - Outdoor Learning S0315,,Site QA,Rough In,School,Level 3,Outdoor Learning S0315,
,,Level 3 - Services S0380,,Site QA,Rough In,School,Level 3,Services S0380,
,,Level 3 - Studio Lab & Learning Commons S0308,,Site QA,Rough In,School,Level 3,Studio Lab & Learning Commons S0308,
,,Level 3 - Studio Lab & Learning Commons S0314,,Site QA,Rough In,School,Level 3,Studio Lab & Learning Commons S0314,
,,Parish Hall,grouping,Parish Hall,,,,,
,,Level 1 - ACC P0102,,Site QA,Rough In,Parish Hall,Level 1,ACC P0102,
,,Level 1 - Airlock P0141,,Site QA,Rough In,Parish Hall,Level 1,Airlock P0141,
,,Level 1 - CLNR P0108,,Site QA,Rough In,Parish Hall,Level 1,CLNR P0108,
,,Level 1 - FEM P0103,,Site QA,Rough In,Parish Hall,Level 1,FEM P0103,
,,Level 1 - Lettable Space P0101,,Site QA,Rough In,Parish Hall,Level 1,Lettable Space P0101,
,,Level 1 - Lobby P0140,,Site QA,Rough In,Parish Hall,Level 1,Lobby P0140,
,,Level 1 - Male P0104,,Site QA,Rough In,Parish Hall,Level 1,Male P0104,
,,Level 1 - Meter Room RB146,,Site QA,Rough In,Parish Hall,Level 1,Meter Room RB146,
,,Level 2 - ACC P0203,,Site QA,Rough In,Parish Hall,Level 2,ACC P0203,
,,Level 2 - AV Store P0292,,Site QA,Rough In,Parish Hall,Level 2,AV Store P0292,
,,Level 2 - Elec P0293,,Site QA,Rough In,Parish Hall,Level 2,Elec P0293,
,,Level 2 - Family Room P0205,,Site QA,Rough In,Parish Hall,Level 2,Family Room P0205,
,,Level 2 - Foyer P0209,,Site QA,Rough In,Parish Hall,Level 2,Foyer P0209,
,,Level 2 - Foyer P0240,,Site QA,Rough In,Parish Hall,Level 2,Foyer P0240,
,,Level 2 - Hall P206,,Site QA,Rough In,Parish Hall,Level 2,Hall P206,
,,Level 2 - Kitchen & Servery P0208,,Site QA,Rough In,Parish Hall,Level 2,Kitchen & Servery P0208,
,,Level 2 - Lobby P0241,,Site QA,Rough In,Parish Hall,Level 2,Lobby P0241,
,,Level 2 - Meeting P0202,,Site QA,Rough In,Parish Hall,Level 2,Meeting P0202,
,,Level 2 - Reception P0201,,Site QA,Rough In,Parish Hall,Level 2,Reception P0201,
,,Level 2 - Stage P0207,,Site QA,Rough In,Parish Hall,Level 2,Stage P0207,
,,Level 2 - ST P0290,,Site QA,Rough In,Parish Hall,Level 2,ST P0290,
,,Level 2 - ST P0291,,Site QA,Rough In,Parish Hall,Level 2,ST P0291,
,,Level 3 - ACC P0302,,Site QA,Rough In,Parish Hall,Level 3,ACC P0302,
,,Level 3 - Kitchenette,,Site QA,Rough In,Parish Hall,Level 3,Kitchenette,Rough In
,,RAC (Residential Aged Care),grouping,RAC (Residential Aged Care),,,,,
,,Level 1 - Bed B0101,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0101,
,,Level 1 - Bed B0102,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0102,
,,Level 1 - Bed B0103,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0103,
,,Level 1 - Bed B0104,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0104,
,,Level 1 - Bed B0105,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0105,
,,Level 1 - Bed B0106,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0106,
,,Level 1 - Bed B0107,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0107,
,,Level 1 - Bed B0108,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0108,
,,Level 1 - Bed B0109,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0109,
,,Level 1 - Bed B0110,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0110,
,,Level 1 - Bed B0111,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0111,
,,Level 1 - Bed B0112,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0112,
,,Level 1 - Bed B0113,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0113,
,,Level 1 - Bed B0114,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0114,
,,Level 1 - Bed B0115,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0115,
,,Level 1 - Bed B0116,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0116,
,,Level 1 - Bed B0117,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0117,
,,Level 1 - Bed B0118,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0118,
,,Level 1 - Bed B0119,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0119,
,,Level 1 - Bed B0120,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0120,
,,Level 1 - Bed B0121,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0121,
,,Level 1 - Bed B0122,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0122,
,,Level 1 - Bed B0123,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0123,
,,Level 1 - Bed B0124,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0124,
,,Level 1 - Bed B0125,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0125,
,,Level 1 - Bed B0126,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0126,
,,Level 1 - Bed B0127,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0127,
,,Level 1 - Bed B0128,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0128,
,,Level 1 - Bed B0129,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0129,
,,Level 1 - Bed B0130,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,Bed B0130,
,,Level 1 - BOH B0134,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,BOH B0134,
,,Level 2 - Bed B0201,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0201,
,,Level 2 - Bed B0202,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0202,
,,Level 2 - Bed B0203,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0203,
,,Level 2 - Bed B0204,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0204,
,,Level 2 - Bed B0205,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0205,
,,Level 2 - Bed B0206,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0206,
,,Level 2 - Bed B0207,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0207,
,,Level 2 - Bed B0208,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0208,
,,Level 2 - Bed B0209,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0209,
,,Level 2 - Bed B0210,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0210,
,,Level 2 - Bed B0211,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0211,
,,Level 2 - Bed B0212,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0212,
,,Level 2 - Bed B0213,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0213,
,,Level 2 - Bed B0214,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0214,
,,Level 2 - Bed B0215,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0215,
,,Level 2 - Bed B0216,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0216,
,,Level 2 - Bed B0217,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0217,
,,Level 2 - Bed B0218,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0218,
,,Level 2 - Bed B0219,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0219,
,,Level 2 - Bed B0220,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0220,
,,Level 2 - Bed B0221,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0221,
,,Level 2 - Bed B0222,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0222,
,,Level 2 - Bed B0223,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0223,
,,Level 2 - Bed B0224,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0224,
,,Level 2 - Bed B0225,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0225,
,,Level 2 - Bed B0226,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0226,
,,Level 2 - Bed B0227,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0227,
,,Level 2 - Bed B0228,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0228,
,,Level 2 - Bed B0229,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0229,
,,Level 2 - Bed B0230,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0230,
,,Level 2 - Bed B0231,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0231,
,,Level 2 - Bed B0232,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0232,
,,Level 2 - Bed B0233,,Site QA,Rough In,RAC (Residential Aged Care),Level 2,Bed B0233,
