type,name,values,prefix,postfix,usage count,user addable,template name,,,,
checklist-flat,Floor framing QA,,,,,Yes,Floor framing QA,06899bb2-dd42-4ffe-95b9-8fb228e6bca5,,,
checkpoint-status,Drawings and revisions checked,,,,,,,,,,
checkpoint-status,Jack stud wall installed at correct locations,,,,,,,,,,
checkpoint-status,Joists installed at correct centres,,,,,,,,,,
checkpoint-status,All fixings installed brackets joisthangers ect,,,,,,,,,,
checkpoint-status,Fixing and hold down bolts checked and correct,,,,,,,,,,
checkpoint-status,All relevant nogs installed,,,,,,,,,,
checkpoint-status,All floor framing checks completed.,,,,,,,,,,
checkpoint-status,Report sent to client,,,,,,,,,,
,,,,,,,,,,,
checklist-flat,QA - Villaboard,,,,,Yes,QA - Villaboard,1ba2f0f5-e798-4fa9-ba56-796eea193846,,,
checkpoint-status,Green Star details entered,,,,,,,,,,
button,Is this task Green Star related?,"Yes, No, N/A",,,,,,,,,
button,Have you contacted/informed Built Environs Green Star representative?,"Yes, No, N/A",,,,,,,,,
checkpoint-status,Framing set out (i.e. stud and nog spacing) correct,,,,,,,,,,
checkpoint-status,Framing set out (i.e. stud and nog spacing) correct,,,,,,,,,,
checkpoint-status,GIB Lining base are secure and flush with each other with no protruding fixings,,,,,,,,,,
checkpoint-status,Gap between Villaboard edges/joints are at 1-2mm maximum,,,,,,,,,,
checkpoint-status,Villaboard must be installed dry,,,,,,,,,,
checkpoint-status,Correct fixings used and installed at correct centres (i.e. perimeter and intermediate),,,,,,,,,,
checkpoint-status,Villaboard report sent through to client,,,,,,,,,,
,,,,,,,,,,,
checklist-flat,QA - External Timber Framing,,,,,Yes,QA - External Timber Framing,1e9a402a-f975-4730-ad50-d9a62eedc37c,,,
checkpoint-status,Green Star details entered,,,,,,,,,,
button,Is this task Green Star related?,"Yes, No, N/A",,,,,,,,,
button,Have you contacted/informed Built Environs Green Star representative?,"Yes, No, N/A",,,,,,,,,
checkpoint-status,All relevant drawings and revision numbers checked and attached/commented,,,,,,,,,,
checkpoint-status,External wall timber framing is treated to min H1.2 treatment levels. Specify if any other treatment to be used.,,,,,,,,,,
checkpoint-status,Dimensions / locations of walls checked and correct,,,,,,,,,,
checkpoint-status,DPM installed where required,,,,,,,,,,
checkpoint-status,Timber framing set out. i.e. Stud spacing and nog spacing.,,,,,,,,,,
checkpoint-status,"Framing straightness. Nogs flush with studs, and studs flush with top and bottom plates.",,,,,,,,,,
checkpoint-status,Anchor bolts and washers are installed at correct centres.,,,,,,,,,,
checkpoint-status,All openings are in correct location and correct size,,,,,,,,,,
checkpoint-status,All frames are square & plumb,,,,,,,,,,
checkpoint-status,Report sent through to client,,,,,,,,,,
,,,,,,,,,,,
checklist-flat,QA - Gib Weatherline,,,,,Yes,QA - Gib Weatherline,33f6b1a0-b748-463c-98cd-3ca4b8a58548,,,
checkpoint-status,Framing set out adequate to support all sheet edges. Stud and nog spacing complies with GIB Weatherline® technical literature i.e. studs must be at a maximum of 400mm or GIB Weatherline® technical literature i.e. studs must be at a maximum of 400mm or,,,,,,,,,,
checkpoint-status,"Framing straightness. Nogs flush with studs, studs flush with top/bottom plates and no protruding fixings.",,,,,,,,,,
checkpoint-status,Prior to installation GIB Weatherline® sheets to be kept dry,,,,,,,,,,
checkpoint-status,Correct fixings used and installed at correct centres according to GIB Weatherline® technical literature,,,,,,,,,,
checkpoint-status,Sheets overhang the bottom plate on a concrete slab by a minimum of 15mm as per GIB Weatherline® technical literature.,,,,,,,,,,
checkpoint-status,"GIB Weatherline® Tape installed to vertical/ horizontal sheet joints, corners, and openings in accordance with GIB Weatherline® technical literature.",,,,,,,,,,
checkpoint-status,Building service penetrations through GIB Weatherline® sheets sealed using Proclima Kaflex or Roflex penetration seal grommets. Proclima installation instructions to be followed.,,,,,,,,,,
checkpoint-status,GIB Weatherline® flashing and sill tapes to be applied on doors and windows as per GIB Weatherline® technical literature.,,,,,,,,,,
checkpoint-status,GIB Weatherline® report sent to client,,,,,,,,,,
,,,,,,,,,,,
checklist-flat,Concrete Testing for:,,,,,Yes,Add - Concrete Testing Results Checklist (V2),49280a55-d0b1-499a-9fe9-89525a7efd85,,,
checkpoint-status,"Concrete testing results attached, checked and acceptable",,,,,,,,,,
select,Test Results,"7days, 14days, 28 days, Other (Specify below)",,,,,,,,,
text,Test Results Number / Docket Number,,,,,,,,,,
text,Date Concrete was poured,,,,,,,,,,
text,Area Concrete was poured,,,,,,,,,,
checkpoint-status,Report sent through to client,,,,,,,,,,
,,,,,,,,,,,
checklist-flat,QA - HPL Panel,,,,,Yes,QA - HPL Panel,558613d4-ebf4-42e0-9a0a-1fc7280b5e4b,,,
checkpoint-status,All relevant drawings and revision numbers checked,,,,,,,,,,
checkpoint-status,Manufacturer’s defects discovered and disclosed before installation,,,,,,,,,,
checkpoint-status,SikaTack Panel Tape and Sikaflex-11 FC applied to panels as adhesive,,,,,,,,,,
checkpoint-status,Set-out height is correct,,,,,,,,,,
checkpoint-status,Gaps between panels and sides are correct.,,,,,,,,,,
checkpoint-status,All vertical side gaps are sealed except for horizontal gaps.,,,,,,,,,,
checkpoint-status,"Each panel has been installed straight, flush, levelled and plumb.",,,,,,,,,,
checkpoint-status,Report sent through to client,,,,,,,,,,
,,,,,,,,,,,
checklist-flat,QA - Internal Timber Framing,,,,,Yes,QA - Internal Timber Framing,56dcc2cf-c1d6-45bb-9466-ab6c4d27cbb4,,,
checkpoint-status,Green Star details entered,,,,,,,,,,
button,Is this task Green Star related?,"Yes, No, N/A",,,,,,,,,
button,Have you contacted/informed Built Environs Green Star representative?,"Yes, No, N/A",,,,,,,,,
checkpoint-status,All relevant drawings and revision numbers checked and attached,,,,,,,,,,
text,Drawing no. and revision,,,,,,,,,,
checkpoint-status,"DPC installed, checked and correct as per specification",,,,,,,,,,
checkpoint-status,"Wall locations checked, correct and approved as per latest revised drawing",,,,,,,,,,
checkpoint-status,Fixings and hold down bolts checked and correct,,,,,,,,,,
checkpoint-status,"All openings (doors / windows etc) checked, correct and approved",,,,,,,,,,
boolean,Deflection heads type installed and correct,,,,,,,,,,
checkpoint-status,Wall type checked (straight and plumb) and within tolerance,,,,,,,,,,
checkpoint-status,"All relevant nogs (service and special/fixtures) installed, checked and correct",,,,,,,,,,
boolean,All other nogs checked and approved,,,,,,,,,,
checkpoint-status,"Moisture reading checked, recorded and acceptable",,,,,,,,,,
checkpoint-status,All wall framing checks completed & Inspections carried out,,,,,,,,,,
boolean,Relevant inspections completed and attached,,,,,,,,,,
checkpoint-status,Timber framing report sent through to client,,,,,,,,,,
,,,,,,,,,,,
checklist-flat,QA - Perimeter Seat,,,,,Yes,QA - Perimeter Seat,57b2feb4-8e6d-4be3-b524-80127411fed1,,,
checkpoint-status,All relevant drawings and revision numbers checked,,,,,,,,,,
checkpoint-status,Timber seat manufacturer’s defects discovered and disclosed before installation,,,,,,,,,,
checkpoint-status,Set-out height is correct,,,,,,,,,,
checkpoint-status,Seat constructed straight and levelled,,,,,,,,,,
checkpoint-status,General photos and observations after completion,,,,,,,,,,
checkpoint-status,Report sent through to client,,,,,,,,,,
,,,,,,,,,,,
checklist-flat,QA - Reinforcing Checklist,,,,,Yes,QA - Reinforcing Checklist,5c46de37-8cde-4aa3-be0a-979469267139,,,
checkpoint-status,Work area ready,,,,,,,,,,
checkpoint-status,"Latest drawings available, checked and referenced",,,,,,,,,,
checkpoint-status,"Correct product delivered, reviewed & approved",,,,,,,,,,
checkpoint-status,Correct size & type installed as per design,,,,,,,,,,
checkpoint-status,Reinforcing spacing and location correct,,,,,,,,,,
checkpoint-status,Specified covers checked/correct,,,,,,,,,,
checkpoint-status,Laps correct per size of bar,,,,,,,,,,
checkpoint-status,"Any starter bars are installed correctly (location, size and spacing)",,,,,,,,,,
checkpoint-status,All bars fixed appropriately,,,,,,,,,,
checkpoint-status,Couplers installed at correct height,,,,,,,,,,
checkpoint-status,Cast in plates installed correctly,,,,,,,,,,
checkpoint-status,"Any additional items considered, installed & completed e.g. trimmer bars, reid bar couplers, foot plates, drag bars",,,,,,,,,,
checkpoint-status,All excess reinforcing and debris removed - clean & tidy,,,,,,,,,,
checkpoint-status,"Reinforcing install completed, send to client",,,,,,,,,,
,,,,,,,,,,,
checklist-flat,Area:,,,,,Yes,QA - Drill and Epoxy Reinforcement,6116712c-66f0-4a95-a9f8-5d72691c3541,,,
checkpoint-status,Green Star details entered,,,,,,,,,,
button,Is this task Green Star related?,"Yes, No, N/A",,,,,,,,,
button,Have you contacted/informed Built Environs Green Star representative?,"Yes, No, N/A",,,,,,,,,
checkpoint-status,Scabbling done to an acceptable level,,,,,,,,,,
checkpoint-status,Drill and Epoxy info entered,,,,,,,,,,
text,Type:,,,,,,,,,,
text,Grid:,,,,,,,,,,
text,Level:,,,,,,,,,,
text,Epoxy:,,,,,,,,,,
text,Date of Inspection:,,,,,,,,,,
text,Drawing references:,,,,,,,,,,
checkpoint-status,Drill info,,,,,,,,,,
button,Type of Drill Bit,"Normal, Hollow",,,,,,,,,
text,Drill Bit Size (mm):,,,,,,,,,,
checkpoint-status,Hole info,,,,,,,,,,
