type,name,values,prefix,postfix,usage count,user addable,template name,
checklist-flat,QA - Villaboard,,,,,Yes,QA - Villaboard,1ba2f0f5-e798-4fa9-ba56-796eea193846
checkpoint-status,Green Star details entered,,,,,,,
button,Is this task Green Star related?,"Yes, No, N/A",,,,,,
button,Have you contacted/informed Built Environs Green Star representative?,"Yes, No, N/A",,,,,,
checkpoint-status,Framing set out (i.e. stud and nog spacing) correct,,,,,,,
checkpoint-status,Framing set out (i.e. stud and nog spacing) correct,,,,,,,
checkpoint-status,GIB Lining base are secure and flush with each other with no protruding fixings,,,,,,,
checkpoint-status,Gap between Villaboard edges/joints are at 1-2mm maximum,,,,,,,
checkpoint-status,Villaboard must be installed dry,,,,,,,
checkpoint-status,Correct fixings used and installed at correct centres (i.e. perimeter and intermediate),,,,,,,
checkpoint-status,Villaboard report sent through to client,,,,,,,
,,,,,,,,
checklist-flat,QA - External Timber Framing,,,,,Yes,QA - External Timber Framing,1e9a402a-f975-4730-ad50-d9a62eedc37c
checkpoint-status,Green Star details entered,,,,,,,
button,Is this task Green Star related?,"Yes, No, N/A",,,,,,
button,Have you contacted/informed Built Environs Green Star representative?,"Yes, No, N/A",,,,,,
checkpoint-status,All relevant drawings and revision numbers checked and attached/commented,,,,,,,
checkpoint-status,External wall timber framing is treated to min H1.2 treatment levels. Specify if any other treatment to be used.,,,,,,,
checkpoint-status,Dimensions / locations of walls checked and correct,,,,,,,
checkpoint-status,DPM installed where required,,,,,,,
checkpoint-status,Timber framing set out. i.e. Stud spacing and nog spacing.,,,,,,,
checkpoint-status,"Framing straightness. Nogs flush with studs, and studs flush with top and bottom plates.",,,,,,,
checkpoint-status,Anchor bolts and washers are installed at correct centres.,,,,,,,
checkpoint-status,All openings are in correct location and correct size,,,,,,,
checkpoint-status,All frames are square & plumb,,,,,,,
checkpoint-status,Report sent through to client,,,,,,,
,,,,,,,,
checklist-flat,QA - Internal Timber Framing,,,,,Yes,QA - Internal Timber Framing,56dcc2cf-c1d6-45bb-9466-ab6c4d27cbb4
