type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,ITP019 - Spray Seal Placement,itp,,,,,FH-ZU2-QU-ITP019 - Spray Seal Placement - Rev 1,
section,1.0 - Preliminary Activities,,,,,,,
checkpoint,1.1 - Check for Correct Documentation,,,,,,,
label,Frequency - Prior to commencing works,,,,,,,
label,"Acceptance Criteria - Current revision of drawings, technical specifications, permits as required for excavation and any other construction documentation is being utilised by Fulton Hogan and subcontractors.",,,,,,,
label,○ Current revisions of these documents to be obtained via Aconex or ACC.,,,,,,,
label,Reference Documents - Current Revisions in Aconex or ACC,,,,,,,
label,Inspection/Test Method - Verify,,,,,,,
label,Record of conformity - This ITP signed,,,,,,,
label,HP*,,,,,,,
label,Responsibility - Project / Site Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,1.2 - Implementation of all measures and controls,,,,,,,
label,Frequency - Prior to commencing works,,,,,,,
label,"Acceptance Criteria - All necessary measures and controls are being implemented, that is: PSP, EMP, TMP, SWMS & WMS.",,,,,,,
label,"Reference Documents - PSP, EMP, TMP, SWMS, WMS",,,,,,,
label,Inspection/Test Method - Visual Inspection,,,,,,,
label,Record of conformity - This ITP signed,,,,,,,
label,HP*,,,,,,,
label,Responsibility - Project / Site Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,1.3 - Plant & Equipment Check,,,,,,,
label,Frequency - Prior to commencing works,,,,,,,
label,Acceptance Criteria - All equipment shall comply with VicRoads Section 408 and VicRoads Bituminous Sprayed Surfacing Manual.,,,,,,,
label,Reference Documents - Beca Spec 002 - 12.3,,,,,,,
label,Inspection/Test Method - Verify,,,,,,,
label,Record of conformity - This ITP signed,,,,,,,
label,HP*,,,,,,,
label,Responsibility - Project / Site Engineer,,,,,,,
date,Date Completed:,,,,,,,
section,2.0 - Materials,,,,,,,
checkpoint,2.1 - Material Approval,,,,,,,
label,Frequency - Prior to Works,,,,,,,
label,Acceptance Criteria - The binder used shall be class 170 residual bitumen complying with AS 2008.,,,,,,,
label,○ All aggregates used shall comply with VicRoads section 801 and 831. Material and Test Reports to be submitted to the Principal’s Representative prior to commencement of works.,,,,,,,
label,Reference Documents - Beca Spec 002 - 12.6.1.1 to 12.6.1.3,,,,,,,
label,Inspection/Test Method - Verify,,,,,,,
label,"Record of conformity - Test Reports, This ITP signed",,,,,,,
label,HP,,,,,,,
label,"Responsibility - Project / Site Engineer, Principal’s Representative",,,,,,,
date,Date Completed:,,,,,,,
label,Principal’s Representative - DCWC Mgt-GCOR-009596,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
section,3.0 - Construction,,,,,,,
checkpoint,3.1 - Underlying Surface,,,,,,,
label,Frequency - Prior to works,,,,,,,
label,"Acceptance Criteria - The pavement surface should be cleaned to remove all mud, carried on material, dirt and dust.",,,,,,,
label,"○ After cleaning the surface should be swept with a suction sweeper, supplemented by hand brooms where required. Seal coat should only be applied to a sound clean dry surface.",,,,,,,
label,○ Preparation of the underlying surface shall be approved by the Principal’s Representative.,,,,,,,
label,Reference Documents - Beca Spec 002 - 12.4.1 to 12.4.5,,,,,,,
label,Inspection/Test Method - Verify,,,,,,,
label,Record of conformity - This ITP signed,,,,,,,
label,HP,,,,,,,
label,"Responsibility - Project / Site Engineer, Principal’s Representative",,,,,,,
date,Date Completed:,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,3.2 - Binder and Aggregate Application,,,,,,,
label,Frequency - During works,,,,,,,
label,Acceptance Criteria - Application rates shall be:,,,,,,,
label, ○ Binder: 0.8 – 1.2 L/m2,,,,,,,
label,Refer Aconex: DCWC Mgt-RTRFI- 001272,,,,,,,
label, ○ Aggregate: 8 – 10 kg/m2,,,,,,,
label,Reference Documents - Beca Spec 002 - 12.6.2,,,,,,,
label,Inspection/Test Method - Verify,,,,,,,
label,Record of conformity - This ITP signed,,,,,,,
label,IP,,,,,,,
label,Responsibility - Project / Site Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,3.3 - Aggregate Spreading,,,,,,,
label,Frequency - During works,,,,,,,
label,Acceptance Criteria - All aggregate spreading shall be undertaken using forward aggregate spreading and discharge plant.,,,,,,,
label,Reference Documents - VicRoads Section 408 – 408.13(e) to 408.13(f),,,,,,,
label,Inspection/Test Method - Verify,,,,,,,
label,Record of conformity - This ITP signed,,,,,,,
label,IP,,,,,,,
label,Responsibility - Project / Site Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,3.4 - Rolling of Aggregate,,,,,,,
label,Frequency - During Works,,,,,,,
label,Acceptance Criteria - Rolling of aggregate shall be undertaken over the full width of the pavement being sealed. Works to be undertaken by static rubber tyred rollers or otherwise approved by the Principal’s Representative.,,,,,,,
label,Reference Documents - VicRoads Section 408 – 408.13(g),,,,,,,
label,Inspection/Test Method - Verify,,,,,,,
label,Record of conformity - This ITP signed,,,,,,,
label,IP,,,,,,,
label,Responsibility - Project / Site Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,3.5 - Removal of Loose Aggregate,,,,,,,
label,Frequency - During Works,,,,,,,
label,"Acceptance Criteria - At completion of sprayed seal treatment, the Contractor shall remove and dispose of all loose aggregate.",,,,,,,
label,Reference Documents - VicRoads Section 408 – 408.14,,,,,,,
label,Inspection/Test Method - Verify,,,,,,,
label,Record of conformity - This ITP signed,,,,,,,
label,IP,,,,,,,
label,Responsibility - Project / Site Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,Final Inspection,,,,,,,
label,The signature below verifies that this ITP has been completed in accordance with the Fulton Hogan’s Quality \System Procedures and verifies lot compliance with specifications.,,,,,,,
textbox,Print Name:,,,,,,,
textbox,Position:,,,,,,,
date,Work Completed On:,,,,,,,
date,Date:,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
checklist,ITP020 - Prime Coat,itp,,,,,FH-ZU2-QU-ITP020 - Prime Coat - Rev 1,
section,1.0 - Preliminary Activities,,,,,,,
checkpoint,1.1 - Check for correct documentation,,,,,,,
label,Frequency - Prior to commencing works,,,,,,,
label,"Acceptance Criteria - Current revision of drawings, technical specifications, permits as required for excavation and any other construction documentation is being utilised by Fulton Hogan and subcontractors.",,,,,,,
label,○ Current revisions of these documents to be obtained via Aconex or ACC.,,,,,,,
label,Reference Documents - Current Revisions in Aconex or ACC,,,,,,,
label,Inspection/Test Method - Verify,,,,,,,
label,Record of conformity - This ITP signed,,,,,,,
label,HP*,,,,,,,
label,Responsibility - Project / Site Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,1.2 - Implementation of all measures and controls,,,,,,,
label,Frequency - Prior to commencing works,,,,,,,
label,"Acceptance Criteria - All necessary measures and controls are being implemented, that is: PSP, EMP, TMP, SWMS & WMS",,,,,,,
label,"Reference Documents - PSP, EMP, TMP, SWMS, WMS",,,,,,,
label,Inspection/Test Method - Visual Inspection,,,,,,,
label,Record of conformity - This ITP signed,,,,,,,
label,HP*,,,,,,,
label,Responsibility - Project / Site Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,1.3 - Plant & Equipment Check,,,,,,,
label,Frequency - Prior to commencing works,,,,,,,
label,Acceptance Criteria - The Contractor shall provide equipment for heating and uniformly applying the bituminous material and blotter material.,,,,,,,
label,○ The bitumen distributor shall comply with the requirements of NAS 70: ‘Bitumen Sprayers’,,,,,,,
label,Reference Documents - Beca Spec 002 - 7.3,,,,,,,
label,Inspection/Test Method - Verify,,,,,,,
label,Record of conformity - This ITP signed,,,,,,,
label,HP*,,,,,,,
label,Responsibility - Project / Site Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,1.4 - Weather Conditions,,,,,,,
label,Frequency - Prior to commencing works,,,,,,,
label,"Acceptance Criteria - Prime coat shall not be applied on a wet surface, or when the surface temperature is below 10°C, or when the weather conditions would prevent the proper application or adhesion of the prime coat",,,,,,,
label,Reference Documents - Beca Spec 002 - 7.9,,,,,,,
label,Inspection/Test Method - Verify,,,,,,,
label,Record of conformity - This ITP signed,,,,,,,
label,HP*,,,,,,,
label,Responsibility - Project / Site Engineer,,,,,,,
date,Date Completed:,,,,,,,
section,2.0 - Materials,,,,,,,
checkpoint,2.1 - Cut-back Bitumen,,,,,,,
label,Frequency - Prior to commencing works,,,,,,,
label,"Acceptance Criteria - Cut-back bitumen for prime coat shall comply with AS 2157 and shall be class AMC0, AMC00 or AMC1.",,,,,,,
label,Reference Documents - Beca Spec 002 – 7.4.1,,,,,,,
label,Inspection/Test Method - Verify,,,,,,,
label,Record of conformity - This ITP signed,,,,,,,
label,HP*,,,,,,,
label,Responsibility - Project / Site Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,2.2 - Cutter,,,,,,,
label,Frequency - Prior to commencing works,,,,,,,
label,Acceptance Criteria - The cutter for use in cutback bitumen shall be a suitable petroleum-based material complying with the requirement of AS 3569.,,,,,,,
label,Reference Documents - Beca Spec 002 – 7.4.4,,,,,,,
label,Inspection/Test Method - Verify,,,,,,,
label,Record of conformity - This ITP signed,,,,,,,
label,HP*,,,,,,,
label,Responsibility - Project / Site Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,2.3 - Bitumen Emulsion,,,,,,,
label,Frequency - Prior to commencing works,,,,,,,
label,"Acceptance Criteria - If directed by the Principal’s Representative, bitumen emulsion complying to AS 1160 shall be used as a prime coat.",,,,,,,
label,Reference Documents - Beca Spec 002 – 7.4.2,,,,,,,
label,Inspection/Test Method - Verify,,,,,,,
label,Record of conformity - This ITP signed,,,,,,,
label,HP*,,,,,,,
label,Responsibility - Project / Site Engineer,,,,,,,
date,Date Completed:,,,,,,,
label,Principal’s Representative - BecaCPL-GCOR-001036,,,,,,,
checkpoint,2.4 - Blinding Sand,,,,,,,
label,Frequency - Prior to commencing works,,,,,,,
label,"Acceptance Criteria - If required, blinding sand to be used for absorbing excess primer shall comply with the following PSD.",,,,,,,
label,– – – – – – – – –,,,,,,,
label,AS Sieve Size (mm) || Percent Passing Sieve by Mass,,,,,,,
label,– – – – – – – – –,,,,,,,
label,6.7 || 100,,,,,,,
label,4.75 || 85-100,,,,,,,
label,1.18 || 40-100,,,,,,,
label,0.425 || 10-50,,,,,,,
label,0.075 || 0-5,,,,,,,
label,– – – – – – – – –,,,,,,,
label,Reference Documents - Beca Spec 002 – 7.4.5,,,,,,,
label,Inspection/Test Method - Verify,,,,,,,
label,Record of conformity - Test Report,,,,,,,
label,TP,,,,,,,
label,Responsibility - Project / Site Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,2.5 - Test Certificates,,,,,,,
label,Frequency - Prior to commencing works,,,,,,,
label,Acceptance Criteria - The Contractor shall submit a Test Certificate for each material proposed for use in the Works indicating compliance of those materials with the properties or requirements specified.,,,,,,,
label,Reference Documents - Beca Spec 002 – 7.11.2,,,,,,,
label,Inspection/Test Method - Verify,,,,,,,
label,Record of conformity - This ITP Signed,,,,,,,
label,HP,,,,,,,
label,"Responsibility - Project / Site Engineer, Principal’s Representative",,,,,,,
date,Date Completed:,,,,,,,
label,Principal’s Representative - BecaCPL-GCOR-000967,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
section,3.0 - Construction,,,,,,,
checkpoint,3.1 - Trial Application,,,,,,,
label,Frequency - Prior to commencing works,,,,,,,
