"Rich Type","Id","Warnings","type","name","values","prefix","postfix","Usage Count","User Addable","Template Name","Template Id"
"checklist-flat",,"","checklist","POST - S - Stopping","",,,123,"Yes","POST - S - Stopping","1c32b4ac-01dd-4738-90dd-b59531952e69"
"checkpoint-status",,"","checkpoint","Consider fire stopping between layers of lining & apply compound(s) as specified"
"checkpoint-status",,"","checkpoint","Openings/penetrations/corners & bulkheads, correctly formed (consider tolerances where applicable)"
"checkpoint-status",,"","checkpoint","Consider square stopping, slimlines, joints checked & acceptable"
"checkpoint-status",,"","checkpoint","Correct compound(s) used to align with consented specifications"
"checkpoint-status",,"","checkpoint","Adequate drying time between coats, no visible bubbling/deforms & each coat is sanded as applicable"
"checkpoint-status",,"","checkpoint","Light check completed to ensure no sheet joins stand out"
"checkpoint-status",,"","checkpoint","Stopping work completed - specified level of finish achieved"
"checkpoint-status",,"","checkpoint","Inspections completed and issued to Foreman"
"holdpoint",,"","signoff","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"

"checklist-flat",,"","checklist","Variation Details -  ","",,,0,"Yes","Add Variation","50d6f819-7d74-4945-8b06-f54bf6781fb2"
"checkpoint-status",,"","checkpoint","Variation Details Approved"
"text","28d26279-c304-4689-8317-1deb797dc8fe","","textbox","Reference/Drawing/Instruction Number",,,
"text","2247155b-6de8-434c-a1e1-058d724a6a62","","textbox","Variation Area",,,
"text","ae7fc046-dca9-4fab-98f8-374caeb044ec","","textbox","Materials & labour breakdown",,,
"holdpoint",,"Invalid dependant","signoff","Request Variation Acknowledgement"
"checkpoint-status",,"","checkpoint","Variation Completed"
"holdpoint",,"Invalid dependant","signoff","Request Variation Signoff"

"checklist-flat",,"","checklist","POST - S - Painting","",,,123,"Yes","POST - S - Painting","62ffd0ca-29f8-4ffb-b070-77cbee864139"
"checkpoint-status",,"","checkpoint","Any prep work & sealer coat completed"
"checkpoint-status",,"","checkpoint","Light inspection completed and approved to continue"
"checkpoint-status",,"","checkpoint","Any additional prep work completed (stopping, filling, sanding etc)"
"checkpoint-status",,"","checkpoint","First top coat completed"
"checkpoint-status",,"","checkpoint","Additional top coat applications completed"
"checkpoint-status",,"","checkpoint","Final coat completed as per specifications"
"checkpoint-status",,"","checkpoint","Painting work completed - specified level of finish achieved"
"checkpoint-status",,"","checkpoint","Inspections completed and issued to Foreman"
"holdpoint",,"","signoff","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"

"checklist-sectioned",,"","checklist","Painting QA","",,,321,"Yes","Add Room Painting QA","e98e167e-c570-49ad-8a8f-6189c22b4a32"
"checkpoint-group",,"","section","Preapplication QA"
"checkpoint-status",,"","checkpoint","Area Accessible"
"checkpoint-status",,"","checkpoint","Substrate acceptable and ok to begin work"
"holdpoint",,"","signoff","Request Review/Raise remedial"
"checkpoint-group",,"","section","Painting"
"checkpoint-status",,"","checkpoint","Prep work for windows and doors completed"
"checkpoint-status",,"","checkpoint","Sealer coat completed"
"checkpoint-status",,"","checkpoint","Light check completed"
"checkpoint-status",,"","checkpoint","Stopping/ Filling/ Silicone works completed"
"checkpoint-status",,"","checkpoint","Prepping and sanding completed and ready to paint"
"checkpoint-status",,"","checkpoint","First top coat completed"
"checkpoint-status",,"","checkpoint","Second top coat completed"
"checkpoint-status",,"","checkpoint","Final checks completed"
"checkpoint-group",,"","section","Handover checks"
"checkpoint-status",,"","checkpoint","Area left tidy"
"checkpoint-status",,"","checkpoint","All works completed 100% as per spec"
"holdpoint",,"","signoff","Request Review/Raise remedial"

"checklist-sectioned",,"","checklist","","",,,2,"No",,"fa43e29830261e72a0d88dc213ea6bbe1636e0ad1d5a1435f1f70315e988d985"
"checkpoint-group",,"","section","Preapplication QA"
"checkpoint-status",,"","checkpoint","Area Accessible"
"checkpoint-status",,"","checkpoint","Substrate acceptable and ok to begin work"
"holdpoint",,"","signoff","Request Review/Raise remedial"
"checkpoint-group",,"","section","Fire Stopping"
"checkpoint-status",,"","checkpoint","Fire Stopping installed and completed"
"checkpoint-group",,"","section","GIB Stopping for walls"
"checkpoint-status",,"","checkpoint","Sanding completed for walls"
"checkpoint-group",,"","section","GIB Stopping for Ceiling"
"checkpoint-status",,"","checkpoint","Sanding completed (1st go)"
"checkpoint-status",,"","checkpoint","Coving completed"
"checkpoint-status",,"","checkpoint","Square stopping completed"
"checkpoint-status",,"","checkpoint","Sanding completed (2nd go)"
"checkpoint-group",,"","section","Handover checks"
"checkpoint-status",,"","checkpoint","Area left tidy"
"checkpoint-status",,"","checkpoint","All works completed 100% as per spec"
"holdpoint",,"","signoff","Request Review/Raise remedial"

