type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,Commission Backflow Prevention Device,,,,,,Commission Backflow Prevention Device,
section,Details,,,,,,,
checkpoint,Commission Backflow Prevention Device checked off as below:,,,,,,,
dropdown,Valve Type:,"Reduced Pressure Zone Device,Double Check Valve,Single Check Valve",,,,,,
dropdown,Hazard Type:,"High Hazard,Medium Hazard,Low Hazard",,,,,,
textbox,Serial Number:,,,,,,,
textbox,Location:,,,,,,,
dropdown,Size:,"15mm,20mm,25mm,32mm,40mm,50mm,65mm,80mm,100mm,150mm,225mm",,,,,,
checkpoint,Installation complies with latest revision of AS/NZS-3500 (2021) Parts 1 - 4,,,,,,,
checkpoint,Installation complies with current drawings & specifications,,,,,,,
checkpoint,"All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions",,,,,,,
checkpoint,"Check all, pipework, fittings, connections, etc for damage or leaks",,,,,,,
checkpoint,Check valves are fully open,,,,,,,
checkpoint,Check inlet water pressure does not exceed manufacturer specification,,,,,,,
checkpoint,Check outlet water pressure is as per manufacturer specification,,,,,,,
checkpoint,Check pressure relief discharges to drainage,,,,,,,
checkpoint,Provide the commissioning report & all plant documentation to this checkpoint,,,,,,,
checkpoint,Confirm area has been left clean,,,,,,,
checkpoint,Ensure that commissioning photographs have been taken,,,,,,,
,,,,,,,,
checklist,Commission Thermostatic Mixing Valves,,,,,,Commission Thermostatic Mixing Valves,
section,Details,,,,,,,
checkpoint,Commission Thermostatic Mixing Valves checked off as below:,,,,,,,
textbox,Location:,,,,,,,
checkpoint,Installation complies with latest revision of AS/NZS-3500 (2021) Parts 1 - 4,,,,,,,
checkpoint,Installation complies with current drawings & specifications,,,,,,,
checkpoint,"All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions",,,,,,,
checkpoint,"Check all, pipework, fittings, connections, etc for damage or leaks",,,,,,,
checkpoint,Check TMV has been installed in a lockable wall box,,,,,,,
checkpoint,Check TMV has been installed in the room it services and can be readily accessed from floor level,,,,,,,
checkpoint,Check water temperature does not exceed 45°C for disabled persons,,,,,,,
checkpoint,Confirm area has been left clean,,,,,,,
checkpoint,Ensure photograph has been taken of thermometer in water flow at maximum temperature,,,,,,,
,,,,,,,,
checklist,Commission Water Tank,,,,,,Commission Water Tank,
section,Details,,,,,,,
checkpoint,Commission Water Tank checked off as below:,,,,,,,
dropdown,Service Type:,"Potable Water,Rain Water,Fire Service Water",,,,,,
dropdown,Position:,"Below Ground,Above Ground",,,,,,
textbox,Location:,,,,,,,
textbox,Capacity:,,,,,,,
checkpoint,Installation complies with latest revision of AS/NZS-3500 (2021) Parts 1 - 4,,,,,,,
checkpoint,Installation complies with current drawings & specifications,,,,,,,
checkpoint,"All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions",,,,,,,
checkpoint,"Check all, pipework, fittings, connections, etc for damage or leaks",,,,,,,
checkpoint,Check all fixing/hold down points,,,,,,,
checkpoint,Check isolation valves are fully open & non-return valves flow direction,,,,,,,
checkpoint,Check access covers & hatches,,,,,,,
checkpoint,Check access ladders & statutory signage,,,,,,,
checkpoint,Check pipe connections & venting,,,,,,,
checkpoint,Check over-flow & connection to drain,,,,,,,
checkpoint,Check float tree or water level sensor is not impeded by water inflow,,,,,,,
checkpoint,Check water fill physical air break,,,,,,,
checkpoint,Check water level set points,,,,,,,
checkpoint,Check back-up mains water supply,,,,,,,
checkpoint,Check 'Bermad' tank fill valve,,,,,,,
checkpoint,Check low level fault,,,,,,,
checkpoint,Check high level fault,,,,,,,
checkpoint,Check passive over-flow,,,,,,,
checkpoint,Check control panel display,,,,,,,
checkpoint,Check programmed set points,,,,,,,
checkpoint,Check BMS connection,,,,,,,
checkpoint,Check statutory warning signage,,,,,,,
checkpoint,Provide the suppliers commissioning report & all plant documentation to this checkpoint,,,,,,,
checkpoint,Confirm area has been left clean,,,,,,,
checkpoint,Ensure that installation photographs have been taken,,,,,,,
,,,,,,,,
checklist,Fit Off & Commissioning,,,,,,Fit Off & Commissioning,
section,Details,,,,,,,
checkpoint,Installation complies with latest revision of AS/NZS-3500 (2021) Parts 1 - 4 &/or AS/NZS 5601.1 (2022),,,,,,,
checkpoint,Installation complies with current drawings & specifications,,,,,,,
checkpoint,"All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions",,,,,,,
checkpoint,"Thoroughly check all pipework, fittings, connections, etc for damage or water leaks",,,,,,,
checkpoint,Check for any damage or missing components,,,,,,,
checkpoint,Check level & alignment of all fixtures & tapware,,,,,,,
checkpoint,"Check all fixtures, tapware & components are securely fixed",,,,,,,
