type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,ITP023 - RBB Install,itp,,,,,FH-ZU2-QU-ITP023 - RBB Install - Rev 0,
section,"1.0 - Preliminary Activities – Permits, Documentation, Approvals, Survey Documentation",,,,,,,
checkpoint,1.1 - Check for correct documentation,,,,,,,
label,Frequency - Prior to commencing works,,,,,,,
label,Acceptance Criteria - Current revision drawing is being used including the Subcontractor’s copy.,,,,,,,
label,○ Current revision to be obtained via Aconex.,,,,,,,
label,Reference Documents - Current Revisions in Aconex or ACC,,,,,,,
label,Inspection/Test Method - Visual inspection,,,,,,,
label,Record of conformity - This ITP signed,,,,,,,
label,HP*,,,,,,,
label,Responsibility - Project / Site Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,1.2 - Implementation of all measures and controls,,,,,,,
label,Frequency - Prior to commencing works,,,,,,,
label,"Acceptance Criteria - All necessary measures and controls are being implemented, that is: PSP, EMP, TMP, SWMS & WMS.",,,,,,,
label,"Reference Documents - PSP, EMP, TMP, SWMS, WMS",,,,,,,
label,Inspection/Test Method - Visual Inspection,,,,,,,
label,Record of conformity - This ITP signed,,,,,,,
label,HP*,,,,,,,
label,Responsibility - Project / Site Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,1.3 - Definition of the work area,,,,,,,
label,Frequency - Prior to commencing works,,,,,,,
label,Acceptance Criteria - Work area has been cleared and surveyed (marked on site). Limits of work clearly defined.,,,,,,,
label,Reference Documents - Drawings,,,,,,,
label,Inspection/Test Method - Visual Inspection,,,,,,,
label,Record of conformity - This ITP signed,,,,,,,
label,HP*,,,,,,,
label,Responsibility - Project / Site Engineer,,,,,,,
date,Date Completed:,,,,,,,
section,2.0 - Materials,,,,,,,
checkpoint,2.1 - Rubberised Bituminous Sealant,,,,,,,
label,Frequency - Prior to commencing any activity,,,,,,,
label,Acceptance Criteria - RBB must be a proprietary polymer modified bitumen (PMB) crack and joint bandage product and have the following properties:,,,,,,,
label,– Minimum softening point to be 95°C,,,,,,,
label,– Penetration at 25°C between 20 and 50,,,,,,,
label,– Flow at 60°C at 5 hours to be maximum 5mm,,,,,,,
label,– Viscosity at 180°C to be maximum 3Pa.s,,,,,,,
label,Reference Documents - Beca Spec 002 – 10.7,,,,,,,
label,Inspection/Test Method - Verify,,,,,,,
label,Record of conformity - Manufacturer’s Datasheet,,,,,,,
label,HP*,,,,,,,
label,Responsibility - Project / Site Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,2.2 - Material Sources – Conformance Test Certificates/Reports,,,,,,,
label,Frequency - Prior to commencing works,,,,,,,
label,Acceptance Criteria - Test certificates and matching production batch numbers are to be provided for each product used,,,,,,,
label,Reference Documents - Beca Spec 002 – 10.7,,,,,,,
label,Inspection/Test Method - Test Certificates,,,,,,,
label,Record of conformity - Aconex Reference,,,,,,,
label,HP*,,,,,,,
label,Responsibility - Project / Site Engineer,,,,,,,
date,Date Completed:,,,,,,,
section,3.0 - Sealing,,,,,,,
checkpoint,3.1 - Applying Sealant,,,,,,,
label,Frequency - During joint sealing works,,,,,,,
label,Acceptance Criteria - Sealant bandage is to be between 50mm and 75mm wide or as per drawings.,,,,,,,
label,Reference Documents - Beca Spec 002 – 10.7,,,,,,,
label,Inspection/Test Method - Visual Inspection,,,,,,,
label,Record of conformity - This ITP signed,,,,,,,
label,IP,,,,,,,
label,Responsibility - Project / Site Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,3.2 - Protection of Applied Sealant,,,,,,,
label,Frequency - During joint sealing works,,,,,,,
label,Acceptance Criteria - Installed sealant must be protected from damage by traffic (and possible pick up on construction vehicles and aircraft tyres) until it has cooled to ambient temperature.,,,,,,,
label,Reference Documents - Beca Spec 002 – 10.7,,,,,,,
label,Inspection/Test Method - Visual Inspection,,,,,,,
label,Record of conformity - This ITP signed,,,,,,,
label,IP,,,,,,,
label,Responsibility - Project / Site Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,3.3 - Cleaning up,,,,,,,
label,Frequency - After sealing works,,,,,,,
label,Acceptance Criteria - Any sealant split on surface of pavements must be cleaned off immediately.,,,,,,,
label,Reference Documents - Beca Spec 002 – 10.7,,,,,,,
label,Inspection/Test Method - Visual Inspection,,,,,,,
label,Record of conformity - This ITP signed,,,,,,,
label,IP,,,,,,,
label,Responsibility - Project / Site Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,Final Inspection,,,,,,,
label,On behalf of Fulton Hogan it is hereby certified that the Works represented by the items of work listed have been tested in accordance with the Project Quality Plan and conform in all respects with the requirements of the Contract.,,,,,,,
textbox,Print Name:,,,,,,,
textbox,Position:,,,,,,,
date,Work Completed On:,,,,,,,
date,Date:,,,,,,,
