type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,DB 1,,,,,,DB 1
checkpoint,DB installed,,,,,,
checkpoint,CB's installed,,,,,,
checkpoint,Mains roughed in,,,,,,
checkpoint,Lighting feeds roughed in,,,,,,
checkpoint,Power feeds roughed in,,,,,,
checkpoint,Lighting control feeds roughed in (CBUS & DALI),,,,,,
checkpoint,Mains fit off,,,,,,
checkpoint,Lighting fit off,,,,,,
checkpoint,Power fit off,,,,,,
checkpoint,Lighting control fit off (CBUS & DALI),,,,,,
checkpoint,Schedule completed (attached to door),,,,,,
checkpoint,DB cleaned,,,,,,
checkpoint,Glands tight,,,,,,
checkpoint,Escutchion secured,,,,,,
checkpoint,DB complete,,,,,,
,,,,,,,
checklist-flat,DB2,,,,,,DB2
checkpoint,DB installed,,,,,,
checkpoint,CB's installed,,,,,,
checkpoint,Mains roughed in,,,,,,
checkpoint,Power feeds roughed in,,,,,,
checkpoint,Mains fit off,,,,,,
checkpoint,Power fit off,,,,,,
checkpoint,Schedule completed,,,,,,
checkpoint,DB cleaned,,,,,,
checkpoint,Glands tight,,,,,,
checkpoint,Escutchion secured,,,,,,
checkpoint,DB complete,,,,,,
,,,,,,,
checklist-flat,DB3,,,,,,DB3
checkpoint,DB installed,,,,,,
checkpoint,CB's installed,,,,,,
checkpoint,Mains roughed in,,,,,,
checkpoint,Power feeds roughed in,,,,,,
checkpoint,Mains fit off,,,,,,
checkpoint,Power fit off,,,,,,
checkpoint,Schedule completed,,,,,,
checkpoint,DB cleaned,,,,,,
checkpoint,Glands tight,,,,,,
checkpoint,Escutchion secured,,,,,,
checkpoint,DB complete,,,,,,
,,,,,,,
checklist-flat,Rough In & Fit Off 2,,,,,,Rough In & Fit Off 2
checkpoint,Lighting roughed in,,,,,,
checkpoint,Power roughed in,,,,,,
checkpoint,Lighting control roughed in (DALI),,,,,,
checkpoint,Light feed installed,,,,,,
checkpoint,Power feeds installed,,,,,,
checkpoint,Lighting fit off,,,,,,
checkpoint,Power fit off,,,,,,
checkpoint,Room complete,,,,,,
checkpoint,Delays/issues,,,,,,
,,,,,,,
checklist-flat,Cable Tray,,,,,,Cable Tray
checkpoint,Cable Tray Completed,,,,,,
checkpoint,Delays/issues,,,,,,
,,,,,,,
checklist-flat,Submains,,,,,,Submains
checkpoint,Mains roughed in,,,,,,
checkpoint,Mains fit off,,,,,,
checkpoint,DB cleaned,,,,,,
checkpoint,Glands tight,,,,,,
checkpoint,Escutchion secured,,,,,,
checkpoint,CES recived,,,,,,
checkpoint,DB complete,,,,,,
