Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Stage 1 (B01) - FEDERATED,,,,,,
,Scope,,,,,
,Rows,,,,,
,,Foundations,grouping,Foundations,,
,,Area A,,Area A,,
,,Area B,,Area B,,
,,Area C,,Area C,,
,,Area D,,Area D,,
,,Area E,,Area E,,
,,Area F,,Area F,,
,,Foundations (previously added checklists),,Foundations (previously added checklists),,
,,Structure,grouping,Structure,,
,,Ground Floor,,Ground Floor,,
,,Level 1,,Level 1,,
,,Level 2,,Level 2,,
,,Roof,,Roof,,
,,Facade,grouping,Facade,,
,,Ground Floor,,Ground Floor,,
,,Level 1,,Level 1,,
,,Level 2,,Level 2,,
,,Roof,,Roof,,
,,Fit Out,grouping,Fit Out,,
,,Ground Floor,,Ground Floor,,
,,Level 1,,Level 1,,
,,Level 2,,Level 2,,
,,Stairs 1,,Stairs 1,,
,,Stairs 2,,Stairs 2,,
,,Stairs 3,,Stairs 3,,
,,Stairs 4,,Stairs 4,,
,,Stairs 5,,Stairs 5,,
,Columns,,,,,
,,Buzz Electrics,,Stage 1 (B01),Buzz Electrics - Havelock North (Ryman) ,
,,Thermal Solutions,,James Wattie B01,Thermal Solutions - James Wattie Retirement Village,
,,NCSNZ,,B01,Stage 1,Havelock North - NCSNZ
,,Platform Homes,,B01,Stage 1,Platform Homes - James Wattie
,,PPG,,Stage 1 (B01),QA,PPG - James Wattie (Havelock North)
