Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Overall Progress,,,,,
,Scope,,,Site QA,
,Rows,,,,
,,Byrrill Creek Road,dynamic,Byrrill Creek Road,Site QA
,,Doon Doon Road,dynamic,Doon Doon Road,Site QA
,,Costellos Road,dynamic,Costellos Road,Site QA
,,Commissioners Creek Road,dynamic,Commissioners Creek Road,Site QA
,,Cedar Creek Road,dynamic,Cedar Creek Road,Site QA
,,Midginbil Road,dynamic,Midginbil Road,Site QA
,,Manns Road,dynamic,Manns Road,Site QA
,,Chowan Creek Road,dynamic,Chowan Creek Road,Site QA
,Columns,,,,
,,Possession of Site,,Possession of Site,Preliminaries - Project Management Responsibility
,,Dial Before You Dig (DBYD) & Permit to Excavate,,Dial Before You Dig (DBYD) and Permit to Excavate completed and signed onto by personnel,Preliminaries - Project Management Responsibility
,,Confirmation of Scope & Extent of Works,,"Confirmation of Scope and Extent of Works with Project Team, including RCC and TSC",Preliminaries - Project Management Responsibility
,,Testing required for scope,,Testing required for the scope:,Preliminaries - Project Management Responsibility
,,Concrete testing Density Testing,,Concrete testing Density Testing,Preliminaries - Project Management Responsibility
,,Traffic Control – TGS approved,,Traffic Control – TGS approved and appropriately selected for the works,Preliminaries - Project Management Responsibility
,,Erosion & Sediment Control,,Erosion and Sediment Control:,Preliminaries - Project Management Responsibility
,,Silt Boom Earth Bund/Sediment Fence,,Silt Boom Earth Bund /Sediment Fence,Preliminaries - Project Management Responsibility
,,Minor clearing of vegetation undertaken,,Minor clearing of vegetation undertaken – where applicable.,C213 Earthworks
,,Demolition works/Spoil Removal undertaken,,Demolition works / Spoil Removal undertaken and spoil removed from site to Quirks Quarry.,C213 Earthworks
,,Table drains shaped to allow water to flow freely,,Table drains shaped to allow water to flow freely and best marry into existing surfaces.,C213 Earthworks
,,Proof roll subgrade,,Proof roll subgrade: If foundation fails TSC to be notified and to provided direction,C242 Flexible Pavements
,,Road base Material,,Road base Material: Material source along with conforming material NATA test certificates have been submitted and approved by the Principal (Material Stockpile Lot),C242 Flexible Pavements
,,Layers compacted to 100% Standard compaction,,"If testing required - Layers compacted to 100% Standard compaction for full formation width. Compaction testing to be done 1 test per 500m2, minimum of 3 test taken at a time (per lot) or as directed otherwise.",C242 Flexible Pavements
,,Levels of gravel marry into existing,,Levels of gravel marry into existing and deviation does not exceed 12mm over the length of a 3m straight edge.,C242 Flexible Pavements
,,Geotextile,,Geotextile – A34 Geotextile separator placed prior to rock placement IF DIRECTED or WITHIN SCOPE,Rock Revetment
,,Rock Placement,,Rock Placement - Rock to be placed in completed drain profile as per agreed scope. Correct Rock Size Placed:,Rock Revetment
,,Existing rock to be grouted as per agreed scope,,Existing rock to be grouted as per agreed scope.,Grouted Rock Pitching
,,Rocks cleaned down at end of grouting,,Rocks to be cleaned down at end of grouting for neat finish,Grouted Rock Pitching
,,Suitable subgrade material,,Suitable subgrade material and prepared to suitable surface,Excavation & Preparation
,,Dimensions & positions of forms checked,,"Dimensions and positions of forms shall be carefully checked after the forms are erected. Forms shall be aligned accurately and the location of all fittings, hold formers etc. checked prior to placing of concrete.",Formwork & Reinforcement
,,Placing of reinforcement as per agreed scope,,"Placing of reinforcement as per agreed scope, with reference to Typical Construction Details. Reinforcement to maintain a 50mm vertical and horizontal cover unless directed otherwise.",Formwork & Reinforcement
,,Concrete mixed & delivered with reqs. of AS 1379,,The concrete shall be mixed and delivered in accordance with the requirements of AS 1379 relating to: -,Ready Mix Concrete
,,Freshly placed concrete compacted,,"The freshly placed concrete compacted by continuous spading, slicing or by vibrator units. Exposed surfaces of the concrete shall be struck off and finished with a wooden float. Corners and edges should be as per the drawings.",Concrete Placement
,,"Surfaces floated, finished & cured as required",,"Surfaces are floated, finished and cured as required to a quality finish. Broom finish as required.",Concrete Placement
,,Two pairs of test specimens moulded,,"Two pairs of test specimens shall be moulded for each 15 cubic metres of concrete, or part thereof, one pair being intended for the 7-day test if required and the other pair for a 28-day test.",Testing - Where Required
,,Stormwater components installed as per scope,,Stormwater components installed as per scope of works,Stormwater Drainage
,,Density testing of pipeline if within roadway,,Density testing of pipeline required if within roadway:- 100% compaction to be achieved,Stormwater Drainage
,,Site Handover,,"Site Handover: All works complete, demobilised and site handed back to TSC",Close Out
,,Verify conformance including close out of NCR’s,,Verify conformance including close out of NCR’s,Close Out
,,Damage No. (DM) signed off & closed by PM/rep.,,Damage No. (DM) signed off and closed by PM or representative,Close Out
