type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,Floor / Skirting,,,,,,Floor / Skirting
checkpoint,Skirting Complete,,,,,,
,,,,,,,
checklist-flat,Wall Checklist,,,,,,Wall Checklist
checkpoint,Tile Wall,,,,,,
checkpoint,Grout Wall,,,,,,
,,,,,,,
checklist-flat,Splashback Checklist,,,,,,Splashback Checklist
checkpoint,Tile Splashback,,,,,,
checkpoint,Grout Splashback,,,,,,
,,,,,,,
checklist-flat,Kitchen Floor Checklist,,,,,,Kitchen Floor Checklist
checkpoint,Check Substrate,,,,,,
checkpoint,Install Acoustic Matting,,,,,,
checkpoint,Tile Floor,,,,,,
checkpoint,Grout Floor,,,,,,
,,,,,,,
checklist-flat,Floor Checklist,,,,,,Floor Checklist
checkpoint,Check Substrate,,,,,,
checkpoint,Waterproof complete,,,,,,
checkpoint,Screed,,,,,,
checkpoint,Check Falls to Floor Waste,,,,,,
checkpoint,Tile Floor,,,,,,
checkpoint,Grout Floor,,,,,,
,,,,,,,
checklist-flat,Variations,,,,,,Variations
checkpoint,Variations details entered (comment and take a photo where applicable),,,,,,
