Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,
,,L1 - SP2F Walls,,sp2f walls,l1,,,
,,L1 - ALO2 Walls,,l1,alo2 walls,,,
,,L1 - AP1,,l1,ap1,,,
,,L1 - AP2,,l1,ap2,,,
,,L2 - B4F Walls,,b4f walls,l2,,,
,,L2 - B56F Walls,,b56f walls,l2,,,
,,L2 - C2F Walls,,l2,c2f walls,,,
,,L2 - C12F Walls,,l2,c12f walls,,,
,,L2 - S40 Walls,,l2,s40 walls,,,
,,L2 - S41 Walls,,l2,s41 walls,,,
,,L2 - S1F Walls,,s1f walls,l2,,,
,,L2 - S2F Walls,,s2f walls,l2,,,
,,L2 - SW2F Walls,,sw2f walls,l2,,,
,,L2 - ALO1 Walls,,l2,alo1 walls,,,
,,L3 - Informal Learning 301-305,,Partition Wall,Informal Learning 301-305,L3,Wake Concepts Site QA,
,,L3 - Meeting 304,,Partition Wall,Meeting 304,L3,Wake Concepts Site QA,
,,L3 - Collaborative Learning 309,,Partition Wall,Collaborative Learning 309,L3,Wake Concepts Site QA,
,,L3 - Collaborative Learning 311,,Partition Wall,Collaborative Learning 311,L3,Wake Concepts Site QA,
,,L3 - Collaborative Learning 312,,Partition Wall,Collaborative Learning 312,L3,Wake Concepts Site QA,
,,L3 - Circulation,,Partition Wall,Circulation,L3,Wake Concepts Site QA,
,,L4 - Terrace 404-406,,Wake Concepts Site QA,L4,Terrace 404-406,Partition Wall,
,,L4 - Quiet 410,,Wake Concepts Site QA,L4,Quiet 410,Partition Wall,
,,L4 - Meeting 411,,Wake Concepts Site QA,L4,Meeting 411,Partition Wall,
,,L4 - Quiet 412,,Wake Concepts Site QA,L4,Quiet 412,Partition Wall,
,,L4 - Meeting 413,,Wake Concepts Site QA,L4,Meeting 413,Partition Wall,
,,L4 - Collaborative Learning 415,,Wake Concepts Site QA,L4,Collaborative Learning 415,Partition Wall,
,,L4 - Computer Lab 416,,Wake Concepts Site QA,L4,Computer Lab 416,Partition Wall,
,,L4 - Meeting 417,,Wake Concepts Site QA,L4,Meeting 417,Partition Wall,
,,L4 - Meeting 418,,Wake Concepts Site QA,L4,Meeting 418,Partition Wall,
,,L4 - Office 419,,Wake Concepts Site QA,L4,Office 419,Partition Wall,
,,L4 - Quiet 420,,Wake Concepts Site QA,L4,Quiet 420,Partition Wall,
,,L4 - Office 421,,Wake Concepts Site QA,L4,Office 421,Partition Wall,
,,L4 - Quiet 422,,Wake Concepts Site QA,L4,Quiet 422,Partition Wall,
,,L4 - Office 424,,Wake Concepts Site QA,L4,Office 424,Partition Wall,
,,L4 - Staff Café 427,,Wake Concepts Site QA,L4,Staff Café 427,Partition Wall,
,,L4 - Open Collaboration 428,,Wake Concepts Site QA,L4,Open Collaboration 428,Partition Wall,
,,L4 - Utility 429,,Wake Concepts Site QA,L4,Utility 429,Partition Wall,
,,L4 - Open Workplace 430,,Wake Concepts Site QA,L4,Open Workplace 430,Partition Wall,
,,L4 - Office 431,,Wake Concepts Site QA,L4,Office 431,Partition Wall,
,,L4 - Office 432,,Wake Concepts Site QA,L4,Office 432,Partition Wall,
,,L4 - Mechanical 402,,Wake Concepts Site QA,L4,Mechanical 402,Partition Wall,
,,L4 - Quiet 433,,Wake Concepts Site QA,L4,Quiet 433,Partition Wall,
,,L4 - Meeting 434,,Wake Concepts Site QA,L4,Meeting 434,Partition Wall,
,,L4 - Male Prayer 435,,Wake Concepts Site QA,L4,Male Prayer 435,Partition Wall,
,,L4 - SHAFT WALLS,,Wake Concepts Site QA,L4,STAGE 1,SHAFT WALLS,Partition Wall
,,L4 - EASTERN RISER CUPBOARDS/STH,,Wake Concepts Site QA,L4,STAGE 1,EASTERN RISER CUPBOARDS/STH,Partition Wall
,,L4 - RISER A- B - C,,Wake Concepts Site QA,L4,STAGE 2,RISER A- B - C,Partition Wall
,,L4 - RISER D,,Wake Concepts Site QA,L4,STAGE 2,RISER D,Partition Wall
,,L4 - MALE,,Wake Concepts Site QA,L4,STAGE 3,MALE,Partition Wall
,,L4 - FEMALE,,Wake Concepts Site QA,L4,STAGE 3,FEMALE,Partition Wall
,,L4 - DDA,,Wake Concepts Site QA,L4,STAGE 3,DDA,Partition Wall
,,L4 - EASTERN RISER CUPBOARDS/NTH,,Wake Concepts Site QA,L4,STAGE 5,EASTERN RISER CUPBOARDS/NTH,Partition Wall
,,L4 - RISER E,,Wake Concepts Site QA,L4,STAGE 5,RISER E,Partition Wall
,,L5 - Informal Learning 501,,Wake Concepts Site QA,L5,Informal Learning 501,Partition Wall,
,,L5 - Collaborative Learning 505,,Wake Concepts Site QA,L5,Collaborative Learning 505,Partition Wall,
,,L5 - Collaborative Learning 506,,Wake Concepts Site QA,L5,Collaborative Learning 506,Partition Wall,
,,L5 - Collaborative Learning 507,,Wake Concepts Site QA,L5,Collaborative Learning 507,Partition Wall,
,,L5 - Meeting 509,,Wake Concepts Site QA,L5,Meeting 509,Partition Wall,
,,L5 - Meeting 510,,Wake Concepts Site QA,L5,Meeting 510,Partition Wall,
,,L5 - Quiet 511,,Wake Concepts Site QA,L5,Quiet 511,Partition Wall,
,,L5 - Office 512,,Wake Concepts Site QA,L5,Office 512,Partition Wall,
,,L5 - Quiet 513,,Wake Concepts Site QA,L5,Quiet 513,Partition Wall,
,,L5 - Office 514,,Wake Concepts Site QA,L5,Office 514,Partition Wall,
,,L5 - Quiet 515,,Wake Concepts Site QA,L5,Quiet 515,Partition Wall,
,,L5 - Office 518,,Wake Concepts Site QA,L5,Office 518,Partition Wall,
,,L5 - Office 519,,Wake Concepts Site QA,L5,Office 519,Partition Wall,
,,L5 - Office 524,,Wake Concepts Site QA,L5,Office 524,Partition Wall,
,,L5 - Office 525,,Wake Concepts Site QA,L5,Office 525,Partition Wall,
,,L5 - Quiet 526,,Wake Concepts Site QA,L5,Quiet 526,Partition Wall,
,,L5 - Meeting 527,,Wake Concepts Site QA,L5,Meeting 527,Partition Wall,
,,L5 - Female Prayer 528,,Wake Concepts Site QA,L5,Female Prayer 528,Partition Wall,
,,L5 - Mechanical 502,,Wake Concepts Site QA,L5,Mechanical 502,Partition Wall,
,,L5 - STAGE 1 - SHAFT WALLS,,Wake Concepts Site QA,L5,STAGE 1,SHAFT WALLS,Partition Wall
,,L5 - STAGE 1 - EASTERN RISER CUPBOARDS/STH,,Wake Concepts Site QA,L5,STAGE 1,EASTERN RISER CUPBOARDS/STH,Partition Wall
,,L5 - STAGE 2 - RISER A- B - C,,Wake Concepts Site QA,L5,STAGE 2,RISER A- B - C,Partition Wall
,,L5 - STAGE 2 - RISER D,,Wake Concepts Site QA,L5,STAGE 2,RISER D,Partition Wall
,,L5 - STAGE 3 - MALE,,Wake Concepts Site QA,L5,STAGE 3,MALE,Partition Wall
,,L5 - STAGE 3 - FEMALE,,Wake Concepts Site QA,L5,STAGE 3,FEMALE,Partition Wall
,,L5 - STAGE 3 - DDA,,Wake Concepts Site QA,L5,STAGE 3,DDA,Partition Wall
,,L5 - STAGE 5 - EASTERN RISER CUPBOARDS/NTH,,Wake Concepts Site QA,L5,STAGE 5,EASTERN RISER CUPBOARDS/NTH,Partition Wall
,,L5 - STAGE 5 - RISER E,,Wake Concepts Site QA,L5,STAGE 5,RISER E,Partition Wall
,,L6 - Collaborative Learning 605,,Wake Concepts Site QA,L6,Collaborative Learning 605,Partition Wall,
,,L6 - Meeting 607,,Wake Concepts Site QA,L6,Meeting 607,Partition Wall,
,,L6 - Breakout 608,,Wake Concepts Site QA,L6,Breakout 608,Partition Wall,
,,L6 - Meeting 609,,Wake Concepts Site QA,L6,Meeting 609,Partition Wall,
,,L6 - Meeting 610,,Wake Concepts Site QA,L6,Meeting 610,Partition Wall,
,,L6 - Meeting 611,,Wake Concepts Site QA,L6,Meeting 611,Partition Wall,
,,L6 - Quiet 612,,Wake Concepts Site QA,L6,Quiet 612,Partition Wall,
,,L6 - Office 613,,Wake Concepts Site QA,L6,Office 613,Partition Wall,
,,L6 - Quiet 614,,Wake Concepts Site QA,L6,Quiet 614,Partition Wall,
,,L6 - Office 615,,Wake Concepts Site QA,L6,Office 615,Partition Wall,
,,L6 - Quiet 616,,Wake Concepts Site QA,L6,Quiet 616,Partition Wall,
,,L6 - Office 619,,Wake Concepts Site QA,L6,Office 619,Partition Wall,
,,L6 - Office 620,,Wake Concepts Site QA,L6,Office 620,Partition Wall,
,,L6 - Quiet 621,,Wake Concepts Site QA,L6,Quiet 621,Partition Wall,
,,L6 - Office 622,,Wake Concepts Site QA,L6,Office 622,Partition Wall,
,,L6 - Office 623,,Wake Concepts Site QA,L6,Office 623,Partition Wall,
,,L6 - Open Workplace 624,,Wake Concepts Site QA,L6,Open Workplace 624,Partition Wall,
,,L6 - Office 629,,Wake Concepts Site QA,L6,Office 629,Partition Wall,
,,L6 - Office 630,,Wake Concepts Site QA,L6,Office 630,Partition Wall,
,,L6 - Mechanical 602,,Wake Concepts Site QA,L6,Mechanical 602,Partition Wall,
,,L6 - Quiet 631,,Wake Concepts Site QA,L6,Quiet 631,Partition Wall,
,,L6 - Meeting 632,,Wake Concepts Site QA,L6,Meeting 632,Partition Wall,
,,L6 - Parents Room 633,,Wake Concepts Site QA,L6,Parents Room 633,Partition Wall,
,,L6 - Recording Booth 634,,Wake Concepts Site QA,L6,Recording Booth 634,Partition Wall,
,,L6 - Recording Booth 635,,Wake Concepts Site QA,L6,Recording Booth 635,Partition Wall,
,,L6 - SHAFT WALLS,,Wake Concepts Site QA,L6,STAGE 1,SHAFT WALLS,Partition Wall
,,L6 - EASTERN RISER CUPBOARDS/STH,,Wake Concepts Site QA,L6,STAGE 1,EASTERN RISER CUPBOARDS/STH,Partition Wall
,,L6 - RISER A- B - C,,Wake Concepts Site QA,L6,STAGE 2,RISER A- B - C,Partition Wall
,,L6 - RISER D,,Wake Concepts Site QA,L6,STAGE 2,RISER D,Partition Wall
,,L6 - MALE,,Wake Concepts Site QA,L6,STAGE 3,MALE,Partition Wall
,,L6 - FEMALE,,Wake Concepts Site QA,L6,STAGE 3,FEMALE,Partition Wall
,,L6 - DDA,,Wake Concepts Site QA,L6,STAGE 3,DDA,Partition Wall
,,L6 - EASTERN RISER CUPBOARDS/NTH,,Wake Concepts Site QA,L6,STAGE 5,EASTERN RISER CUPBOARDS/NTH,Partition Wall
,,L6 - RISER E,,Wake Concepts Site QA,L6,STAGE 5,RISER E,Partition Wall
,,L7 - Meeting 704,,Wake Concepts Site QA,L7,Meeting 704,Partition Wall,
,,L7 - Meeting 705,,Wake Concepts Site QA,L7,Meeting 705,Partition Wall,
,,L7 - Open Workplace 708,,Wake Concepts Site QA,L7,Open Workplace 708,Partition Wall,
,,L7 - Quiet 709,,Wake Concepts Site QA,L7,Quiet 709,Partition Wall,
,,L7 - Office 710,,Wake Concepts Site QA,L7,Office 710,Partition Wall,
,,L7 - Meeting 711,,Wake Concepts Site QA,L7,Meeting 711,Partition Wall,
,,L7 - Meeting 714,,Wake Concepts Site QA,L7,Meeting 714,Partition Wall,
,,L7 - Office 715,,Wake Concepts Site QA,L7,Office 715,Partition Wall,
,,L7 - Meeting 716,,Wake Concepts Site QA,L7,Meeting 716,Partition Wall,
,,L7 - Meeting 717,,Wake Concepts Site QA,L7,Meeting 717,Partition Wall,
,,L7 - Meeting 718,,Wake Concepts Site QA,L7,Meeting 718,Partition Wall,
,,L7 - Quiet 719,,Wake Concepts Site QA,L7,Quiet 719,Partition Wall,
,,L7 - Meeting 720,,Wake Concepts Site QA,L7,Meeting 720,Partition Wall,
,,L7 - Quiet 721,,Wake Concepts Site QA,L7,Quiet 721,Partition Wall,
,,L7 - Office 722,,Wake Concepts Site QA,L7,Office 722,Partition Wall,
,,L7 - Quiet 723,,Wake Concepts Site QA,L7,Quiet 723,Partition Wall,
,,L7 - Office 724,,Wake Concepts Site QA,L7,Office 724,Partition Wall,
,,L7 - Quiet 725,,Wake Concepts Site QA,L7,Quiet 725,Partition Wall,
,,L7 - Office 727,,Wake Concepts Site QA,L7,Office 727,Partition Wall,
,,L7 - Office 728,,Wake Concepts Site QA,L7,Office 728,Partition Wall,
,,L7 - Quiet 729,,Wake Concepts Site QA,L7,Quiet 729,Partition Wall,
,,L7 - Office 730,,Wake Concepts Site QA,L7,Office 730,Partition Wall,
,,L7 - Office 731,,Wake Concepts Site QA,L7,Office 731,Partition Wall,
,,L7 - Meeting 736,,Wake Concepts Site QA,L7,Meeting 736,Partition Wall,
,,L7 - AC Plant 703,,Wake Concepts Site QA,L7,AC Plant 703,Partition Wall,
,,L7 - Office 737,,Wake Concepts Site QA,L7,Office 737,Partition Wall,
,,L7 - Office 738,,Wake Concepts Site QA,L7,Office 738,Partition Wall,
,,L7 - Quiet 739,,Wake Concepts Site QA,L7,Quiet 739,Partition Wall,
,,L7 - Utility 740,,Wake Concepts Site QA,L7,Utility 740,Partition Wall,
,,L7 - STAGE 1 - SHAFT WALLS,,Wake Concepts Site QA,L7,STAGE 1,SHAFT WALLS,Partition Wall
,,L7 - STAGE 1 - EASTERN RISER CUPBOARDS/STH,,Wake Concepts Site QA,L7,STAGE 1,EASTERN RISER CUPBOARDS/STH,Partition Wall
,,L7 - STAGE 2 - RISER A- B - C,,Wake Concepts Site QA,L7,STAGE 2,RISER A- B - C,Partition Wall
,,L7 - STAGE 2 - RISER D,,Wake Concepts Site QA,L7,STAGE 2,RISER D,Partition Wall
,,L7 - STAGE 3 - MALE,,Wake Concepts Site QA,L7,STAGE 3,MALE,Partition Wall
,,L7 - STAGE 3 - FEMALE,,Wake Concepts Site QA,L7,STAGE 3,FEMALE,Partition Wall
,,L7 - STAGE 3 - DDA,,Wake Concepts Site QA,L7,STAGE 3,DDA,Partition Wall
,,L7 - STAGE 5 - EASTERN RISER CUPBOARDS/NTH,,Wake Concepts Site QA,L7,STAGE 5,EASTERN RISER CUPBOARDS/NTH,Partition Wall
,,L7 - STAGE 5 - RISER E,,Wake Concepts Site QA,L7,STAGE 5,RISER E,Partition Wall
,,L8 - Amenities,,Wake Concepts Site QA,L8,Amenities,Partition Wall,
,,L8 - STAGE 1 - SHAFT WALLS,,Wake Concepts Site QA,L8,STAGE 1,SHAFT WALLS,Partition Wall
,,L8 - STAGE 1 - EASTERN RISER CUPBOARDS/STH,,Wake Concepts Site QA,L8,STAGE 1,EASTERN RISER CUPBOARDS/STH,Partition Wall
,,L8 - STAGE 2 - RISER A- B - C,,Wake Concepts Site QA,L8,STAGE 2,RISER A- B - C,Partition Wall
,,L8 - STAGE 2 - RISER D,,Wake Concepts Site QA,L8,STAGE 2,RISER D,Partition Wall
,,L8 - STAGE 3 - MALE,,Wake Concepts Site QA,L8,STAGE 3,MALE,Partition Wall
,,L8 - STAGE 3 - FEMALE,,Wake Concepts Site QA,L8,STAGE 3,FEMALE,Partition Wall
,,L8 - STAGE 3 - DDA,,Wake Concepts Site QA,L8,STAGE 3,DDA,Partition Wall
,,L9 - STAGE 1 - SHAFT WALLS,,Wake Concepts Site QA,L9,STAGE 1,SHAFT WALLS,Partition Wall
,,L9 - STAGE 1 - EASTERN RISER CUPBOARDS/STH,,Wake Concepts Site QA,L9,STAGE 1,EASTERN RISER CUPBOARDS/STH,Partition Wall
,,L9 - STAGE 2 - RISER A- B - C,,Wake Concepts Site QA,L9,STAGE 2,RISER A- B - C,Partition Wall
,,L9 - STAGE 2,,Wake Concepts Site QA,L9,STAGE 2,Partition Wall,
,,L9 - STAGE 2 - RISER D,,Wake Concepts Site QA,L9,STAGE 2,RISER D,Partition Wall
,,L9 - STAGE 3 - MALE,,Wake Concepts Site QA,L9,STAGE 3,MALE,Partition Wall
,,L9 - STAGE 3,,Wake Concepts Site QA,L9,STAGE 3,Partition Wall,
,,L9 - STAGE 3 - FEMALE,,Wake Concepts Site QA,L9,STAGE 3,FEMALE,Partition Wall
,,L9 - STAGE 3 - DDA,,Wake Concepts Site QA,L9,STAGE 3,DDA,Partition Wall
,,L9 - STAGE 5 - LIFT LOBBY,,Wake Concepts Site QA,L9,STAGE 5,LIFT LOBBY,Partition Wall
,,L9 - STAGE 5 - EASTERN RISER CUPBOARDS/NTH,,Wake Concepts Site QA,L9,STAGE 5,EASTERN RISER CUPBOARDS/NTH,Partition Wall
,,L9 - STAGE 5 - RISER E,,Wake Concepts Site QA,L9,STAGE 5,RISER E,Partition Wall
,,L10 - STAGE 1 - SHAFT WALLS,,Wake Concepts Site QA,L10,STAGE 1,SHAFT WALLS,Partition Wall
,,L10 - STAGE 1 - EASTERN RISER CUPBOARDS/STH,,Wake Concepts Site QA,L10,STAGE 1,EASTERN RISER CUPBOARDS/STH,Partition Wall
,,L10 - STAGE 2 - RISER A- B - C,,Wake Concepts Site QA,L10,STAGE 2,RISER A- B - C,Partition Wall
,,L10 - STAGE 2 - RISER D,,Wake Concepts Site QA,L10,STAGE 2,RISER D,Partition Wall
,,L10 - STAGE 3 - MALE,,Wake Concepts Site QA,L10,STAGE 3,MALE,Partition Wall
,,L10 - STAGE 3 - FEMALE,,Wake Concepts Site QA,L10,STAGE 3,FEMALE,Partition Wall
,,L10 - STAGE 3 - DDA,,Wake Concepts Site QA,L10,STAGE 3,DDA,Partition Wall
,,L10 - STAGE 5 - LIFT LOBBY,,Wake Concepts Site QA,L10,STAGE 5,LIFT LOBBY,Partition Wall
,,L10 - STAGE 5 - RISER E,,Wake Concepts Site QA,L10,STAGE 5,RISER E,Partition Wall
,,L10 - STAGE 5 - EASTERN RISER CUPBOARDS/NTH,,Wake Concepts Site QA,L10,STAGE 5,EASTERN RISER CUPBOARDS/NTH,Partition Wall
,,L11 - STAGE 1 - SHAFT WALLS,,Wake Concepts Site QA,L11,STAGE 1,SHAFT WALLS,Partition Wall
,,L11 - EASTERN RISER CUPBOARDS/STH,,Wake Concepts Site QA,L11,STAGE 1,EASTERN RISER CUPBOARDS/STH,Partition Wall
,,L11 - RISER A- B - C,,Wake Concepts Site QA,L11,STAGE 2,RISER A- B - C,Partition Wall
,,L11 - RISER D,,Wake Concepts Site QA,L11,STAGE 2,RISER D,Partition Wall
,,L11 - MALE,,Wake Concepts Site QA,L11,STAGE 3,MALE,Partition Wall
,,L11 - FEMALE,,Wake Concepts Site QA,L11,STAGE 3,FEMALE,Partition Wall
,,L11 - DDA,,Wake Concepts Site QA,L11,STAGE 3,DDA,Partition Wall
,,L11 - LIFT LOBBY,,Wake Concepts Site QA,L11,STAGE 5,LIFT LOBBY,Partition Wall
,,L11 - EASTERN RISER CUPBOARDS/NTH,,Wake Concepts Site QA,L11,STAGE 5,EASTERN RISER CUPBOARDS/NTH,Partition Wall
,,L11 - RISER E,,Wake Concepts Site QA,L11,STAGE 5,RISER E,Partition Wall
,,L12 - SHAFT WALLS,,Wake Concepts Site QA,L12,STAGE 1,SHAFT WALLS,Partition Wall
,,L12 - EASTERN RISER CUPBOARDS/STH,,Wake Concepts Site QA,L12,STAGE 1,EASTERN RISER CUPBOARDS/STH,Partition Wall
,,L12 - RISER A- B - C,,Wake Concepts Site QA,L12,STAGE 2,RISER A- B - C,Partition Wall
,,L12 - RISER D,,Wake Concepts Site QA,L12,STAGE 2,RISER D,Partition Wall
,,L12 - MALE,,Wake Concepts Site QA,L12,STAGE 3,MALE,Partition Wall
,,L12 - FEMALE,,Wake Concepts Site QA,L12,STAGE 3,FEMALE,Partition Wall
,,L12 - DDA,,Wake Concepts Site QA,L12,STAGE 3,DDA,Partition Wall
,,L12 - LIFT LOBBY,,Wake Concepts Site QA,L12,STAGE 5,LIFT LOBBY,Partition Wall
,,L12 - EASTERN RISER CUPBOARDS/NTH,,Wake Concepts Site QA,L12,STAGE 5,EASTERN RISER CUPBOARDS/NTH,Partition Wall
,,L12 - RISER E,,Wake Concepts Site QA,L12,STAGE 5,RISER E,Partition Wall
,,L13 - SHAFT WALLS,,Wake Concepts Site QA,L13,STAGE 1,SHAFT WALLS,Partition Wall
,,L13 - EASTERN RISER CUPBOARDS/STH,,Wake Concepts Site QA,L13,STAGE 1,EASTERN RISER CUPBOARDS/STH,Partition Wall
,,L13 - RISER A- B - C,,Wake Concepts Site QA,L13,STAGE 2,RISER A- B - C,Partition Wall
,,L13 - RISER D,,Wake Concepts Site QA,L13,STAGE 2,RISER D,Partition Wall
,,L13 - MALE,,Wake Concepts Site QA,L13,STAGE 3,MALE,Partition Wall
,,L13 - FEMALE,,Wake Concepts Site QA,L13,STAGE 3,FEMALE,Partition Wall
,,L13 - DDA,,Wake Concepts Site QA,L13,STAGE 3,DDA,Partition Wall
,,L13 - LIFT LOBBY,,Wake Concepts Site QA,L13,STAGE 5,LIFT LOBBY,Partition Wall
,,L13 - EASTERN RISER CUPBOARDS/NTH,,Wake Concepts Site QA,L13,STAGE 5,EASTERN RISER CUPBOARDS/NTH,Partition Wall
,,L13 - RISER E,,Wake Concepts Site QA,L13,STAGE 5,RISER E,Partition Wall
,,L14 - Collaborative Learning 1426A,,Wake Concepts Site QA,L14,Collaborative Learning 1426A,Partition Wall,
,,L14 - Collaborative Learning 1426B,,Wake Concepts Site QA,L14,Collaborative Learning 1426B,Partition Wall,
,,L14 - Meeting 1431,,Wake Concepts Site QA,L14,Meeting 1431,Partition Wall,
,,L14 - Meeting 1434,,Wake Concepts Site QA,L14,Meeting 1434,Partition Wall,
,,L14 - Circulation,,Wake Concepts Site QA,L14,Circulation,Partition Wall,
,,L14 - SHAFT WALLS,,Wake Concepts Site QA,L14,STAGE 1,SHAFT WALLS,Partition Wall
,,L14 - EASTERN RISER CUPBOARDS/STH,,Wake Concepts Site QA,L14,STAGE 1,EASTERN RISER CUPBOARDS/STH,Partition Wall
,,L14 - RISER A- B - C,,Wake Concepts Site QA,L14,STAGE 2,RISER A- B - C,Partition Wall
,,L14 - RISER D,,Wake Concepts Site QA,L14,STAGE 2,RISER D,Partition Wall
,,L14 - MALE,,Wake Concepts Site QA,L14,STAGE 3,MALE,Partition Wall
,,L14 - FEMALE,,Wake Concepts Site QA,L14,STAGE 3,FEMALE,Partition Wall
,,L14 - DDA,,Wake Concepts Site QA,L14,STAGE 3,DDA,Partition Wall
,,L14 - LIFT LOBBY,,Wake Concepts Site QA,L14,STAGE 5,LIFT LOBBY,Partition Wall
,,L14 - EASTERN RISER CUPBOARDS/NTH,,Wake Concepts Site QA,L14,STAGE 5,EASTERN RISER CUPBOARDS/NTH,Partition Wall
,,L14 - RISER E,,Wake Concepts Site QA,L14,STAGE 5,RISER E,Partition Wall
,,L15 - SHAFT WALLS,,Wake Concepts Site QA,L15,STAGE 1,SHAFT WALLS,Partition Wall
,,L15 - EASTERN RISER CUPBOARDS/STH,,Wake Concepts Site QA,L15,STAGE 1,EASTERN RISER CUPBOARDS/STH,Partition Wall
,,L15 - RISER A- B - C,,Wake Concepts Site QA,L15,STAGE 2,RISER A- B - C,Partition Wall
,,L15 - RISER D,,Wake Concepts Site QA,L15,STAGE 2,RISER D,Partition Wall
,,L15 - MALE,,Wake Concepts Site QA,L15,STAGE 3,MALE,Partition Wall
,,L15 - FEMALE,,Wake Concepts Site QA,L15,STAGE 3,FEMALE,Partition Wall
,,L15 - DDA,,Wake Concepts Site QA,L15,STAGE 3,DDA,Partition Wall
,,L15 - LIFT LOBBY,,Wake Concepts Site QA,L15,STAGE 5,LIFT LOBBY,Partition Wall
,,L15 - EASTERN RISER CUPBOARDS/NTH,,Wake Concepts Site QA,L15,STAGE 5,EASTERN RISER CUPBOARDS/NTH,Partition Wall
,,L15 - RISER E,,Wake Concepts Site QA,L15,STAGE 5,RISER E,Partition Wall
,,L16 - SHAFT WALLS,,Wake Concepts Site QA,L16,STAGE 1,SHAFT WALLS,Partition Wall
,,L16 - EASTERN RISER CUPBOARDS/STH,,Wake Concepts Site QA,L16,STAGE 1,EASTERN RISER CUPBOARDS/STH,Partition Wall
,,L16 - RISER A- B - C,,Wake Concepts Site QA,L16,STAGE 2,RISER A- B - C,Partition Wall
,,L16 - RISER D,,Wake Concepts Site QA,L16,STAGE 2,RISER D,Partition Wall
,,L16 - MALE,,Wake Concepts Site QA,L16,STAGE 3,MALE,Partition Wall
,,L16 - FEMALE,,Wake Concepts Site QA,L16,STAGE 3,FEMALE,Partition Wall
,,L16 - DDA,,Wake Concepts Site QA,L16,STAGE 3,DDA,Partition Wall
,,L16 - LIFT LOBBY,,Wake Concepts Site QA,L16,STAGE 5,LIFT LOBBY,Partition Wall
,,L16 - EASTERN RISER CUPBOARDS/NTH,,Wake Concepts Site QA,L16,STAGE 5,EASTERN RISER CUPBOARDS/NTH,Partition Wall
,,L16 - RISER E,,Wake Concepts Site QA,L16,STAGE 5,RISER E,Partition Wall
,,L17 - SHAFT WALLS,,Wake Concepts Site QA,L17,STAGE 1,SHAFT WALLS,Partition Wall
,,L17 - EASTERN RISER CUPBOARDS/STH,,Wake Concepts Site QA,L17,STAGE 1,EASTERN RISER CUPBOARDS/STH,Partition Wall
,,L17 - RISER A- B - C,,Wake Concepts Site QA,L17,STAGE 2,RISER A- B - C,Partition Wall
,,L17 - RISER D,,Wake Concepts Site QA,L17,STAGE 2,RISER D,Partition Wall
