resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,step,,,Stage 1,,,,,,,,
,,step,,,,B01,,,,,,,
,,step,,,,,Ground Floor,,,,,,
,,step,,,,,,Area A,,,,,
,,step,,,,,,,Care Rooms,,,,
S - S - Fire Alarm,S - S - Fire Sprinkler,folder-with-checklists,,,,,,,,G1C,,,
S - S - Fire Alarm,S - S - Fire Sprinkler,folder-with-checklists,,,,,,,,G2C,,,
S - S - Fire Alarm,S - S - Fire Sprinkler,folder-with-checklists,,,,,,,,G3C,,,
S - S - Fire Alarm,S - S - Fire Sprinkler,folder-with-checklists,,,,,,,,G4C,,,
S - S - Fire Alarm,S - S - Fire Sprinkler,folder-with-checklists,,,,,,,,G5C,,,
S - S - Fire Alarm,S - S - Fire Sprinkler,folder-with-checklists,,,,,,,,G6C,,,
S - S - Fire Alarm,S - S - Fire Sprinkler,folder-with-checklists,,,,,,,,G7C,,,
S - S - Fire Alarm,S - S - Fire Sprinkler,folder-with-checklists,,,,,,,,G8C,,,
S - S - Fire Alarm,S - S - Fire Sprinkler,folder-with-checklists,,,,,,,,G9C,,,
S - S - Fire Alarm,S - S - Fire Sprinkler,folder-with-checklists,,,,,,,,G10C,,,
S - S - Fire Alarm,S - S - Fire Sprinkler,folder-with-checklists,,,,,,,,G11C,,,
S - S - Fire Alarm,S - S - Fire Sprinkler,folder-with-checklists,,,,,,,,G12C,,,
S - S - Fire Alarm,S - S - Fire Sprinkler,folder-with-checklists,,,,,,,,G13C,,,
S - S - Fire Alarm,S - S - Fire Sprinkler,folder-with-checklists,,,,,,,,G14C,,,
S - S - Fire Alarm,S - S - Fire Sprinkler,folder-with-checklists,,,,,,,,G15C,,,
S - S - Fire Alarm,S - S - Fire Sprinkler,folder-with-checklists,,,,,,,,G16C,,,
S - S - Fire Alarm,S - S - Fire Sprinkler,folder-with-checklists,,,,,,,,G17C,,,
,,step,,,,,,,Common Areas,,,,
S - S - Fire Sprinkler,S - S - Fire Alarm,folder-with-checklists,,,,,,,,Lounge,,,
