type,name,values,prefix,postfix,usage count,user addable,template name
checklist,S - S - Fire Alarm ,,,,,,
section,First Fix,,,,,,
checkpoint,Substrate acceptable,,,,,,
checkpoint,Area accessible,,,,,,
checkpoint,Flush boxes fitted,,,,,,
checkpoint,Ready to line walls,,,,,,
checkpoint,Ready to line ceiling,,,,,,
checkpoint,First fix completed and area cleared of waste,,,,,,
checkpoint,Main contractor sign off,,,,,,
section,Second Fix,,,,,,
checkpoint,Ceiling fitted off,,,,,,
checkpoint,Walls fitted off,,,,,,
checkpoint,Second fix completed in all aspects and area cleared of waste,,,,,,
checkpoint,Inspections completed and issued to Foreman,,,,,,
holdpoint,CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS,,,,,,
,,,,,,,
checklist,S - S - Fire Sprinkler,,,,,,
section,First Fix,,,,,,
checkpoint,Substrate acceptable,,,,,,
checkpoint,Area accessible,,,,,,
checkpoint,First fix completed and area cleared of waste,,,,,,
checkpoint,Main contractor sign off,,,,,,
section,Second Fix,,,,,,
checkpoint,Second fix completed in all aspects and area cleared of waste,,,,,,
holdpoint,Main contractor sign off,,,,,,
section,Pressure Test,,,,,,
checkpoint,Pressure Test Info,,,,,,
checkpoint,System pressure test details,,,,,,
checkpoint,Installation conforms to accepted plans,,,,,,
checkpoint,Equipment used is approved,,,,,,
checkpoint,Test Results,,,,,,
checkpoint,Retest required,,,,,,
checkpoint,Installer review completed,,,,,,
checkpoint,Main contractor review completed,,,,,,
holdpoint,Main contractor sign off,,,,,,
checkpoint,Inspections completed and issued to Foreman,,,,,,
holdpoint,CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS,,,,,,
