type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,MSSB CONDITION,,,,,,DELAP ITP - MSSB CONDITION
checkpoint,General condition (with photos),,,,,,
checkpoint,Lockouts,,,,,,
checkpoint,Lamp test,,,,,,
checkpoint,GFA present and operational,,,,,,
checkpoint,Data outlet present for BMS,,,,,,
checkpoint,Drawings avaliable,,,,,,
checkpoint,Clearance to AS3000,,,,,,
checkpoint,Location of MSSB,,,,,,
,,,,,,,
checklist-flat,EXISTING EQUIPMENT,,,,,,DELAP ITP - EXISTING EQUIPMENT
checkpoint,Equipment ID,,,,,,
checkpoint,Circuit breaker/fuse and rating,,,,,,
checkpoint,Cable size/type,,,,,,
checkpoint,Starter- Type (DOL/VSD/EC),,,,,,
checkpoint,AOM operation,,,,,,
checkpoint,Run/Fault light operation,,,,,,
checkpoint,AMP Rating,,,,,,
checkpoint,AMP Draw,,,,,,
checkpoint,Rotation,,,,,,
checkpoint,Location,,,,,,
checkpoint,Photo,,,,,,
checkpoint,"Operational Y/N, comments",,,,,,
,,,,,,,
checklist-flat,Switchboard Installation,,,,,,Switchboard ITP - Switchboard Installation
checkpoint,Wall Avaliable for Mounting Switchboard,,,,,,
checkpoint,Switchboard Installed on Wall,,,,,,
checkpoint,Ensure all rubbish and materials have been picked up and area is clean,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
checklist-flat,Switchboard Energisation,,,,,,Switchboard ITP - Switchboard Energisation
checkpoint,All field cabling terminated,,,,,,
checkpoint,All field tests completed,,,,,,
checkpoint,Power provided at Main Switch and tested,,,,,,
,,,,,,,
checklist-flat,BMS Cubicle Installation,,,,,,Switchboard ITP - BMS Cubicle Installation
checkpoint,Wall Avaliable for Mounting Switchboard,,,,,,
checkpoint,Cubicle Installed on Wall,,,,,,
checkpoint,Ensure all rubbish and materials have been picked up and area is clean,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
checklist-flat,BMS Cubicle Commissioning,,,,,,Switchboard ITP - BMS Cubicle Commissioning
checkpoint,BMS Cubicle powered up,,,,,,
checkpoint,All Cards Online,,,,,,
checkpoint,"All labels, drawings etc installed",,,,,,
checkpoint,BMS Cubicle cleaned out and ready for Handover,,,,,,
,,,,,,,
checklist-flat,Fire Control Panel Installation,,,,,,Switchboard ITP - Fire Control Panel Installation
checkpoint,Wall Avaliable for Mounting Switchboard,,,,,,
