type,name,values,prefix,postfix,usage count,user addable,template name,
checklist,ITP-244-STR-HOP-Bored Piling sense 600,itp,,,,,ITP-244-STR-HOP-Bored Piling sense 600 Rev 0,
section,1. Referenced Documentation,,,,,,,
checkpoint-no-value,Referenced Documentation,,,,,,,
label,Document Title: ITP-244-STR-HOP-Bored Piling Sense 600,,,,,,,
label,ITP Description: Bored Piling Sense 600,,,,,,,
label,Discipline (e.g. CIV/STR/RAIL): 244-STR-HOP,,,,,,,
label,Revision Number: 0,,,,,,,
label,Revision Date: 3/03/2025,,,,,,,
label,ITP created by: Manwel Kalyana,,,,,,,
label,ITP approved for use by: Pradeep Talasila,,,,,,,
label,1.1 - Non Dependent,,,,,,,
label,Reference - VicRoads Section 606 - July 2017,,,,,,,
label,○ VicRoads Section 610 - Feb 2020,,,,,,,
label,○ VicRoads Section 611 - November 2018,,,,,,,
label,○ AS2159-2009,,,,,,,
label,○ AS3810.1 2018,,,,,,,
label,○ AS5100.3-2017,,,,,,,
label,○ AS/NZS 4671 - 2019,,,,,,,
label,○ AS/NZS 1554.3 - 2017,,,,,,,
section,2. Preliminaries - Materials,,,,,,,
checkpoint,2.1 - Concrete Mix,,,,,,,
label,Reference - 610.07 Table 610.071,,,,,,,
label,Acceptance Criteria - Concrete Mix is Registered with VicRoads.,,,,,,,
label,"○ Concrete mix meets strength, grade, and maximum aggregate size as detailed on drawings.",,,,,,,
textbox,Enter: Teambinder Material Approval number,,,,,,,
label,Method - Document Review,,,,,,,
label,"Frequency - Once, for each mix design, 4 weeks prior to placement of concrete",,,,,,,
label,Category - HP,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,
label,Verifying Documents - ConQA Hold Point Release,,,,,,,
date,Date Completed:,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,2.2 - ACRS Certification (for Reinforcement),,,,,,,
label,Reference - 611.05 (a),,,,,,,
label,Acceptance Criteria - Current ACRS certification for materials and for bar processing.,,,,,,,
label,"○ Note: ACRS certificate may cover both aspects or be for each separate portion (e.g 1 for the material supplier and another for the bar processor (bending, cropping and delivery)",,,,,,,
textbox,Enter: Teambinder Material Approval number,,,,,,,
label,Method - Document Review,,,,,,,
label,"Frequency - Once for each supplier, 14 days of award of contract",,,,,,,
label,Category - HP,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,
label,Verifying Documents - This ITP,,,,,,,
date,Date Completed:,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,2.3 - Bar Chairs/Aspros/wheels Certification,,,,,,,
label,Reference - 610.26 (a),,,,,,,
label,"Acceptance Criteria - Plastic bar chairs, wheels, and spacers require bi-annual testing to demostrate suitablity to prevent excessive deformation under loads.",,,,,,,
label,○ Concrete aspros require annual compressive strength and soluble salt testing is required.,,,,,,,
label,○ Relevant test reports demonstrating compliance to this clause shall be submitted for review to the Nominated Authority.,,,,,,,
textbox,Enter: Teambinder Material Approval number,,,,,,,
label,Method - Document Review,,,,,,,
label,"Frequency - Once for each supplier, 14 days prior to placement of reinforcement",,,,,,,
label,Category - HP,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,
label,Verifying Documents - This ITP,,,,,,,
date,Date Completed:,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
section,3. Preliminaries - Procedures & Documentation,,,,,,,
checkpoint,3.1 - Working Platform certification,,,,,,,
label,Acceptance Criteria - Satisfies minimum plant bearing pressures requirement. As per seperate ITP.,,,,,,,
label,Method - Document Review,,,,,,,
label,Frequency - Prior to works commencing & after rain event which there is >10mm in a 24hr period.,,,,,,,
label,Category - HP,,,,,,,
label,Responsibility - Piling Contractor/Geotechnical Engineer/Fulton Hogan Engineer,,,,,,,
label,Verifying Documents - This ITP,,,,,,,
date,Date Completed:,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,3.2 - Piling Operations Work Procedure,,,,,,,
label,Reference - 606.03 (a),,,,,,,
label,Acceptance Criteria - Piling operations work procedure to be submitted for review to the Nominated Authority.,,,,,,,
textbox,Enter: Teambinder Approval number,,,,,,,
label,Method - Document Review,,,,,,,
label,"Frequency - Once, 4 weeks prior to the commencement of piling",,,,,,,
label,Category - HP,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,
label,Verifying Documents - ConQA Hold Point Release,,,,,,,
date,Date Completed:,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,3.3 - Temporary Steel Casings,,,,,,,
label,Reference - 606.03 (b),,,,,,,
label,Acceptance Criteria - Temporary steel casings shall be free from holes and distortion with a smooth internal surface without any projections.,,,,,,,
label,○ Any splices in the casings shall be able to withstand any stresses induced during installation & removal.,,,,,,,
label,○ The casing shall be proof engineered by a proof engineer who is pre-qualified with VicRoads.,,,,,,,
textbox,Enter: Teambinder Approval number,,,,,,,
label,Method - Document Review,,,,,,,
label,"Frequency - Where applicable, once, prior to use",,,,,,,
label,Category - HP,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,
label,Verifying Documents - This ITP,,,,,,,
date,Date Completed:,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,3.4 - Casting Under Water Procedure,,,,,,,
label,Reference - 606.06 (a),,,,,,,
label,"Acceptance Criteria - Casting under water procedure and methodology for removing mud, loose rock and other debris to be submitted for review to the Nominated Authority.",,,,,,,
textbox,Enter: Teambinder Approval number,,,,,,,
label,"○ Note: Piling Operations Work Procedure may cover this requirement - if so, use the same Teambinder Approval Number if this is the case.",,,,,,,
label,Method - Document Review,,,,,,,
label,"Frequency - Where applicable, once, prior to placement of concrete",,,,,,,
label,Category - HP,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,
label,Verifying Documents - This ITP,,,,,,,
date,Date Completed:,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,3.5 - Boring With Bentonite or Polymer Fluids,,,,,,,
label,Reference - 606.03 ( c),,,,,,,
label,Acceptance Criteria - Boring conditions under bentonite or polymer fluids alone or in combination with temporary casings to be submitted for approval to the Nominated Authority.,,,,,,,
textbox,Enter: Teambinder Approval number,,,,,,,
label,"○ Note: Piling Operations Work Procedure may cover this requirement - if so, use the same Teambinder Approval Number if this is the case.",,,,,,,
label,Method - Document Review,,,,,,,
label,"Frequency - Where applicable, once, prior to commencement of boring",,,,,,,
label,Category - HP,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,
label,Verifying Documents - This ITP,,,,,,,
date,Date Completed:,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,3.6 - Dynamic Pile Testing Procedure,,,,,,,
label,Reference - 606.07 (c),,,,,,,
label,"Acceptance Criteria - Details of the proposed pile driving rig, hammer size and drop heights to be submitted for review to the Nominated Authority.",,,,,,,
textbox,Enter: Teambinder Approval number,,,,,,,
label,Method - Document Review,,,,,,,
label,"Frequency - Once, prior to testing",,,,,,,
label,Category - HP,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,
label,Verifying Documents - This ITP,,,,,,,
date,Date Completed:,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,3.7 - Pre-qualified Pile Testing Consultant,,,,,,,
label,Reference - 606.07,,,,,,,
label,Acceptance Criteria - All testing shall be undertaken by a Vicroads pre-qualified consultant who is independent of the piling contractor.,,,,,,,
label,○ Details of the consultant to be submitted for review to the Nominated Authority.,,,,,,,
textbox,Enter: Teambinder Approval number,,,,,,,
label,Method - Document Review,,,,,,,
label,"Frequency - Once, two weeks prior to testing",,,,,,,
label,Category - HP,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,
label,Verifying Documents - ConQA Hold Point Release,,,,,,,
date,Date Completed:,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,3.8 - Reinforcement Welding Specifications & Qualifications,,,,,,,
label,"Reference - 611.13 (a) AS/NZS1554.3, Clauses 3.3.2 & 3.3.3, AS/NZA4671 - 2019, 611.14 (b)",,,,,,,
label,Acceptance Criteria - All welding procedures shall be provided to the engineer and proof engineer for review for compliance with the design requirements.,,,,,,,
textbox,Enter: Teambinder Approval number,,,,,,,
label,Method - Document Review,,,,,,,
label,"Frequency - Where applicable, once, prior to welding",,,,,,,
