"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"04d61b7f-1a75-4ec0-b0d8-474cf3e1e10b","","folder-normal","","","step","TRUE","FALSE","Appselec - Site QA"
"4dfcf2b8-c7cd-4359-a900-49e988422e55","","folder-normal","","","step","TRUE","FALSE","Appselec - Site QA","Conduit ( Cast In)"
"1577570f-4d0b-441f-8770-a7853b7210d1","","folder-normal","","","step","TRUE","FALSE","Appselec - Site QA","Conduit ( Cast In)","B2"
"a1be54d2-7a86-4543-958b-fc741daaefb4","","checklist-flat","","AE-ITCX-007 - Conduit Checklist (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Appselec - Site QA","Conduit ( Cast In)","B2","Pour 1"
"0618835e-0227-4e84-8c47-df1244d63dc8","","checklist-flat","","AE-ITCX-007 - Conduit Checklist (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Appselec - Site QA","Conduit ( Cast In)","B2","Pour 2"
"e0272d87-16a7-43ad-9260-d8625b1d921f","","checklist-flat","","AE-ITCX-007 - Conduit Checklist (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Appselec - Site QA","Conduit ( Cast In)","B2","LEVEL 1 POUR 3"
"dc125e79-89fc-4761-b7fc-dae072ccd270","","checklist-flat","","AE-ITCX-007 - Conduit Checklist (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Appselec - Site QA","Conduit ( Cast In)","B2","Pour 4"
"db70d681-b68b-4339-88b1-da7ad2edf695","","checklist-flat","","AE-ITCX-007 - Conduit Checklist (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Appselec - Site QA","Conduit ( Cast In)","B2","Pour 5"
"d6bd2321-4c3e-460a-ac29-ac2bff18c6b7","","checklist-flat","","AE-ITCX-007 - Conduit Checklist (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Appselec - Site QA","Conduit ( Cast In)","B2","Pour 6"
"7afed7ef-ce88-48e4-b098-1a51b4e51d0e","","folder-normal","","","step","TRUE","FALSE","Appselec - Site QA","Conduit ( Cast In)","B1 / Ground"
"d03eba1e-35aa-4be9-9c96-8378cbd8c25f","","checklist-flat","","AE-ITCX-007 - Conduit Checklist (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Appselec - Site QA","Conduit ( Cast In)","B1 / Ground","Pour 1"
"8794cbc8-2168-476a-87cb-f736bfd9b149","","checklist-flat","","AE-ITCX-007 - Conduit Checklist (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Appselec - Site QA","Conduit ( Cast In)","B1 / Ground","Pour 2"
"5b5cce36-8c78-47bc-93ff-acd56a5d76fb","","checklist-flat","","AE-ITCX-007 - Conduit Checklist (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Appselec - Site QA","Conduit ( Cast In)","B1 / Ground","Pour 3"
"e391fdd3-ea28-480d-ab7d-3e3a6511ed5e","","checklist-flat","","AE-ITCX-007 - Conduit Checklist (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Appselec - Site QA","Conduit ( Cast In)","B1 / Ground","Pour 4"
"5fbe2c42-c0df-4b57-b993-c24d0fd188fa","","checklist-flat","","AE-ITCX-007 - Conduit Checklist (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Appselec - Site QA","Conduit ( Cast In)","B1 / Ground","Pour 5"
"cc8601bd-0e58-46ef-951c-ae56f08b3a88","","checklist-flat","","AE-ITCX-007 - Conduit Checklist (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Appselec - Site QA","Conduit ( Cast In)","B1 / Ground","Pour 6"
"15681b5a-cb6f-47c4-8123-ed33d381b95f","","checklist-flat","","AE-ITCX-007 - Conduit Checklist (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Appselec - Site QA","Conduit ( Cast In)","B1 / Ground","Pour 7"
"95a30af3-78e2-4e00-a40c-0c29e0018aec","","checklist-flat","","AE-ITCX-007 - Conduit Checklist (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Appselec - Site QA","Conduit ( Cast In)","B1 / Ground","Pour 8"
"251977f3-0d2f-4144-97c6-0aac74dcbeb6","","checklist-flat","","AE-ITCX-007 - Conduit Checklist (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Appselec - Site QA","Conduit ( Cast In)","B1 / Ground","Pour 9"
"626d7ba4-eb2b-44ef-9891-ca99ae9d06f9","","checklist-flat","","AE-ITCX-007 - Conduit Checklist (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Appselec - Site QA","Conduit ( Cast In)","B1 / Ground","Pour 10"
"ad7b11e8-742a-4443-878d-47ee39cda0fa","","checklist-flat","","AE-ITCX-007 - Conduit Checklist (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Appselec - Site QA","Conduit ( Cast In)","B1 / Ground","Pour 11"
"f92a8d9e-5ae0-4472-9508-da7ce16e9e12","","checklist-flat","","AE-ITCX-007 - Conduit Checklist (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Appselec - Site QA","Conduit ( Cast In)","B1 / Ground","Pour 12"
"c70d65e5-c6a5-42ef-8bc9-de3f73164050","","checklist-flat","","AE-ITCX-007 - Conduit Checklist (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Appselec - Site QA","Conduit ( Cast In)","B1 / Ground","Pour 13"
"36b3a0e8-7a0d-4c25-9433-8e099a669828","","checklist-flat","","AE-ITCX-007 - Conduit Checklist (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Appselec - Site QA","Conduit ( Cast In)","B1 / Ground","Pour 14"
"9568aef1-1f14-43be-a7bb-022a712187f5","","folder-normal","","","step","TRUE","FALSE","Appselec - Site QA","Temporary Switch Boards"
"e560a562-534c-4741-ab5e-6b9b7e6d7ab5","","folder-normal","","","step","TRUE","FALSE","Appselec - Site QA","Temporary Switch Boards","Basement 2"
"caf5a19e-e5fa-442a-a84e-643b97463706","","folder-normal","","","step","TRUE","FALSE","Appselec - Site QA","Temporary Switch Boards","Basement 2","TDB0"
"86c660c7-bf4d-4e38-8ea7-fcdd68a95435","","checklist-sectioned","","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Appselec - Site QA","Temporary Switch Boards","Basement 2","TDB0","Temp Board Checklist"
"01b67ab9-f3d4-42d1-93e7-e31008036e38","","checklist-sectioned","","AE-ITCX-002 - Monthly RCD Test Sheet (Rev 0 +Names)","checklist","FALSE","FALSE","Appselec - Site QA","Temporary Switch Boards","Basement 2","TDB0","Monthly RCD Test"
"ea93a4c8-48f6-48d8-b885-ae309388274e","","checklist-sectioned","","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)","checklist","FALSE","FALSE","Appselec - Site QA","Temporary Switch Boards","Basement 2","TDB0","Mandatory Test Results"
"7322c809-6bfb-48a1-b3c4-e26a7d8d7f96","","folder-normal","","","step","TRUE","FALSE","Appselec - Site QA","Temporary Switch Boards","Basement 2","TDB1"
"2b629071-15d1-4c36-ac6b-1b2de0674015","","checklist-sectioned","","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Appselec - Site QA","Temporary Switch Boards","Basement 2","TDB1","Temp Board Checklist"
"0ac9a8b2-e9df-409e-8483-88cec2299f06","","checklist-sectioned","","AE-ITCX-002 - Monthly RCD Test Sheet (Rev 0 +Names)","checklist","FALSE","FALSE","Appselec - Site QA","Temporary Switch Boards","Basement 2","TDB1","Monthly RCD Test"
"d5c2e9fc-99a4-4d3a-9248-f2874292353f","","checklist-sectioned","","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)","checklist","FALSE","FALSE","Appselec - Site QA","Temporary Switch Boards","Basement 2","TDB1","Mandatory Test Results"
"6e47f917-389f-4c6b-81e3-8a4024e153a6","","folder-normal","","","step","TRUE","FALSE","Appselec - Site QA","Temporary Switch Boards","Basement 2","TDB2"
"085273c6-c063-4be6-b8c4-22ec8f964702","","checklist-sectioned","","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Appselec - Site QA","Temporary Switch Boards","Basement 2","TDB2","Temp Board Checklist"
"c2704e7d-7cff-400a-be04-1f5432f29381","","checklist-sectioned","","AE-ITCX-002 - Monthly RCD Test Sheet (Rev 0 +Names)","checklist","FALSE","FALSE","Appselec - Site QA","Temporary Switch Boards","Basement 2","TDB2","Monthly RCD Test"
"ddd0cca5-962c-462e-83e6-5c38f1fd4afd","","checklist-sectioned","","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)","checklist","FALSE","FALSE","Appselec - Site QA","Temporary Switch Boards","Basement 2","TDB2","Mandatory Test Results"
"3dca1aaf-2c52-4da2-b03b-7e4aaa556e22","","folder-normal","","","step","TRUE","FALSE","Appselec - Site QA","Temporary Switch Boards","Basement 2","TDB3"
"e79beaad-967b-44f6-b547-7f6f0245d86c","","checklist-sectioned","","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Appselec - Site QA","Temporary Switch Boards","Basement 2","TDB3","Temp Board Checklist"
"f0fbb732-9b49-43ce-a219-429a95baad04","","checklist-sectioned","","AE-ITCX-002 - Monthly RCD Test Sheet (Rev 0 +Names)","checklist","FALSE","FALSE","Appselec - Site QA","Temporary Switch Boards","Basement 2","TDB3","Monthly RCD Test"
"607dbcb3-943d-4889-bf1c-da197be30906","","checklist-sectioned","","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)","checklist","FALSE","FALSE","Appselec - Site QA","Temporary Switch Boards","Basement 2","TDB3","Mandatory Test Results"
"455b2512-8792-4b4f-9505-ee5def2322cb","","folder-normal","","","step","TRUE","FALSE","Appselec - Site QA","Temporary Switch Boards","Basement 2","TDB4"
"e575e866-7c8a-4cdf-8476-2895dfddb7b0","","checklist-sectioned","","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Appselec - Site QA","Temporary Switch Boards","Basement 2","TDB4","Temp Board Checklist"
"96bc58e5-ef4e-4345-a545-e3d60ac6536d","","checklist-sectioned","","AE-ITCX-002 - Monthly RCD Test Sheet (Rev 0 +Names)","checklist","FALSE","FALSE","Appselec - Site QA","Temporary Switch Boards","Basement 2","TDB4","Monthly RCD Test"
"793f4407-5e87-4fc2-8cba-410dc0877f4a","","checklist-sectioned","","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)","checklist","FALSE","FALSE","Appselec - Site QA","Temporary Switch Boards","Basement 2","TDB4","Mandatory Test Results"
"25d096e2-36cc-4168-8cd6-7be407b29d3b","","folder-normal","","","step","TRUE","FALSE","Appselec - Site QA","Temporary Switch Boards","Basement 2","TDB5"
"14e4fb05-ce71-430a-b307-d959e28ad783","","checklist-sectioned","","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Appselec - Site QA","Temporary Switch Boards","Basement 2","TDB5","Temp Board Checklist"
"687afb6e-44e9-482a-a16f-15781f3f9bcf","","checklist-sectioned","","AE-ITCX-002 - Monthly RCD Test Sheet (Rev 0 +Names)","checklist","FALSE","FALSE","Appselec - Site QA","Temporary Switch Boards","Basement 2","TDB5","Monthly RCD Test"
"9d7dce05-93e6-49f4-9bc4-41c3578344d4","","checklist-sectioned","","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)","checklist","FALSE","FALSE","Appselec - Site QA","Temporary Switch Boards","Basement 2","TDB5","Mandatory Test Results"
"66e67056-9ad0-4906-a733-4b3a1ae38801","","folder-normal","","","step","TRUE","FALSE","Appselec - Site QA","Temporary Switch Boards","Basement 1"
"cc8d7854-08d4-46e9-92ef-5caf5d220c89","","folder-normal","","","step","TRUE","FALSE","Appselec - Site QA","Temporary Switch Boards","Basement 1","TDB0"
