type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,"OP021 ITP - Materials, Assembly, Welding, Inspection and Testing, NDT, Protective Coatings and Erection Documentation",itp,,,,,"Add OP021 ITP - Materials, Assembly, Welding, Inspection and Testing, NDT, Protective Coatings and Erection Documentation Rev 6",
section,1.0 PRE-INSPECTION MEETING,,,,,,,
checkpoint,1.1 Shop drawing review,,,,,,,
label,Inspection Activity: R - x,,,,,,,
label,Inspected by - C,,,,,,,
label,Acceptance Criteria: Reference Standard - Project specification,,,,,,,
label,Verifying Document - Shop drawings approved for Construction by Engineer,,,,,,,
label,Surveillance Inspection: Jensen - S,,,,,,,
label,Surveillance Inspection: Client - H/A,,,,,,,
holdpoint,HOLD POINT,,,,,,,
checkpoint,1.2 Discuss the implementation of the quality requirement and to ensure that all requirements of Contract are understood,,,,,,,
label,Inspection Activity: R - x,,,,,,,
label,Inspected by - C,,,,,,,
label,Acceptance Criteria: Reference Standard - Project Specification,,,,,,,
label,"Verifying Document - QAP, ITP Accepted by Client",,,,,,,
label,Surveillance Inspection: Client - H/A,,,,,,,
holdpoint,HOLD POINT,,,,,,,
section,2.0 PROCEDURE AND DOCUMENTS,,,,,,,
checkpoint,2.1 Review/Approve quality assurance plan,,,,,,,
label,Inspection Activity: R - x,,,,,,,
label,Inspected by - DE,,,,,,,
label,Acceptance Criteria: Reference Standard - AS/NZS 5131,,,,,,,
label,Verifying Document - QAP,,,,,,,
label,Surveillance Inspection: Client - H/A,,,,,,,
holdpoint,HOLD POINT,,,,,,,
checkpoint,2.2 Review/Approve welding plan,,,,,,,
label,Inspection Activity: R - x,,,,,,,
label,Inspected by - DE,,,,,,,
label,Acceptance Criteria: Reference Standard - AS/NZS 5131,,,,,,,
label,Verifying Document - OP030,,,,,,,
label,Surveillance Inspection: Client - H/A,,,,,,,
holdpoint,HOLD POINT,,,,,,,
checkpoint,"2.3 Review/Approve WPS, PQR",,,,,,,
label,Inspection Activity: R - x,,,,,,,
label,Inspected by - DE,,,,,,,
label,Acceptance Criteria: Reference Standard - AS/NZS1554.1,,,,,,,
label,Verifying Document - WPS,,,,,,,
label,Surveillance Inspection: Client - H/A,,,,,,,
holdpoint,HOLD POINT,,,,,,,
checkpoint,2.4 Review/Approve Welder qualification test records,,,,,,,
label,Inspection Activity: R - x,,,,,,,
label,Inspected by - DE,,,,,,,
label,Acceptance Criteria: Reference Standard - AS/NZS2980 / ISO 9606.1,,,,,,,
label,Verifying Document - PQR,,,,,,,
label,Surveillance Inspection: Client - H/A,,,,,,,
holdpoint,HOLD POINT,,,,,,,
checkpoint,2.5 Review/Approve NDE personnel certificate,,,,,,,
label,Inspection Activity: R - x,,,,,,,
label,Inspected by - DE,,,,,,,
label,Acceptance Criteria: Reference Standard - AS/NZS 5131,,,,,,,
label,"Verifying Document - AS2214 Welding Supervisor Certificates, CBIP Website",,,,,,,
label,Surveillance Inspection: Client - H/A,,,,,,,
holdpoint,HOLD POINT,,,,,,,
checkpoint,2.6 Paint System Approval,,,,,,,
label,Inspection Activity: R - x,,,,,,,
label,Inspected by - DE,,,,,,,
label,Acceptance Criteria: Reference Standard - AS/NZS 2312,,,,,,,
label,Surveillance Inspection: Jensen - H,,,,,,,
label,Surveillance Inspection: Client - R,,,,,,,
holdpoint,HOLD POINT,,,,,,,
section,3.0 MATERIALS,,,,,,,
checkpoint,3.1 Verify mill certificate and heat marking records both physical marking of material and traceability database record,,,,,,,
label,Inspection Activity: D - x,,,,,,,
label,Inspection Activity: R - x,,,,,,,
label,Inspected by - QAM,,,,,,,
label,Acceptance Criteria: Document - AS/NZS 5131,,,,,,,
label,Acceptance Criteria: Clause - Section 5,,,,,,,
label,"Acceptance Criteria: Reference Standard - AS/NZS 3679-1, AS/NZS 3678, AS/NZS 4600",,,,,,,
label,"Verifying Document - Mill certificates, cutting schedule sheets",,,,,,,
label,Surveillance Inspection: Frequency - Monthly,,,,,,,
label,Surveillance Inspection: Jensen - H,,,,,,,
holdpoint,HOLD POINT,,,,,,,
checkpoint,3.2 Inspect all material for any damage,,,,,,,
label,Inspection Activity: V - x,,,,,,,
label,Inspected by - QAM,,,,,,,
label,Acceptance Criteria: Document - AS/NZS 5131,,,,,,,
label,Acceptance Criteria: Clause - Section 6,,,,,,,
label,"Acceptance Criteria: Reference Standard - AS/NZS 3679-1, AS/NZS 3678, AS/NZS 4600",,,,,,,
label,"Verifying Document - Mill certificates, cutting schedule sheets",,,,,,,
label,Surveillance Inspection: Frequency - Daily,,,,,,,
label,Surveillance Inspection: Jensen - H,,,,,,,
holdpoint,HOLD POINT,,,,,,,
checkpoint,3.3 Review mill certificate in accordance with the requirements of project specifications,,,,,,,
label,Inspection Activity: R - x,,,,,,,
label,Inspected by - QAM,,,,,,,
label,"Acceptance Criteria: Reference Standard - AS/NZS 3679-1, AS/NZS 3678, AS/NZS 4600",,,,,,,
label,Verifying Document - Mill certificates,,,,,,,
label,Surveillance Inspection: Frequency - Monthly,,,,,,,
label,Surveillance Inspection: Jensen - H,,,,,,,
label,Surveillance Inspection: Client - R,,,,,,,
label,Surveillance Inspection: Owner - R,,,,,,,
holdpoint,HOLD POINT,,,,,,,
checkpoint,"3.4 Review hardware certificate (Bolt, Nut and Washer) meet specification ( for Grade 8.8 UNO)",,,,,,,
label,Inspection Activity: R - x,,,,,,,
label,Inspected by - QAM,,,,,,,
label,Acceptance Criteria: Reference Standard - AS/NZS 1252 / AS/NZS 1214,,,,,,,
label,Verifying Document - Mill certificates,,,,,,,
label,Surveillance Inspection: Frequency - Monthly,,,,,,,
label,Surveillance Inspection: Jensen - H,,,,,,,
label,Surveillance Inspection: Client - R,,,,,,,
holdpoint,HOLD POINT,,,,,,,
section,4.0 MATERIAL PREPARATION,,,,,,,
checkpoint,4.1 Check identification marking on work piece for material traceability,,,,,,,
label,Inspection Activity: V - x,,,,,,,
label,Inspected by - QAM/FWI,,,,,,,
label,Acceptance Criteria: Document - AS/NZS 5131,,,,,,,
label,Acceptance Criteria: Clause - Section 6,,,,,,,
label,"Acceptance Criteria: Reference Standard - AS/NZS 1554.1, AS/NZS 5131, WPS",,,,,,,
label,"Verifying Document - Shop drawing, Cutting schedule sheets, Weld Check Summary sheets",,,,,,,
label,Surveillance Inspection: Frequency - Daily,,,,,,,
label,Surveillance Inspection: Jensen - I,,,,,,,
checkpoint,4.2 Check edge preparation in accordance with shop drawing and WPS,,,,,,,
label,Inspection Activity: V - x,,,,,,,
label,Inspected by - FWI,,,,,,,
label,Acceptance Criteria: Document - AS/NZS 5131,,,,,,,
label,Acceptance Criteria: Clause - Section 6,,,,,,,
label,"Acceptance Criteria: Reference Standard - AS/NZS 1554.1, AS/NZS 5131, WPS",,,,,,,
label,"Verifying Document - Shop drawing, Cutting schedule sheets, Weld Check Summary sheets",,,,,,,
label,Surveillance Inspection: Frequency - Daily,,,,,,,
label,Surveillance Inspection: Jensen - I,,,,,,,
checkpoint,4.3 Check surface cutting profile/ gas notch,,,,,,,
