Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,,,
QA - Power / Lighting Circuits / Body Protection Second Fix,,,,,,,,,,
,Scope,,,Site QA,Second Fix,,,,,
,Rows,,,,,,,,,
,,Second Fix - Level 01,grouping,Second Fix - Level 01,,,,,,
,,Level 01 - Tenancy A (Gridline N2 - N4) Power,,Site QA,Second Fix,Level 01,Tenancy A (Gridline N2 - N4),Power,,
,,Level 01 - Tenancy A (Gridline N2 - N4) Lighting,,Site QA,Second Fix,Level 01,Tenancy A (Gridline N2 - N4),Lighting,,
,,Level 01 - Stair 1 (Gridline N2-N3) Power,,Site QA,Second Fix,Level 01,Stair 1 (Gridline N2-N3),Power,,
,,Level 01 - Stair 1 (Gridline N2-N3) Lighting,,Site QA,Second Fix,Level 01,Stair 1 (Gridline N2-N3),Lighting,,
,,Level 01 - Public WC (Gridline N3) Power,,Site QA,Second Fix,Level 01,Public WC (Gridline N3),Power,,
,,Level 01 - Public WC (Gridline N3) Lighting,,Site QA,Second Fix,Level 01,Public WC (Gridline N3),Lighting,,
,,Level 01 - Lobby (Gridline N2 - N4) Power,,Site QA,Second Fix,Level 01,Lobby (Gridline N2 - N4),Power,,
,,Level 01 - Lobby (Gridline N2 - N4) Lighting,,Site QA,Second Fix,Level 01,Lobby (Gridline N2 - N4),Lighting,,
,,Level 01 - Comms (Gridline N3 - N4) Power,,Site QA,Second Fix,Level 01,Comms (Gridline N3 - N4),Power,,
,,Level 01 - Comms (Gridline N3 - N4) Lighting,,Site QA,Second Fix,Level 01,Comms (Gridline N3 - N4),Lighting,,
,,Level 01 - Backup Generator (Gridline N1 - N4) Power,,Site QA,Second Fix,Level 01,Backup Generator (Gridline N1 - N4),Power,,
,,Level 01 - Backup Generator (Gridline N1 - N4) Lighting,,Site QA,Second Fix,Level 01,Backup Generator (Gridline N1 - N4),Lighting,,
,,Level 01 - Corriddor (Gridline N3 - N4) Power,,Site QA,Second Fix,Level 01,Corriddor (Gridline N3 - N4),Power,,
,,Level 01 - Corriddor (Gridline N3 - N4) Lighting,,Site QA,Second Fix,Level 01,Corriddor (Gridline N3 - N4),Lighting,,
,,Level 01 - Tenancy B Power,,Site QA,Second Fix,Level 01,Tenancy B,Power,,
,,Level 01 - Tenancy B Lighting,,Site QA,Second Fix,Level 01,Tenancy B,Lighting,,
,,Level 01 - MSB Room (Gridline N4 - N5) Power,,Site QA,Second Fix,Level 01,MSB Room (Gridline N4 - N5),Power,,
,,Level 01 - MSB Room (Gridline N4 - N5) Lighting,,Site QA,Second Fix,Level 01,MSB Room (Gridline N4 - N5),Lighting,,
,,Level 01 - Pot Tanks (Gridline N5 - N6) Power,,Site QA,Second Fix,Level 01,Pot Tanks (Gridline N5 - N6),Power,,
,,Level 01 - Pot Tanks (Gridline N5 - N6) Lighting,,Site QA,Second Fix,Level 01,Pot Tanks (Gridline N5 - N6),Lighting,,
,,Level 01 - Stair 2 (Gridline N7 - N8) Power,,Site QA,Second Fix,Level 01,Stair 2 (Gridline N7 - N8),Power,,
,,Level 01 - Stair 2 (Gridline N7 - N8) Lighting,,Site QA,Second Fix,Level 01,Stair 2 (Gridline N7 - N8),Lighting,,
,,Level 01 - Outside STR (Gridline N3 - N4) Power,,Site QA,Second Fix,Level 01,Outside STR (Gridline N3 - N4),Power,,
,,Level 01 - Lift Power,,Site QA,Second Fix,Level 01,Lift,Power,,
,,Second Fix - Level 02,grouping,Second Fix - Level 02,,,,,,
