Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Overall Progress,,,,,
,Scope,,,Site QA,
,Rows,,,,
,,Ground,dynamic,Ground,Site QA
,,Level 1,dynamic,Level 1,Site QA
,,Level 2,dynamic,Level 2,Site QA
,,Level 3,dynamic,Level 3,Site QA
,,Level 4,dynamic,Level 4,Site QA
,,Level 5,dynamic,Level 5,Site QA
,,Level 6,dynamic,Level 6,Site QA
,,Level 7,dynamic,Level 7,Site QA
,,Level 8,dynamic,Level 8,Site QA
,Columns,,,,
,,Door frame as per door schedule,,Door frame as per door schedule,Door Jamb Inspection
,,Inspect door frame install to confirm as per door schedule,,"Inspect door frame install to confirm as per door schedule, leaf installed plumb and true",Door Jamb Inspection
,,Hang Door,,Hang Door,Internal Door - Door Install
,,Door prep,,Door prep,Internal Door - Door Install
,,Door hardware in line with Door Hardware Schedule,,Door hardware in line with Door Hardware Schedule,Internal Door - Door Install
,,Signed off - Contractor,,Signed off - Contractor,Internal Door - Door Install
,,Work(s) completed to spec./drawings & Area left clean/tidy,,Work(s) completed to specification/drawings & Area left clean/tidy,Internal Door Handover
,,FINAL - happy to proceed with work(s),,FINAL - Pass when happy to proceed with work(s) (Any issues please comment below),Internal Door Handover
