Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Delivery Checks,,,,,
,Scope,,,Delivery Checks,
,Rows,,,,
,,Lifts,dynamic,Lifts,Delivery Checks
,,ESC,dynamic,ESC,Delivery Checks
,,MW,dynamic,MW,Delivery Checks
,Columns,,,,
,,Delivery docket attached or photographed,,Delivery docket attached or photographed,
,,Report Reference:,Report Reference:,Delivery docket attached or photographed,
,,Date of Delivery:,Date of Delivery:,Delivery docket attached or photographed,
,,Manufacturer/Supplier:,Manufacturer/Supplier:,Delivery docket attached or photographed,
,,Equipment Description:,Equipment Description:,Delivery docket attached or photographed,
,,Technical Approval Ref:,Technical Approval Ref:,Delivery docket attached or photographed,
,,Drawing Approval Ref:,Drawing Approval Ref:,Delivery docket attached or photographed,
,,Photo(s) of serial number(s),,Photo(s) of serial number(s),
,,Approved by Supplier / Manufacturer,,Approved by Supplier / Manufacturer,
,,Approved by Subcontractor Representative,,Approved by Subcontractor Representative,
,,Approved by Scentre Group,,Approved by Scentre Group,
,,Date/Time of Inspection:,Date/Time of Inspection:,Approved by Scentre Group,
