resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,,step,,,Fabrication & Site QA,,,,,,,,
,,,step,,,,Lightweight Framing & RAB Board,,,,,,,
,,,step,,,,,Building A ,,,,,,
Lightweight Framing & RAB Board - Receival of Frames Onsite Checklist,Lightweight Framing & RAB Board - Install RAB Board Checklist,Lightweight Framing & RAB Board - Install Flashing Checklist,folder-with-checklists,,,,,,Level 01,,,,,
Lightweight Framing & RAB Board - Receival of Frames Onsite Checklist,Lightweight Framing & RAB Board - Install RAB Board Checklist,Lightweight Framing & RAB Board - Install Flashing Checklist,folder-with-checklists,,,,,,Level 02,,,,,
Lightweight Framing & RAB Board - Receival of Frames Onsite Checklist,Lightweight Framing & RAB Board - Install RAB Board Checklist,Lightweight Framing & RAB Board - Install Flashing Checklist,folder-with-checklists,,,,,,Level 03,,,,,
Lightweight Framing & RAB Board - Receival of Frames Onsite Checklist,Lightweight Framing & RAB Board - Install RAB Board Checklist,Lightweight Framing & RAB Board - Install Flashing Checklist,folder-with-checklists,,,,,,Level 04,,,,,
,,,step,,,,,Building B,,,,,,
Lightweight Framing & RAB Board - Receival of Frames Onsite Checklist,Lightweight Framing & RAB Board - Install RAB Board Checklist,Lightweight Framing & RAB Board - Install Flashing Checklist,folder-with-checklists,,,,,,Level 01,,,,,
Lightweight Framing & RAB Board - Receival of Frames Onsite Checklist,Lightweight Framing & RAB Board - Install RAB Board Checklist,Lightweight Framing & RAB Board - Install Flashing Checklist,folder-with-checklists,,,,,,Level 02,,,,,
Lightweight Framing & RAB Board - Receival of Frames Onsite Checklist,Lightweight Framing & RAB Board - Install RAB Board Checklist,Lightweight Framing & RAB Board - Install Flashing Checklist,folder-with-checklists,,,,,,Level 03,,,,,
,,,step,,,,,Building C,,,,,,
Lightweight Framing & RAB Board - Receival of Frames Onsite Checklist,Lightweight Framing & RAB Board - Install RAB Board Checklist,Lightweight Framing & RAB Board - Install Flashing Checklist,folder-with-checklists,,,,,,Level 01,,,,,
Lightweight Framing & RAB Board - Receival of Frames Onsite Checklist,Lightweight Framing & RAB Board - Install RAB Board Checklist,Lightweight Framing & RAB Board - Install Flashing Checklist,folder-with-checklists,,,,,,Level 02,,,,,
Lightweight Framing & RAB Board - Receival of Frames Onsite Checklist,Lightweight Framing & RAB Board - Install RAB Board Checklist,Lightweight Framing & RAB Board - Install Flashing Checklist,folder-with-checklists,,,,,,Level 03,,,,,
Lightweight Framing & RAB Board - Receival of Frames Onsite Checklist,Lightweight Framing & RAB Board - Install RAB Board Checklist,Lightweight Framing & RAB Board - Install Flashing Checklist,folder-with-checklists,,,,,,Level 04,,,,,
,,,step,,,,,Building D,,,,,,
Lightweight Framing & RAB Board - Receival of Frames Onsite Checklist,Lightweight Framing & RAB Board - Install RAB Board Checklist,Lightweight Framing & RAB Board - Install Flashing Checklist,folder-with-checklists,,,,,,Level 01,,,,,
Lightweight Framing & RAB Board - Receival of Frames Onsite Checklist,Lightweight Framing & RAB Board - Install RAB Board Checklist,Lightweight Framing & RAB Board - Install Flashing Checklist,folder-with-checklists,,,,,,Level 02,,,,,
,,,step,,,,,Building E,,,,,,
Lightweight Framing & RAB Board - Receival of Frames Onsite Checklist,Lightweight Framing & RAB Board - Install RAB Board Checklist,Lightweight Framing & RAB Board - Install Flashing Checklist,folder-with-checklists,,,,,,Level 01,,,,,
Lightweight Framing & RAB Board - Receival of Frames Onsite Checklist,Lightweight Framing & RAB Board - Install RAB Board Checklist,Lightweight Framing & RAB Board - Install Flashing Checklist,folder-with-checklists,,,,,,Level 02,,,,,
Lightweight Framing & RAB Board - Receival of Frames Onsite Checklist,Lightweight Framing & RAB Board - Install RAB Board Checklist,Lightweight Framing & RAB Board - Install Flashing Checklist,folder-with-checklists,,,,,,Level 03,,,,,
,,,step,,,,Trusses,,,,,,,
,,,step,,,,,Building A ,,,,,,
Trusses - Receival of Panels Onsite Checklist,Trusses - Truss Installation Checklist,,folder-with-checklists,,,,,,Lower Roof ,,,,,
Trusses - Receival of Panels Onsite Checklist,Trusses - Truss Installation Checklist,,folder-with-checklists,,,,,,Roof,,,,,
,,,step,,,,,Building B,,,,,,
Trusses - Receival of Panels Onsite Checklist,Trusses - Truss Installation Checklist,,folder-with-checklists,,,,,,Lower Roof ,,,,,
Trusses - Receival of Panels Onsite Checklist,Trusses - Truss Installation Checklist,,folder-with-checklists,,,,,,Roof,,,,,
,,,step,,,,,Building C,,,,,,
Trusses - Receival of Panels Onsite Checklist,Trusses - Truss Installation Checklist,,folder-with-checklists,,,,,,Lower Roof ,,,,,
Trusses - Receival of Panels Onsite Checklist,Trusses - Truss Installation Checklist,,folder-with-checklists,,,,,,Roof,,,,,
,,,step,,,,,Building D,,,,,,
Trusses - Receival of Panels Onsite Checklist,Trusses - Truss Installation Checklist,,folder-with-checklists,,,,,,Lower Roof ,,,,,
Trusses - Receival of Panels Onsite Checklist,Trusses - Truss Installation Checklist,,folder-with-checklists,,,,,,Roof,,,,,
,,,step,,,,,Building E,,,,,,
Trusses - Receival of Panels Onsite Checklist,Trusses - Truss Installation Checklist,,folder-with-checklists,,,,,,Lower Roof ,,,,,
Trusses - Receival of Panels Onsite Checklist,Trusses - Truss Installation Checklist,,folder-with-checklists,,,,,,Roof,,,,,
,,,step,,,,Cladding,,,,,,,
,,,step,,,,,Building A ,,,,,,
,,,step,,,,,,Level 01,,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BA-L01-E01,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BA-L01-E02,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BA-L01-E03,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BA-L01-E04,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BA-L01-E05,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BA-L01-E06,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BA-L01-E07,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BA-L01-E08,,,,
,,,step,,,,,,Level 02,,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BA-L02-E01,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BA-L02-E02,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BA-L02-E03,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BA-L02-E04,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BA-L02-E05,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BA-L02-E06,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BA-L02-E07,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BA-L02-E08,,,,
,,,step,,,,,,Level 03,,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BA-L03-E01,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BA-L03-E02,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BA-L03-E03,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BA-L03-E04,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BA-L03-E05,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BA-L03-E06,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BA-L03-E07,,,,
,,,step,,,,,,Level 04,,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BA-L04-E01,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BA-L04-E02,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BA-L04-E03,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BA-L04-E04,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BA-L04-E05,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BA-L04-E06,,,,
,,,step,,,,,,Roof,,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BA-ROOF-E01,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BA-ROOF-E02,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BA-ROOF-E03,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BA-ROOF-E04,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BA-ROOF-E05,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BA-ROOF-E06,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BA-ROOF-PLANT,,,,
,,,step,,,,,Building B,,,,,,
,,,step,,,,,,Level 01,,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BB-L01-E01,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BB-L01-E02,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BB-L01-E03,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BB-L01-E04,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BB-L01-E05,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BB-L01-E06,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BB-L01-E07,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BB-L01-E08,,,,
,,,step,,,,,,Level 02,,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BB-L02-E01,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BB-L02-E02,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BB-L02-E03,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BB-L02-E04,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BB-L02-E05,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BB-L02-E06,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BB-L02-E07,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BB-L02-E08,,,,
,,,step,,,,,,Level 03,,,,,
Cladding - Receival of Panels Onsite Checklist,Cladding - Install Flashing Checklist,Cladding - Install Cladding Checklist,folder-with-checklists,,,,,,,BB-L03-E01,,,,
