"Rich Type","Id","Warnings","type","name","values","prefix","postfix","Usage Count","User Addable","Template Name","Template Id"
"checklist-flat","3a2edcf7-94ef-451e-b661-8c2c021a9af7","","checklist","Remedial -","",,,0,"Yes","Add Defect/Remedial","a28654fb-28bf-4f39-bc8d-85fca885653a"
"checkpoint-status","e970f2e8-38be-47ea-88e8-55a317040604","","checkpoint","Defect Details Inputted"
"select","02fb74a6-9297-5b69-8d8f-5d0c48b9c66b","","dropdown","What is the Defect","Chip in panel, Crack in the panel, Level of finish inadequate, Incorrect Location of Cast in Items, Missing Cast In Items, Other Remedial - Specify below",,
"text","5643327d-d65b-5388-9530-86f7463e6f6b","","textbox","Other Defect (specify here if applicable)",,,
"text","0a0c215a-1923-5c54-9bd7-a2a864f6723e","","textbox","Defect Location on Panel (Attach Photo)",,,
"text","7152a2c6-2eb2-5247-8f3c-096388865e18","","textbox","Remedial Work Required",,,
"checkpoint-status","502296f5-6918-4b50-a34e-45b8d43935b1","","checkpoint","Panel Location Inputted"
"text","96be865a-2544-5cb4-9d0c-5574d44c5bb8","","textbox","Panel Location",,,
"checkpoint-status","98dc4c4e-edbc-4b97-8033-8b15d5166725","","checkpoint","NCR Raised if Required"
"checkpoint-status","883a5a98-2c88-4d02-aa0d-e0db0e558895","","checkpoint","Remedial completed - (Attach Photo)"

"checklist-sectioned","5c93fb5f-b61a-4357-8829-a2b817644768","","checklist","3. LR WT2 Panel","",,,0,"Yes","3. LR WT2 Panel","b4cf0324-2f36-4666-98b6-5a48540c67a1"
"checkpoint-group","6f088471-5db4-478a-8d28-bf309b6a6bf1","","section","Precast Element Details"
"checkpoint-status","6e9a2455-9873-428b-ae69-0c70778ea1ae","","checkpoint","Concrete Details Complete"
"text","d36190de-c6c4-5076-83ae-e266b4aa0f17","","textbox","Concrete Volume",,,
"text","ab5d60e3-3ec2-5eb0-9d08-0c330f3ca6b4","","textbox","Concrete Strength",,,
"text","5e2297eb-4354-5732-9668-aaf49961ae40","","textbox","Enter Drawing Revision Number",,,
"text","2fa8ac20-9f58-5315-a403-5f5bcc21d5db","","textbox","Cast Date",,,
"checkpoint-group","4b6b42c8-324c-4998-886c-769bf6a964b3","","section","Reinforcing Yard Checks (Reo QA)"
"checkpoint-status","1cfa040a-5412-44c0-aa5a-edb08ef62baa","","checkpoint","Operative on the reinforcing cutting line has uploaded clear photo of open stock bundle boar"
"checkpoint-status","3d593793-a7c7-40c6-a7d7-e276239582e3","","checkpoint","Cut and bent bars checked off against detail sheet"
"checkpoint-status","9e0412d0-965c-4290-8633-e7e6b352b71a","","checkpoint","Perimeter bars and spacing marks confirmed"
"checkpoint-status","f3959fa8-6b0a-4a8e-8039-3351e80160ad","","checkpoint","Cast in Items checked and marked on cage (Dross Ducts, Inserts Weld Plates)"
"checkpoint-status","f9eb675d-f8c0-489f-b070-34b74098efd3","","checkpoint","Overall cage dimensions in plan checked and there will be sufficient concrete cover to edges"
"checkpoint-status","7c2e024e-fdb4-4efd-82e0-1f25d2961284","","checkpoint","Overall cage thickness checked and there will be sufficient cover to MF and TF"
"checkpoint-status","84a23642-682d-4a7c-adb7-7fc42bfc126a","","checkpoint","There is sufficient cover to rebates around openings or along edge forms"
"checkpoint-status","2bd72e81-121d-4972-96f5-3deab0acc852","","checkpoint","Weld plates can be fitted to cage in correct locations?"
"checkpoint-status","bcedd380-12af-454a-8a05-97601f36a594","","checkpoint","Reinforcing details checked/highlighted off against shop drawing (upload photo)"
"checkpoint-group","6cdae6de-e05d-4289-bb05-dba79751c8a1","","section","Formwork Set Up Checks (Tables QA)"
"checkpoint-status","93143dff-4123-4ede-86c6-a32158df4654","","checkpoint","Sides Straight & Magnets Fastened"
"checkpoint-status","74878f7d-dd3b-4832-b0da-0db01909a29c","","checkpoint","Mould Face Clean"
"checkpoint-status","2ca2f0b2-55ee-4d36-bb8f-8b732ba85a88","","checkpoint","Length/Width/Thickness/Cutouts"
"checkpoint-status","88f20329-3495-41c4-8a51-efc8dad893b3","","checkpoint","Edge Details & Rebates"
"checkpoint-status","ac212024-7230-4b9a-b99d-3ea1105a0c38","","checkpoint","MF Weld plates in correct location and siliconed to table"
"checkpoint-group","c858fa41-ca5b-4d0f-ba7b-a0f02f1454d3","","section","Prepour Checks (Tables QA)"
"checkpoint-status","95d9408d-a008-4c94-b975-9747871e89eb","","checkpoint","Main Reinforcing"
"checkpoint-status","bdac6b26-84f4-4764-8e9c-1b31275f74c7","","checkpoint","Starters"
"checkpoint-status","6feca183-f9e4-48bc-9452-ef2411204e3b","","checkpoint","Stirrups"
"checkpoint-status","96f95bdf-c7a6-4289-8957-0c787d9bfe5b","","checkpoint","Lifters"
"checkpoint-status","fb31b4ef-87d6-420c-9599-268ac1f3987a","","checkpoint","Mould Cleaned & Oiled"
"checkpoint-status","d284b03e-6720-43fb-85f3-d37ddaec4931","","checkpoint","Tie wire Trimmed"
"checkpoint-status","a1203515-40c1-48d9-a3cd-f7cefea5d610","","checkpoint","General Photos Attached"
"checkpoint-status","3e0483e6-6d34-4296-aa64-c5240b987c91","","checkpoint","Concrete Docket Attached"
"checkpoint-status","e778187c-8b54-4705-8b14-0fbcdbc50392","","checkpoint","Shop Drawing Checked Off (attach photo)"
"checkpoint-group","4516c37b-f67b-4a64-9e8f-edbb7cccc460","","section","Post Pour (Table Supervisor)"
"checkpoint-status","6def30f3-6d78-4ce5-964f-cfabda6f5d03","","checkpoint","Confirm formwork has not shifted during placing of concrete"
"checkpoint-status","17f291a3-721d-43cb-8e5b-2cdd41a112c7","","checkpoint","Face lifters placed in correct location"
"checkpoint-status","5d27de29-2db8-4d62-9ce6-2449e5fdb579","","checkpoint","Roughening Lines Correct"
"checkpoint-group","adee160f-226a-4b21-b385-9d902bcb46f7","","section","Demould Inspection (Yard QA)"
"checkpoint-status","42997e26-9829-4621-96b5-50f75262af6e","","checkpoint","Panel correctly labeled (check against shop drawing)"
"checkpoint-status","cd5926f9-7fa8-4253-815d-ab65123a2690","","checkpoint","Grout holes for Drossbach Ducts have been drilled (top and bottom)"
"checkpoint-status","b95a575c-d0a6-4e00-bf4f-61e659040cb2","","checkpoint","Bottom of Drossbach Duct is clear (any slurry/grout has been removed)"
"checkpoint-status","843f8376-6696-4e61-a702-1d2eb4090faa","","checkpoint","All lifters have been cleared/cleaned out (including top lifters for install)"
"checkpoint-status","8f35b262-69aa-4359-ac21-ed918c60b575","","checkpoint","All Inserts have been exposed and nail plates removed (caps that came with Ancon fixings should be put back on)"
"checkpoint-status","9b818bc7-5a6f-41fe-a6b7-684387085205","","checkpoint","Stitch joints have been jet washed"
"checkpoint-status","dd902ac0-8622-4766-b886-275874b889f6","","checkpoint","MF roughening's jet washed"
"checkpoint-status","60432691-81d1-4d49-b718-1b436e509ae7","","checkpoint","NF chamfers and square edges rounded with cup stone"
"checkpoint-status","c4086058-5c31-4a51-a714-687127fb3444","","checkpoint","Weld plates cleaned (NF weld plates to be cleaned with cup stone)"
"checkpoint-status","ab62e6f5-834f-4c64-a77c-5419c6166088","","checkpoint","Grade 300 starters bent up for transport (only bend starter down if transport height is increased by bending up)"
"checkpoint-status","06bf7cfb-e3cb-4309-af04-a1e9bb855d57","","checkpoint","Grade 500 starters are straight"
"checkpoint-status","e3633db2-8eee-41ca-ad8f-0d0726128d99","","checkpoint","NF Quality acceptable (attach photo)"
"checkpoint-status","711eccd1-49b0-457e-ad5a-fc1658304f7a","","checkpoint","MF Quality acceptable (attach photo)"
"checkpoint-status","25071402-7fb7-4efb-9a1d-c490bbbc55d9","","checkpoint","Structural repairs required (if yes photograph before)"
"checkpoint-status","d53f4229-a0f6-4441-b140-6956ecf7a051","","checkpoint","Shop drawing checked off"
"checkpoint-group","d763b10a-d2d1-4a07-a0dc-afd36844a4ae","","section","Panel Painting Checks (Yard Supervisor)"
"checkpoint-status","5f3ef837-c6e6-47dc-963d-abb4505abff3","","checkpoint","Panel MF Sprayed with Tiltwash and rinsed off with waterblaster (2 passes)"
"checkpoint-status","7ca30d9a-f496-44b9-9506-13cc931d2210","","checkpoint","Window opening inspected and concrete finish acceptable"
"checkpoint-status","ff5ad1c6-97e1-4451-bf93-661f6ef5c957","","checkpoint","Large Pinholes or honey combing repaired with Sikadur UA (if required)"
"checkpoint-status","aff4f0b4-820a-4694-9633-5a6d239dfa57","","checkpoint","Panel allowed to cure for 48hours before applying primer"
"checkpoint-status","f9aaa4d5-8cbe-454e-be3d-b981a8743ab5","","checkpoint","Single coat of Dulux AcraTex Green Render Sealer applied (upload photo)"
"checkpoint-status","80680ddb-dac4-4e2f-bdc6-fa89e6175a8a","","checkpoint","Allow sealer coat to dry for 4 hours before applying topcoat"
"checkpoint-status","b509154a-84bb-40f5-940d-12ab6f664551","","checkpoint","2 coats of Dulux AcraTex AcraShield Advance Matt topcoat (upload photo)"
"checkpoint-status","fe5bacc4-9ad0-472b-86bb-d1012303b616","","checkpoint","Masking tape in window opening removed and edges of panel clear of any overspray"
"holdpoint","c0188f1a-3da0-4996-a70a-47cdc1c56f07","","signoff","Window installer accepted quality of concrete opening"
"checkpoint-status","400c3274-5018-4d28-a284-b39f9d6d8ea1","","checkpoint","Confirmation"
"holdpoint","90a51107-ab38-4601-9f59-625ed62dd755","","signoff","Window installer confirmed they have completed their works and panel can delivered to site"
