type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,Service Door,,,,,,Service Door Checklist
checkpoint,Area ready & accessible,,,,,,
checkpoint,Door and drop seal installation ,,,,,,
checkpoint,Door Margins Good ,,,,,,
checkpoint,Door Closer,,,,,,
checkpoint,Lock and Handles ,,,,,,
checkpoint,Batwing Seal ,,,,,,
checkpoint,Foreman Sign Off ,,,,,,
,,,,,,,
checklist-flat,Sanitary,,,,,,Sanitary Checklist
checkpoint,Area ready & accessible,,,,,,
checkpoint,Toilet Roll Holder ,,,,,,
checkpoint,Shower Self,,,,,,
checkpoint,Towel Rail ,,,,,,
checkpoint,Robe Hook,,,,,,
checkpoint,Foreman Sign Off ,,,,,,
,,,,,,,
checklist-flat,Mailbox,,,,,,Mailbox Checklist
checkpoint,Area ready & accessible,,,,,,
checkpoint,Installation of Mailbox,,,,,,
checkpoint,Foreman Sign Off ,,,,,,
,,,,,,,
checklist-flat,Cladding,,,,,,Cladding Checklist
checkpoint,Area ready & accessible,,,,,,
checkpoint,Substrate framing,,,,,,
checkpoint,Cladding installation,,,,,,
checkpoint,Foreman Sign Off ,,,,,,
,,,,,,,
checklist-flat,Skirting,,,,,,Skirting Checklist
checkpoint,Area ready & accessible,,,,,,
checkpoint,Installation ,,,,,,
checkpoint,Foreman Sign Off ,,,,,,
,,,,,,,
checklist-flat,Entry Door,,,,,,Entry Door Checklist
checkpoint,Area ready & accessible,,,,,,
checkpoint,Door and drop seal installation,,,,,,
checkpoint,Door Margins Good,,,,,,
checkpoint,Door Closer,,,,,,
checkpoint,Lock and handles,,,,,,
checkpoint,Door stop,,,,,,
checkpoint,Batwing seal,,,,,,
checkpoint,Foreman Sign Off,,,,,,
,,,,,,,
checklist-flat,Split-jamb Door,,,,,,Split-jamb Door Checklist
checkpoint,Area ready & accessible,,,,,,
checkpoint,Installation of Split-jambs,,,,,,
checkpoint,Door Margins Good,,,,,,
checkpoint,Door Stop,,,,,,
checkpoint,Handles,,,,,,
checkpoint,Foreman Sign Off,,,,,,
,,,,,,,
checklist-flat,Mounted Slider,,,,,,Mounted Slider Checklist
checkpoint,Area ready & accessible,,,,,,
checkpoint,Installation of sliding track,,,,,,
checkpoint,Door,,,,,,
checkpoint,Lock & Handle,,,,,,
checkpoint,Foreman Sign Off,,,,,,
,,,,,,,
checklist-flat,Hinged Door,,,,,,Hinged Door Checklist
checkpoint,Area ready & accessible,,,,,,
checkpoint,Installation of Door panel ,,,,,,
checkpoint,Door Margins Good ,,,,,,
checkpoint,Door Stop ,,,,,,
checkpoint,Handles ,,,,,,
checkpoint,Foreman Sign Off ,,,,,,
,,,,,,,
checklist-flat,Cavity Slider,,,,,,Cavity Slider Checklist
checkpoint,Area ready & accessible,,,,,,
checkpoint,Cavity Pocket,,,,,,
checkpoint,Architrave installed and miters good,,,,,,
checkpoint,Door,,,,,,
checkpoint,Lock,,,,,,
checkpoint,Foreman Sign Off,,,,,,
,,,,,,,
checklist-flat,Ezy-jamb Door,,,,,,Ezy-jamb Door Checklist
checkpoint,Area ready & accessible,,,,,,
checkpoint,Installation of Door panel,,,,,,
checkpoint,Door Margins Good,,,,,,
checkpoint,Door Stop,,,,,,
checkpoint,Handles,,,,,,
checkpoint,Foreman Sign Off,,,,,,
,,,,,,,
checklist-flat,Pivot Door,,,,,,Pivot Door Checklist
checkpoint,Area ready & accessible,,,,,,
checkpoint,Installation of Pivot Door panel ,,,,,,
checkpoint,Locks and handle,,,,,,
checkpoint,Brush seal,,,,,,
checkpoint,Foreman Sign Off ,,,,,,
,,,,,,,
checklist-flat,Window,,,,,,Window Checklist
checkpoint,Area ready & accessible,,,,,,
checkpoint,Sub-Sill/Jamb/Head,,,,,,
checkpoint,"Water Testing
",,,,,,
checkpoint,"Window Panels
",,,,,,
checkpoint,Hardware,,,,,,
checkpoint,Caulking Internally,,,,,,
checkpoint,Caulking Externally,,,,,,
checkpoint,Scratches Free,,,,,,
checkpoint,Foreman Sign Off ,,,,,,
,,,,,,,
checklist-flat,Decking,,,,,,Decking Checklist
checkpoint,Area ready & accessible,,,,,,
checkpoint,Pedestals/Footings,,,,,,
checkpoint,"Bears/Joists
",,,,,,
checkpoint,"Decking Board
",,,,,,
checkpoint,Foreman Sign Off ,,,,,,
