"Rich Type","Id","Warnings","type","name","values","prefix","postfix","Usage Count","User Addable","Template Name","Template Id"
"checklist-flat",,"","checklist","Stair - Ref:","",,,6,"Yes","ST - S - Stair Installation","122f0f66-a271-43f0-85b7-5c1e87f49314"
"checkpoint-status",,"","checkpoint","Items inspected on arrival and correct (length, width, size/shape) as per design/shop drawings and damage free"
"checkpoint-status",,"","checkpoint","Grid Set-out offset and level correct"
"checkpoint-status",,"","checkpoint","Joints scabbled and acceptable"
"checkpoint-status",,"","checkpoint","All setout completed correctly and approved"
"checkpoint-status",,"","checkpoint","Temporary support installed and approved"
"checkpoint-status",,"","checkpoint","Stairs placed, locations, heights and orientation approved. No damage during installation"
"checkpoint-status",,"","checkpoint","Inspections completed and issued to Foreman"
"holdpoint",,"","signoff","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"

"checklist-flat",,"","checklist","Windows, Sliders and Sealants - Ref:","",,,16,"Yes","FC - S - Windows, Sliders and Sealants","23be709e-28e6-495f-8369-d4df84b538b2"
"checkpoint-status",,"","checkpoint","Fixings and clearance around opening min 6mm & max 18mm and PEF rod/air seal are within acceptable tolerance level"
"checkpoint-status",,"","checkpoint","Check taping around, before installing the windows and sliders"
"checkpoint-status",,"","checkpoint","Packers to be correctly used and set back to allow continuous air seal"
"checkpoint-status",,"","checkpoint","Jambs level and straight for finishing lines on the side"
"checkpoint-status",,"","checkpoint","Door and window jambs flush to GIB Board"
"checkpoint-status",,"","checkpoint","Check air seal is provided at the rear of the window reveal"
"checkpoint-status",,"","checkpoint","All joints detailed as per attached Detail Document"
"checkpoint-status",,"","checkpoint","All framing completed correctly within tolerance in respective area"
"checkpoint-status",,"","checkpoint","Sill support fixing bars installed for all joinery within acceptable tolerance level"
"checkpoint-status",,"","checkpoint","All windows, sliders and sealant installation completed to specification & within tolerance in respective area(s)"
"checkpoint-status",,"","checkpoint","Inspections completed and issued to Foreman"
"holdpoint",,"","signoff","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"

"checklist-flat",,"","checklist","Structure Timber Framing - Ref:","",,,5,"Yes","ST - S - Timber Framing","4150dab4-0689-4a42-97e6-dd59de7b753d"
"checkpoint-status",,"","checkpoint","Dimensions / locations checked and accurate"
"checkpoint-status",,"","checkpoint","All frames are square / Frames are plumb and level"
"checkpoint-status",,"","checkpoint","Fixings are correct"
"checkpoint-status",,"","checkpoint","Installed in correct level, plumb, correct pitch and braced"
"checkpoint-status",,"","checkpoint","Any bracing requirements installed"
"checkpoint-status",,"","checkpoint","All framing completed correctly within tolerance in respective area"
"checkpoint-status",,"","checkpoint","Inspections completed and issued to Foreman"
"holdpoint",,"","signoff","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"

"checklist-flat",,"","checklist","Reinforcing - Ref:","",,,6,"Yes","ST - S - Concrete Reinforcing","525aed4b-a0ee-4d0c-a6d2-03c2b0a97481"
"checkpoint-status",,"","checkpoint","Size and type correct to specification"
"checkpoint-status",,"","checkpoint","Reinforcing spacing and location correct"
"checkpoint-status",,"","checkpoint","Specified covers checked/correct"
"checkpoint-status",,"","checkpoint","Splice laps checked/correct"
"checkpoint-status",,"","checkpoint","All couplers installed correctly (if reid bar couplers have been used, has epconC8 epoxy been used as specified)"
"boolean","9fedeb8a-4eaf-528c-a5f1-ffdb049e7868","","tickbox","Appointment with the engineers confirmed (Enter date & time of the appointment)",,,
"boolean","f090acd7-6fb4-5d0c-b8bf-85dd377a8053","","tickbox","Reidbar – coupler and flange nut installations are inspected by the MV Engineer",,,
"checkpoint-status",,"","checkpoint","IMBMS couplers testing carried out for Village Podiums in the form of tensile testing in accordance with NZS3101.1.2006 and results acceptable"
"checkpoint-status",,"","checkpoint","All starter bars are installed correctly (location, size and spacing )"
"checkpoint-status",,"","checkpoint","Any additional items installed/ completed (trimmer bars etc) and excess reinforcing removed"
"checkpoint-status",,"","checkpoint","Welding certificates sited and attached"
"checkpoint-status",,"","checkpoint","Mill certificate reviewed, attached and approved"
"checkpoint-status",,"","checkpoint","Reinforcing installed correctly to specification and ready for concrete to be placed"
"checkpoint-status",,"","checkpoint","Inspections completed and issued to Foreman"
"holdpoint",,"","signoff","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"

"checklist-flat",,"","checklist","Beam - Ref:","",,,14,"Yes","ST - S - Precast Beam Installation","61076594-0cb4-4b1c-8e27-ed1985e8ecd2"
"checkpoint-status",,"","checkpoint","Inspected on arrival and damage free"
"checkpoint-status",,"","checkpoint","Installed in correct location"
"checkpoint-status",,"","checkpoint","Adequately braced and braces are tagged"
