"Rich Type","Id","Warnings","type","name","values","prefix","postfix","Usage Count","User Addable","Template Name","Template Id"
"checklist-flat",,"","checklist","POST - S - Fire door installation","",,,407,"Yes","POST - S - Fire door installation","1f794a36-4bb2-46ef-aa6a-06e4b9afb3d1"
"checkpoint-status",,"","checkpoint","Door Number(s) / Location checked and accurate"
"checkpoint-status",,"","checkpoint","Floor clearance - Adequate for proposed floor coverings"
"checkpoint-status",,"","checkpoint","Services/Mechanisms & FRR/Acoustic requirements considered & applied (where applicable)"
"checkpoint-status",,"","checkpoint","Fixings - Consider Jamb/Hinges, all installed & secure (Size & type)"
"checkpoint-status",,"","checkpoint","Door leaf to jamb gaps parallel & correct (Consider paint thickness(s))"
"checkpoint-status",,"","checkpoint","Door opening as required & is plumb"
"checkpoint-status",,"","checkpoint","Door tags installed"
"checkpoint-status",,"","checkpoint","All doors installed, damage free & completed correctly to specification in respective area(s)"
"checkpoint-status",,"","checkpoint","Inspections completed and issued to Foreman"
"holdpoint",,"","signoff","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"

"checklist-flat",,"","checklist","POST - S - Joinery and Cabinets Installation - Kitchen, Ensuite, Bathroom and Wardrobes","",,,80,"Yes","POST - S - Joinery and Cabinets Installation - Kitchen, Ensuite, Bathroom and Wardrobes","8d619e7d-b014-4e0b-a0a1-9141a44b6e67"
"checkpoint-status",,"","checkpoint","All units & scribers in apartment"
"checkpoint-status",,"","checkpoint","Joinery free from damage pre install"
"checkpoint-status",,"","checkpoint","Joinery installed free from defect and damage"
"checkpoint-status",,"","checkpoint","Silicone installed, correct colour & clean and tidy"
"checkpoint-status",,"","checkpoint","Joinery and Cabinets installation completed - specified level of finish achieved"
"checkpoint-status",,"","checkpoint","Inspections completed and issued to Foreman"
"holdpoint",,"","signoff","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"

"checklist-sectioned",,"","checklist","PRE - S - Nogs","",,,151,"Yes","PRE - S - Nogs","ec4a0299-fa3a-41ec-92d7-6b81c0da0a32"
"checkpoint-group",,"","section","Service Nogs Toilet"
"checkpoint-status",,"","checkpoint","Wall Vanity nogs installed"
"checkpoint-status",,"","checkpoint","Handrail and Toilet roll holder Nogs installed"
"checkpoint-group",,"","section","Bathroom"
"checkpoint-status",,"","checkpoint","Mirror cabinet nogs installed"
"checkpoint-status",,"","checkpoint","Wall Vanity nogs installed"
"checkpoint-status",,"","checkpoint","Toilet: Handrail nogs Installed"
"checkpoint-status",,"","checkpoint","Shower: Handrails nogs (3 areas) installed"
"checkpoint-status",,"","checkpoint","Wall Mounted Heater nog installed"
"checkpoint-status",,"","checkpoint","Towel rail nogs installed"
"checkpoint-status",,"","checkpoint","Shower head nog installed"
"checkpoint-status",,"","checkpoint","Shower mixer nog installed"
"checkpoint-group",,"","section","Laundry"
"checkpoint-status",,"","checkpoint","Dryer nogs installed"
"checkpoint-status",,"","checkpoint","Cupboard nogs installed"
"checkpoint-group",,"","section","Service Nogs General"
"checkpoint-status",,"","checkpoint","Nogs / Service Nogs installed correctly as per plan"
"checkpoint-status",,"","checkpoint","Inspections completed and issued to Foreman"
"holdpoint",,"","signoff","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"

"checklist-flat",,"","checklist","POST - S - Internal door installation","",,,183,"Yes","POST - S - Internal door installation","f2d661cb-ba60-491c-ada3-2290be981425"
"checkpoint-status",,"","checkpoint","Door Number(s) / Location checked and accurate"
"checkpoint-status",,"","checkpoint","Floor clearance - Adequate for proposed floor coverings"
"checkpoint-status",,"","checkpoint","Fixings - Consider Jamb/Hinges/Door Packer, all installed & secure (Size & type)"
"checkpoint-status",,"","checkpoint","Door leaf to jamb gaps parallel & correct (Consider paint thickness(s))"
"checkpoint-status",,"","checkpoint","Door opening as required & is plumb"
"checkpoint-status",,"","checkpoint","All doors installed, damage free & completed correctly to specification in respective area(s)"
"checkpoint-status",,"","checkpoint","Inspections completed and issued to Foreman"
"holdpoint",,"","signoff","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"

"checklist-flat",,"","checklist","POST - S - Skirting/ Architraves & Trims","",,,151,"Yes","POST - S - Skirting/ Architraves & Trims","fcb1b952-b78f-4457-89b0-f874f1d50650"
"checkpoint-status",,"","checkpoint","Architraves/ skirtings & trims are the correct size and profile"
"checkpoint-status",,"","checkpoint","Skirting boards have been properly scribed, sanded, glued and mitred"
"checkpoint-status",,"","checkpoint","Architraves/skirtings & trims have been installed with consistent even margins"
"checkpoint-status",,"","checkpoint","Skirting/Architraves & trim work completed - specified level of finish achieved"
"checkpoint-status",,"","checkpoint","Inspections completed and issued to Foreman"
"holdpoint",,"","signoff","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"

