"Warnings","Id","Type","Name","Values","Prompting Name","Usage Count","Resource Id"
"","9b1b0614-c027-54d0-bc89-019256d340d5/2","checklist","Add Drainage checks","","Drainage",0,"0379271e-6998-4be0-aff1-d968a861619e"
"","f339f425-bcec-5e00-916a-b230da94676b","section","Storm Water",,,,
"","b519a3d6-528e-56ad-9cbe-1d5aa50e8c4c","checkpoint","Plans correct issue and construction set",,,,
"","5d802f8a-4408-5081-8d90-e7297e2d8141","checkpoint","Check set out from builders",,,,
"","1c35e006-e055-56c0-8759-1a389e6072e2","checkpoint","Check Plans for correct sizing and pipe material",,,,
"","82018cb6-2f71-5667-bb4d-d3de9a34628e","checkpoint","All Falls achieved as per plans",,,,
"","f4cbcd85-de33-5d5a-9021-8783ca5a393f","checkpoint","All Manholes hauched as per code",,,,
"","5c466659-68a6-5586-9936-3b8d53c51a11","checkpoint","All Cesspits, Manholes installed to correct heights",,,,
"","9c6eda90-de39-562e-b6aa-41edacf4e03e","checkpoint","All Trenches compacted with compactor",,,,
"","cbda2a42-9dd8-5a20-baa5-477be756ed81","checkpoint","Subgrade Scala test ever 10m - 3 Blows per 100mm",,,,
"","4ad2e5a9-6125-526c-89d9-fa7bb2201af9","checkpoint","Backfill in layers of 300mm and test every 10m - 3 Blows per 100mm",,,,
"","03d19b84-64a3-504c-9a0e-0dd7b9ab7639","checkpoint","Pipes tested for inspection",,,,
"","caf0ab4f-382f-5f2e-a615-01e18f361472","checkpoint","Rainwater Tank installed as per engineers report",,,,
"","484e0585-569a-57ba-acaa-547731a10b02","checkpoint","Photos Taken",,,,
"","6dd94540-b727-577f-a50a-65cdd18ab664","checkpoint","Inspection passed",,,,
"","0df12610-e59e-5413-a836-bddeb60ce91b","checkpoint","Engineer Inspected",,,,
"","031ca681-bc70-5712-ab0f-edb8818a4f08","checkpoint","Mark up drawings Done",,,,
"","3d4d185c-07ae-54b0-be6d-8bfc78a811bf","section","Sewer",,,,
"","698e34ba-edf9-4f20-8ac2-c8509e9163ce","checkpoint","Plans correct issue and construction set",,,,
"","4e982c04-0a64-4e95-8d9b-9440912b7eb9","checkpoint","Check Plans for correct sizing and pipe material",,,,
