Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Delivery Checks,,,,,
,Scope,,,Delivery Checks,
,Rows,,,,
,,Delivery Checks,dynamic,Delivery Checks,
,Columns,,,,
,,Delivery docket attached/photographed,,Delivery docket attached or photographed,
,,Report Reference:,Report Reference:,Delivery docket attached or photographed,
,,Date of Delivery:,Date of Delivery:,Delivery docket attached or photographed,
,,Manufacturer/Supplier:,Manufacturer/Supplier:,Delivery docket attached or photographed,
,,Equipment Description:,Equipment Description:,Delivery docket attached or photographed,
,,Technical Approval Ref:,Technical Approval Ref:,Delivery docket attached or photographed,
,,Drawing Approval Ref:,Drawing Approval Ref:,Delivery docket attached or photographed,
,,Photo(s) of serial number(s),,Photo(s) of serial number(s),
,,Approved by Supplier/Manufacturer,,Approved by Supplier / Manufacturer,
,,Approved by Subcontractor Representative,,Approved by Subcontractor Representative,
,,Approved by Scentre Group,,Approved by Scentre Group,
,,Date/Time of Inspection:,Date/Time of Inspection:,Approved by Scentre Group,
,,,,,
Overall Progress,,,,,
,Scope,,,Site QA,
,Rows,,,,
,,Level 1,dynamic,Level 1,Site QA
,,Level 2,dynamic,Level 2,Site QA
,,Level 3,dynamic,Level 3,Site QA
,Columns,,,,
,,Ductwork Installation,,Ductwork Installation,
,,Ductwork Insulation,,Ductwork Insulation,
,,Ductwork Piece Factory,,Ductwork Piece Factory,
,,Grille Installation,,Grille Installation,
,,Fan Installation,,Fan Installation,
,,Fire Dampers Installation,,Fire Dampers Installation,
,,Fire Penetrations Register,,Fire Penetrations Register,
,,Split AC VRV Unit Installation,,Split AC VRV Unit Installation,
,,CHW Pipe Work installation,,CHW Pipe Work installation,
,,HHW Pipe Work installation,,HHW Pipe Work installation,
,,Plant Room,,Plant Room,
,,AHU Installation,,AHU Installation,
