type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,
checklist,ITP009-11 - Electrical Fit-out of Existing SIT Pits,,,,,,ITP009-11 - Electrical Fit-out of Existing SIT Pits,,,,,,
section,1.0 Electrical Fit-out of Existing SIT Pits,,,,,,,,,,,,
checkpoint,1.1 - Isolation of Services and Preliminaries,,,,,,,,,,,,
label,Frequency: Prior to start,,,,,,,,,,,,
label,"Acceptance Criteria: Prior to entering pit, power to be isolated to the satisfaction of the Principal and other relevant authorities. Equipment removed and pit cleaned.",,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• Drawing set ADE-EDAU21008-YMML-DD,,,,,,,,,,,,
label,• ADE-EDAU21008-TB-ver2.0,,,,,,,,,,,,
label,Inspection/ Test Method: Verify,,,,,,,,,,,,
label,Record of conformity: This ITP Signed / Avionics Checklist 011,,,,,,,,,,,,
label,HP*,,,,,,,,,,,,
label,Responsibility: Project Engineer / Avionics,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,1.2 - Installation,,,,,,,,,,,,
label,Frequency: Each Lot,,,,,,,,,,,,
label,"Acceptance Criteria: Primary and secondary cables installed, along with transformers, primary connector joints, and earthing cable.",,,,,,,,,,,,
label,Reference Documents: Drawing set ADE-EDAU21008-YMML-DD,,,,,,,,,,,,
label,Inspection/ Test Method: Verify,,,,,,,,,,,,
label,Record of conformity: This ITP Signed / Avionics Checklist 011,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Project Engineer / Avionics,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,1.3 - Pit Closeout,,,,,,,,,,,,
label,Frequency: Each Lot,,,,,,,,,,,,
label,Acceptance Criteria: Earth cable terminated from lug and reposition SIT holder.,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• Drawing set ADE-EDAU21008-YMML-DD,,,,,,,,,,,,
label,• ADE-EDAU21008-TB-ver2.0,,,,,,,,,,,,
label,Inspection/ Test Method: Verify,,,,,,,,,,,,
label,Record of conformity: This ITP Signed / Avionics Checklist 011,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Project Engineer / Avionics,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,1.4 - Testing,,,,,,,,,,,,
label,Frequency: Each Lot,,,,,,,,,,,,
label,Acceptance Criteria: Energise circuits and test lights.,,,,,,,,,,,,
label,Reference Documents: Drawing set ADE-EDAU21008-YMML-DD,,,,,,,,,,,,
label,Inspection/ Test Method: Verify,,,,,,,,,,,,
label,Record of conformity: This ITP Signed / Avionics Checklist 011,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Project Engineer / Avionics,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,Final Inspection,,,,,,,,,,,,
label,The signature below verifies that this ITP has been completed in accordance with the Fulton Hogan’s Quality system Procedures and verifies lot compliance with specifications.,,,,,,,,,,,,
text,Print Name:,,,,,,,,,,,,
text,Position:,,,,,,,,,,,,
text,Date:,,,,,,,,,,,,
