type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,
checklist,ITP009-3 - Demolition and Isolation Works,,,,,,ITP009-3 - Demolition and Isolation Works,,,,,,
section,1.0 Preliminary Works,,,,,,,,,,,,
checkpoint,1.1 - Preparation for the Works to be Undertaken,,,,,,,,,,,,
label,Frequency: Prior to Start,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• Notify the Airport’s Engineering personnel at least two days prior to removing the works area from service and prior to returning the works area to service.,,,,,,,,,,,,
label,• DWG ADE-EDAU21008-YMML-DD-002-2 used should additional information of works area be required.,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• Drawing set ADE-EDAU21008-YMML-DD,,,,,,,,,,,,
label,• ADE-EDAU21008-TB-ver2.0,,,,,,,,,,,,
label,Inspection/ Test Method: Verify,,,,,,,,,,,,
label,Record of conformity: This ITP Signed / Aconex,,,,,,,,,,,,
label,HP*,,,,,,,,,,,,
label,Responsibility: Project Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,1.2 - AGL Continuity of Service,,,,,,,,,,,,
label,Frequency: Prior to Start,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• Ensure the continuity of service of the AGL facilities is maintained while undertaking the works.,,,,,,,,,,,,
label,• No outages of any facilities shall be permitted unless prior approval has been received by the Contractor from the Contract Administrator.,,,,,,,,,,,,
label,• DWG ADE-EDAU21008-YMML-DD-002-2 and technical specification used should additional information of works area be required.,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• Drawing set ADE-EDAU21008-YMML-DD,,,,,,,,,,,,
label,• ADE-EDAU21008-TB-ver2.0,,,,,,,,,,,,
label,Inspection/ Test Method: Verify,,,,,,,,,,,,
label,Record of conformity: This ITP Signed,,,,,,,,,,,,
label,HP*,,,,,,,,,,,,
label,Responsibility: Project Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,1.3 - Check for correct documentation,,,,,,,,,,,,
label,Frequency: Prior to commencing any activity,,,,,,,,,,,,
label,Acceptance Criteria: Ensure that all employees and subcontractors are using the latest and complete set of drawings,,,,,,,,,,,,
label,Reference Documents: IFC Drawings,,,,,,,,,,,,
label,Inspection/ Test Method: Verify,,,,,,,,,,,,
label,Record of conformity: This ITP Signed,,,,,,,,,,,,
label,HP*,,,,,,,,,,,,
label,Responsibility: Project Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,1.4 - Implementation of all measures and controls,,,,,,,,,,,,
label,Frequency: Prior to commencing any activities,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,"• All necessary measures and controls are being implemented, that is PSP, EMP, TMP, SWMS & WP.",,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• PSP,,,,,,,,,,,,
label,• EMP,,,,,,,,,,,,
label,• TMP,,,,,,,,,,,,
label,• JSEA,,,,,,,,,,,,
label,• SWMS,,,,,,,,,,,,
label,• WP,,,,,,,,,,,,
label,Inspection/ Test Method: Verify,,,,,,,,,,,,
label,Record of conformity: Site and Office Inspection,,,,,,,,,,,,
label,HP*,,,,,,,,,,,,
label,Responsibility: Project Engineer / Site Supervisor,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
section,2.0 Demolition and Isolation Works,,,,,,,,,,,,
checkpoint,"2.1 - Investigation, Location, Identification, Protection, Modification, Isolation, Extension or Relocation of Existing Features",,,,,,,,,,,,
label,Frequency: Prior to commencing demolition works,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• The Contractor must:,,,,,,,,,,,,
label,– a. investigate and locate both above ground level features and below ground services that may be affected during the performance of the Work under the Contract;,,,,,,,,,,,,
label,"– b. identify, protect, modify, extend or relocate existing features, services or facilities as necessary for the performance of the Work under the Contract to the satisfaction of the Principal and other relevant authorities;",,,,,,,,,,,,
label,– DWG ADE-EDAU21008-YMML-DD-002-2 used should additional information of works area be required.,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• Drawing set ADE-EDAU21008-YMML-DD,,,,,,,,,,,,
label,• ADE-EDAU21008-TB-ver2.0,,,,,,,,,,,,
label,Inspection/ Test Method: Verify,,,,,,,,,,,,
label,Record of conformity: This ITP signed / Avionics Checklist 003,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Project Engineer/Avionics,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,2.2 - Demolition and/or removal of AGL,,,,,,,,,,,,
label,Frequency: Each Lot,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,"• Prior to any pavement overlay works, all light fittings and shallow bases impacted by the pavement reconstruction works shall be removed.",,,,,,,,,,,,
