"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"e0d26047-447f-4cd5-9316-33b378bb23ca","","fail","","folder","TRUE","FALSE","Zone 1 - East"
"c18dc69d-aa8d-4307-b0e2-f9211b402502","","work-in-progress","","folder","TRUE","FALSE","Zone 1 - East","Earthworks"
"99468a09-9692-4abe-9463-f994f3a92fdb","","work-in-progress","ITP - Kerb & Channel and Footpaths - 301 - Rev B","checklist","FALSE","FALSE","Mid Zone","Kerb & Channel ","ITP - Kerb & Channel and Footpaths - 301 - Rev B"
"f52cb294-3f0e-417e-9ef1-eb45dce1c5cd","","fail","","folder","TRUE","FALSE","Tauranga Tie-in"
"facb9fbd-0a02-49f1-8a6a-610c3ca7fe4d","","work-in-progress","","folder","TRUE","FALSE","Tauranga Tie-in","Earthworks"
"1e92b790-c34f-4a51-8c13-25e2f2bce6b0","","work-in-progress","Ω (DEPRECATED) ITP - Earthworks - 101 - Rev 2 - v3","checklist","FALSE","FALSE","Tauranga Tie-in","Earthworks","ITP - Earthworks - 101 - Rev 2"
"0cd7199b-1cc5-434b-bb46-6d2811c3bde7","","work-in-progress","","folder","TRUE","FALSE","Tauranga Tie-in","Pavement "
"b911d870-6d43-4570-a84e-c3acb4e5f065","","work-in-progress","ITP - Pavement - Type A - 104.1 - Rev 3","checklist","FALSE","FALSE","Tauranga Tie-in","Pavement ","ITP - Pavement - Type A - 104.1 - Rev 3"
"ab8b5a8c-7fd0-461d-83b1-159d442b3d26","","fail","","folder","TRUE","FALSE","Tauranga Tie-in","Traffic Services"
"dd124b04-8727-4050-80d7-1ef916c5a0d3","","fail","ITP - Traffic Services - 809 - Rev 1","checklist","FALSE","FALSE","Tauranga Tie-in","Traffic Services","RSF-ITP - Traffic Services - 809 - Rev 1-LOT-006 - Tauranga Tie In - SP1A"
"9bb44726-4ee9-4a3e-adb3-e92cf4ea87e8","","fail","","folder","TRUE","FALSE","Hamilton Tie-In"
"b3074a4d-571c-4b1b-8f2d-6ba8d5eee1f4","","work-in-progress","","folder","TRUE","FALSE","Hamilton Tie-In","Earthworks"
"390d9931-d346-41e4-a0fe-0945667e2706","","work-in-progress","ITP - Earthworks - 101 - Rev 2","checklist","FALSE","FALSE","Hamilton Tie-In","Earthworks","EAR-ITP - Earthworks - 101 - Rev 2-LOT-006 - Hamilton Tie In - SP1A"
"33069b46-5dac-4742-8a17-9bc678a64cce","","work-in-progress","","folder","TRUE","FALSE","Hamilton Tie-In","Stormwater"
"cddf8508-f4ac-40af-8c59-325acb34d357","","work-in-progress","ITP - Stormwater (Structures) - 202 - Rev B","checklist","FALSE","FALSE","Hamilton Tie-In","Stormwater","STW-ITP - Stormwater (Structures) - 202 - Rev B-LOT-005 - Hamilton Tie In - SP1A"
"5fa76daf-2ba5-4ae8-ad9b-4832b2690ad4","","work-in-progress","","folder","TRUE","FALSE","Hamilton Tie-In","Pavement "
"30753655-d3d2-4096-b9cc-2fb98c82ed9b","","work-in-progress","ITP - Pavement - Type A - 104.1 - Rev 3","checklist","FALSE","FALSE","Hamilton Tie-In","Pavement ","STP-ITP - Pavement - Type A - 104.1 - Rev 3-LOT-003"
"d2d39de0-84c4-4bce-a494-2aed58fd5ce1","","work-in-progress","","folder","TRUE","FALSE","Hamilton Tie-In","Kerb and Channel"
"5096745a-ca8f-4880-a0fa-a1c225155246","","work-in-progress","ITP - Kerb & Channel and Footpaths - 301 - Rev B","checklist","FALSE","FALSE","Hamilton Tie-In","Kerb and Channel","CON-ITP - Kerb & Channel and Footpaths - 301 - Rev B-LOT-005 - Hamilton Tie In - SP1A"
"052fe902-9e20-4399-91e5-8fc90e6d8fa5","","fail","","folder","TRUE","FALSE","Hamilton Tie-In","Traffic Services "
"2d96fc69-b7cf-4bf7-ba6b-6f19f7d6d251","","fail","ITP - Traffic Services - 809 - Rev 1","checklist","FALSE","FALSE","Hamilton Tie-In","Traffic Services ","RSF-ITP - Traffic Services - 809 - Rev 1-LOT-005 - Hamilton Tie In - SP1A"
"9ce9277b-c02e-41d9-b3bb-ef0995ab2e36","","fail","","folder","TRUE","FALSE","Site Wide"
"9de23673-09d9-473e-8771-655f24bb2639","","fail","","folder","TRUE","FALSE","Site Wide","Landscaping"
"90660e00-b5af-4794-bc9e-e11aa3c746ec","","fail","ITP - Landscaping - 808 - Rev C","checklist","FALSE","FALSE","Site Wide","Landscaping","LSC-ITP - Landscaping - 808 - Rev C-LOT-001 - Site Wide - SP1B"
