"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"64cdf63b-8dcd-41b2-893b-76737829f774","","folder-normal","","","step","TRUE","FALSE","AREA 1 ITP's"
"65cb4231-9be6-4944-a2ff-40074be0b6ab","","folder-normal","","","step","TRUE","FALSE","AREA 1 ITP's","ITP-001 - Stripping Topsoil Clearing & Grubbing"
"af90f18d-6fb9-4544-8ed5-0cca05ee1609","","checklist-sectioned","","35af2d4699d548c88ff8d404e8998525850f75d6c2443c7b1ef6c13b175d1e74","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-017 - Underground Stormwater Drainage","ITP-017-A1-LOT-253 - Pit 150 to Pit 259-5"
"ec344049-c14c-4695-a456-bf09b2a733e2","","checklist-sectioned","","35af2d4699d548c88ff8d404e8998525850f75d6c2443c7b1ef6c13b175d1e74","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-017 - Underground Stormwater Drainage","ITP-017-A1-LOT-254 -RCP1200 - Pit 182 to Pit 156"
"023f0595-5865-4860-b9a9-abca11872e85","","checklist-sectioned","","35af2d4699d548c88ff8d404e8998525850f75d6c2443c7b1ef6c13b175d1e74","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-017 - Underground Stormwater Drainage","ITP-017-A1-LOT-255 - RCP 1200 - Pit 156 to Pit 155"
"b367e81e-628e-47a6-86eb-b1a9dfca02a5","","checklist-sectioned","","35af2d4699d548c88ff8d404e8998525850f75d6c2443c7b1ef6c13b175d1e74","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-017 - Underground Stormwater Drainage","ITP-017-A1-LOT-256 - Pit 155 to Pit 137"
"3ec2e8cd-eec5-4eb2-b9a4-11db9a880b63","","checklist-sectioned","","35af2d4699d548c88ff8d404e8998525850f75d6c2443c7b1ef6c13b175d1e74","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-017 - Underground Stormwater Drainage","ITP-017-A1-LOT-257 - Pit 129 to Pit 393"
"2f03c70e-7ff1-4bc5-9249-1d9f73004568","","checklist-sectioned","","35af2d4699d548c88ff8d404e8998525850f75d6c2443c7b1ef6c13b175d1e74","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-017 - Underground Stormwater Drainage","ITP-017-A1-LOT-258 - Pit 156 to Pit 163"
"45bbbc1c-1a36-49cb-bbc2-44d378ee0cd2","","checklist-sectioned","","35af2d4699d548c88ff8d404e8998525850f75d6c2443c7b1ef6c13b175d1e74","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-017 - Underground Stormwater Drainage","ITP-017-A1-LOT-259 - Pit 290a to Pit 290b"
"d01fff84-c07f-4dfc-9daf-48b7499eb3e5","","checklist-sectioned","","35af2d4699d548c88ff8d404e8998525850f75d6c2443c7b1ef6c13b175d1e74","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-017 - Underground Stormwater Drainage","ITP-017-A1-LOT-260 - Zone 3 Pit 273 to Pit 327"
"347bf614-97b1-4cb1-bc84-5f11a5831ec6","","checklist-sectioned","","35af2d4699d548c88ff8d404e8998525850f75d6c2443c7b1ef6c13b175d1e74","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-017 - Underground Stormwater Drainage","ITP-017-A1-LOT-261 - Zone 3 Pit 327 to Pit 327a"
"fb3e9d6c-8d8a-4fdc-839c-78b8de3932b5","","checklist-sectioned","","f3f1a60c61a6084c6517da22e5eb5cb940083c3c70dad211643e2d3ee8afa1a6","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-017 - Underground Stormwater Drainage","ITP-017-A1-LOT-262 - Zone 2 - P384-1 - P384-2 - Hanson CM"
"2cd5c302-cb84-44fd-8573-e8e94f5fa9a2","","checklist-sectioned","","f3f1a60c61a6084c6517da22e5eb5cb940083c3c70dad211643e2d3ee8afa1a6","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-017 - Underground Stormwater Drainage","ITP-017-A1-LOT-263 - Zone 1 - P331 - P331-1 - Hardy Ave"
"ac3685de-7870-4914-8bbe-f21c9f093220","","checklist-sectioned","","f3f1a60c61a6084c6517da22e5eb5cb940083c3c70dad211643e2d3ee8afa1a6","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-017 - Underground Stormwater Drainage","ITP-017-A1-LOT-264 - Zone 1 - Walter St - P282 - P261"
"b0dba637-9c0a-4423-8cb9-3f21549c791c","","checklist-sectioned","","f3f1a60c61a6084c6517da22e5eb5cb940083c3c70dad211643e2d3ee8afa1a6","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-017 - Underground Stormwater Drainage","ITP-017-A1-LOT-265 - Pit 137 to Pit 269"
"fb0a45e9-0f50-450c-a26d-9732d9e45454","","checklist-sectioned","","f3f1a60c61a6084c6517da22e5eb5cb940083c3c70dad211643e2d3ee8afa1a6","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-017 - Underground Stormwater Drainage","ITP-017-A1-LOT-266 - Pit 269 to Pit 115"
"fa96a993-d498-48a5-b3b9-3a70381a28f9","","checklist-sectioned","","f3f1a60c61a6084c6517da22e5eb5cb940083c3c70dad211643e2d3ee8afa1a6","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-017 - Underground Stormwater Drainage","ITP-017-A1-LOT-267 - Pit 115 to Pit 267"
"81119693-b146-4431-859a-c52214309bec","","checklist-sectioned","","f3f1a60c61a6084c6517da22e5eb5cb940083c3c70dad211643e2d3ee8afa1a6","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-017 - Underground Stormwater Drainage","ITP-017-A1-LOT-268 - Pit 267 to Pit 393"
"0256cf04-3bcf-4d44-8c94-a30cd447cf19","","checklist-sectioned","","f3f1a60c61a6084c6517da22e5eb5cb940083c3c70dad211643e2d3ee8afa1a6","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-017 - Underground Stormwater Drainage","ITP-017-A1-LOT-269 - Pit 243 to Pit 244"
"76e5444d-84cc-4a75-8685-d7ea76cc90c3","","folder-normal","","","step","TRUE","FALSE","AREA 1 ITP's","ITP-026 - Guardrail Installation"
"99174aa2-1c01-46d8-bf87-ecd17943ea16","","checklist-sectioned","","c70a993d562759889bd11e16bd05f35ef401a60f4a761608c00518d2cbeeb8bb","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-026 - Guardrail Installation","ITP-026-A1-LOT-002 - Hume Hwy North Island (Nth/Sth Bound)"
"7cf0a8d6-953a-41b5-b3ad-90300e1da9c1","","checklist-sectioned","","1e5b8d9eb329a3118f1228d35f2af6304e728f0e5f36f73913ced63dc79468c3","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-026 - Guardrail Installation","ITP-026-A1-LOT-001 - Hume Hwy South Island (Sth Bound)"
"853db03c-12b1-43ca-b1f9-972e3312b4c4","","checklist-sectioned","","9b1e41d6c809b32ef4f9fdbaa173d57b887ac2db2c262db70947aa03258e3469","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-026 - Guardrail Installation","ITP-026-A1-LOT-003 - Hume Hwy South Island (Nth Bound)"
"e2874bc9-838d-4cbb-b5bf-fb17a4e4c336","","checklist-sectioned","","7e2e32eebd1770e8b3d201e7e3eb65552201898f0a9226f7ab1ddcd462346c4f","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-026 - Guardrail Installation","ITP-026-A1-LOT-004 - Memorial Park Median Guardrails"
"fb9289f3-d473-46dd-b2a0-012334092646","","checklist-sectioned","","7e2e32eebd1770e8b3d201e7e3eb65552201898f0a9226f7ab1ddcd462346c4f","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-026 - Guardrail Installation","ITP-026-A1-LOT-005 - Ramshield installation - Z3.1- West of Brigewater and South of the Bus stop"
"a9985d56-f08f-492a-9b5c-eee5df46aa3c","","checklist-sectioned","","7e2e32eebd1770e8b3d201e7e3eb65552201898f0a9226f7ab1ddcd462346c4f","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-026 - Guardrail Installation","ITP-026-A1-LOT-006 - Memorial EB/WB Both Sides - CH26146 - CH26344"
"b63e6815-2e90-45da-bd9f-169b79a22eb3","","checklist-sectioned","","7e2e32eebd1770e8b3d201e7e3eb65552201898f0a9226f7ab1ddcd462346c4f","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-026 - Guardrail Installation","ITP-026-A1-LOT-007 - Hume Hwy NB - CH70088 - CH70250"
"f05a372f-d287-4edb-bb9f-a09294a72331","","checklist-sectioned","","7e2e32eebd1770e8b3d201e7e3eb65552201898f0a9226f7ab1ddcd462346c4f","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-026 - Guardrail Installation","ITP-026-A1-LOT-008 - Craigieburn Rd EB CH15500 to CH15700 - Both Sides"
"5f7be1d7-fae9-40f9-8506-04ded77ae4c0","","checklist-sectioned","","12cf05a8104014ab119e0af9a3fe0300d9d96e2d7b1761b69ff26817be532efc","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-026 - Guardrail Installation","ITP-026-A1-LOT-009 - Craigieburn Rd WB CH14280 to CH13600 - Sth Side"
"2d24e771-205f-4826-a660-e6974a707370","","checklist-sectioned","","5a3609a5eb344d7a031c983aacfdfa9afd2291995ced72d350bc269de0259f7d","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-026 - Guardrail Installation","ITP-026-A1-LOT-010- Craigieburn Rd Eastbound Median - CH15425 to CH15485 "
"a4ed74a7-ffe3-4279-926f-73764bc672d3","","checklist-sectioned","","5a3609a5eb344d7a031c983aacfdfa9afd2291995ced72d350bc269de0259f7d","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-026 - Guardrail Installation","ITP-026-A1-LOT-011 - Centre median west of Bridgewater"
"2a1ad88c-246a-4ad2-8306-1a09e4499bbc","","checklist-sectioned","","5a3609a5eb344d7a031c983aacfdfa9afd2291995ced72d350bc269de0259f7d","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-026 - Guardrail Installation","ITP-026-A1-LOT-012- Craigieburn Rd Westbound - CH14425 to CH14500"
"dcdbd4eb-2e23-4e3d-b72d-169e11051112","","checklist-sectioned","","5a3609a5eb344d7a031c983aacfdfa9afd2291995ced72d350bc269de0259f7d","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-026 - Guardrail Installation","ITP-026-A1-LOT-013- west of CFA futures entrance "
"ddc2b6f2-4847-4980-b8f6-07035fb57f2f","","checklist-sectioned","","5a3609a5eb344d7a031c983aacfdfa9afd2291995ced72d350bc269de0259f7d","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-026 - Guardrail Installation","ITP-026-A1-LOT-014- Craigieburn Rd Westbound - CH13340 to CH13400"
"905c09b3-51ec-41ca-867a-4740dee5b371","","folder-normal","","","step","TRUE","FALSE","AREA 1 ITP's","ITP-049 - Topsoil Placement and Landscaping"
"49023852-647b-491b-812a-2ed466295eac","","checklist-sectioned","","e040ab70a3bb56b0457209394fde7c5c84581a7f4890b4c4f1b05d842f306689","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-049 - Topsoil Placement and Landscaping","ITP-049-A1-LOT-001 - Hume Hwy North"
"bc54faa6-c98f-4ee0-9c05-eccef05f04dc","","checklist-sectioned","","e040ab70a3bb56b0457209394fde7c5c84581a7f4890b4c4f1b05d842f306689","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-049 - Topsoil Placement and Landscaping","ITP-049-A1-LOT-002 - Hume Hwy South"
"7c164781-e70b-450a-be51-be791ce5389e","","checklist-sectioned","","9679c7b99ae8eb72612ce53da5390e1826082f49454a002be482928586bd4e60","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-049 - Topsoil Placement and Landscaping","ITP-049-A1-LOT-003 - Zone 4 - CH13285 - CH14320"
"c76b639d-2c09-4350-8e88-df201521ccf9","","checklist-sectioned","","9679c7b99ae8eb72612ce53da5390e1826082f49454a002be482928586bd4e60","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-049 - Topsoil Placement and Landscaping","ITP-049-A1-LOT-004 - Zone 3.3 - CH14320 - CH14530"
"893182ae-bd2f-4906-b12f-f27abc67eab2","","checklist-sectioned","","faa9a8fbdce519470ce6f07ef2b7b4bd8528357acd4dc6ccbb390a0dbf351e5d","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-049 - Topsoil Placement and Landscaping","ITP-049-A1-LOT-005 - Bridgewater East - Stadium - CRG WB - (CM / South) "
"ea2fda00-592a-406f-927e-88c0e4374df0","","folder-normal","","","step","TRUE","FALSE","AREA 1 ITP's","ITP-054 - Traffic Island, Median Island & Driveways"
"07b9998e-2f56-4424-933a-a28e22933bc8","","checklist-sectioned","","0af71435f38629ad08d8c3d27542ef98845269e2bf0e3bcf5cc17c2827d97409","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-054 - Traffic Island, Median Island & Driveways","ITP-054-A1-LOT-001 - Hume Hwy North Bullnose"
"7ed09116-6f94-414d-ad83-c66d153f5790","","checklist-sectioned","","0af71435f38629ad08d8c3d27542ef98845269e2bf0e3bcf5cc17c2827d97409","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-054 - Traffic Island, Median Island & Driveways","ITP-054-A1-LOT-002 - Hume Hwy North (Sth Bound) Maintenance Strip"
"dd4be924-39e4-4eb4-92e4-1f4f1f24407d","","checklist-sectioned","","0af71435f38629ad08d8c3d27542ef98845269e2bf0e3bcf5cc17c2827d97409","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-054 - Traffic Island, Median Island & Driveways","ITP-054-A1-LOT-003 - Hume Hwy South (Nth Bound) - Maintenance Strip CH70265 - 70220"
"cc98d7bc-b43d-4c4b-9a21-cbbf6f3001ce","","checklist-sectioned","","56c6d9f85c6dc67071d6b28fd9c4cf61d6391809f448714cdb07a8b356fec4ab","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-054 - Traffic Island, Median Island & Driveways","ITP-054-A1-LOT-004 - Hume Hwy South (Nth Bound) - Maintenance Strip CH70220 - 70110"
"e80f413f-f486-41e9-870d-3bc18a984ff6","","checklist-sectioned","","56c6d9f85c6dc67071d6b28fd9c4cf61d6391809f448714cdb07a8b356fec4ab","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-054 - Traffic Island, Median Island & Driveways","ITP-054-A1-LOT-005 Hume Hwy North (Sth Bound) - Maintenance Strip CH70506 - 70485"
"d13c7415-69e0-4b4a-8401-011e8b5c8cbe","","checklist-sectioned","","56c6d9f85c6dc67071d6b28fd9c4cf61d6391809f448714cdb07a8b356fec4ab","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-054 - Traffic Island, Median Island & Driveways","ITP-054-A1-LOT-006 Hume Hwy North (Nth Bound) - Maintenance Strip CH70334 - 70360"
"b0177f1e-ea90-45aa-8551-4b42302f2188","","checklist-sectioned","","56c6d9f85c6dc67071d6b28fd9c4cf61d6391809f448714cdb07a8b356fec4ab","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-054 - Traffic Island, Median Island & Driveways","ITP-054-A1-LOT-007 - Hume Hwy North (Nth Bound) - Maintenance Strip CH70360 - 70435"
"8c914d47-afb9-4ad4-8f4d-bfeaf82cbae6","","checklist-sectioned","","56c6d9f85c6dc67071d6b28fd9c4cf61d6391809f448714cdb07a8b356fec4ab","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-054 - Traffic Island, Median Island & Driveways","ITP-054-A1-LOT-008 - Hume Hwy South (Sth Bound) - Maintenance Strip CH70267 - CH70100"
"721f39f3-c42a-4b99-b0ec-3ddc9bd73ac4","","checklist-sectioned","","56c6d9f85c6dc67071d6b28fd9c4cf61d6391809f448714cdb07a8b356fec4ab","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-054 - Traffic Island, Median Island & Driveways","ITP-054-A1-LOT-009 - Bridgewater Rd to Clovelly Dr - WB - SUP CH14900 to CH15000"
"cc6abb6f-4db6-424e-969c-c96f47be9b91","","checklist-sectioned","","598d0956a8483bf2c0f85e52925c26a647bf43bcb43b32624251cb7360394ce6","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-054 - Traffic Island, Median Island & Driveways","ITP-054-A1-LOT-010 - Bridgewater Rd South East Corner - CH25100 - CH25120 - SUP"
"d501faed-2169-400b-b7af-c6c32425c767","","checklist-sectioned","","598d0956a8483bf2c0f85e52925c26a647bf43bcb43b32624251cb7360394ce6","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-054 - Traffic Island, Median Island & Driveways","ITP-054-A1-LOT-011 - Bridgewater Rd NB Bullnose - CH25090 - CH25100"
"73904f36-0d98-4cca-bcee-6f636123285b","","checklist-sectioned","","56c6d9f85c6dc67071d6b28fd9c4cf61d6391809f448714cdb07a8b356fec4ab","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-054 - Traffic Island, Median Island & Driveways","ITP-054-A1-LOT-012 - Memorial South Bullnose Infill "
"04e3e22d-eac8-4455-be33-e37f8636a20b","","checklist-sectioned","","56c6d9f85c6dc67071d6b28fd9c4cf61d6391809f448714cdb07a8b356fec4ab","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-054 - Traffic Island, Median Island & Driveways","ITP-054-A1-LOT-013 - SUP - Plaza Corner - CRG Rd EB - CH25960 - CH26123"
"eac4604c-2317-4e15-aaa8-07845ab29b59","","checklist-sectioned","","56c6d9f85c6dc67071d6b28fd9c4cf61d6391809f448714cdb07a8b356fec4ab","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-054 - Traffic Island, Median Island & Driveways","ITP-054-A1-LOT-014 - Craigieburn Rd Eastbound SUP  - CH16040 to CH16130"
"b089bc98-68ad-401e-8ea7-576a2eeba76f","","checklist-sectioned","","56c6d9f85c6dc67071d6b28fd9c4cf61d6391809f448714cdb07a8b356fec4ab","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-054 - Traffic Island, Median Island & Driveways","ITP-054-A1-LOT-015 - Walters Intersection North Eastern Island"
"6513fad8-d6f9-4ea1-8d61-65b122b5e8c1","","checklist-sectioned","","56c6d9f85c6dc67071d6b28fd9c4cf61d6391809f448714cdb07a8b356fec4ab","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-054 - Traffic Island, Median Island & Driveways","ITP-054-A1-LOT-016 - Zone 2 - Shell Driveway Western Driveway"
"3700ad33-7e94-4453-9b08-991213935a4a","","checklist-sectioned","","56c6d9f85c6dc67071d6b28fd9c4cf61d6391809f448714cdb07a8b356fec4ab","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-054 - Traffic Island, Median Island & Driveways","ITP-054-A1-LOT-017 - Zone 2 - Shell Driveway Eastern Driveway"
"61e8d29f-158e-4ed5-b3b9-c2e78837c93c","","checklist-sectioned","","56c6d9f85c6dc67071d6b28fd9c4cf61d6391809f448714cdb07a8b356fec4ab","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-054 - Traffic Island, Median Island & Driveways","ITP-054-A1-LOT-018 - Zone 1 - Memorial Park - WB / EB - Maintenance Strip "
"5e2f8160-71ad-4985-9596-b1ed9f1056d4","","checklist-sectioned","","56c6d9f85c6dc67071d6b28fd9c4cf61d6391809f448714cdb07a8b356fec4ab","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-054 - Traffic Island, Median Island & Driveways","ITP-054-A1-LOT-019 - Zone 1 - Memorial Park - WB - Southern Island Infill "
"a3c05b3a-157a-491f-ab21-64d621fba4cd","","checklist-sectioned","","56c6d9f85c6dc67071d6b28fd9c4cf61d6391809f448714cdb07a8b356fec4ab","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-054 - Traffic Island, Median Island & Driveways","ITP-054-A1-LOT-020 - Zone 1 - Intersection Southern Island Infill - Hardy Slip Lane - CH16121 - CH16137"
"e9f862f7-122f-4123-be31-38d6947da3c3","","checklist-sectioned","","56c6d9f85c6dc67071d6b28fd9c4cf61d6391809f448714cdb07a8b356fec4ab","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-054 - Traffic Island, Median Island & Driveways","ITP-054-A1-LOT-021 - Zone 3.1- Bus bay CH14990 to 15040"
"57b66247-3e41-4b98-918c-0633fd79cee4","","checklist-sectioned","","56c6d9f85c6dc67071d6b28fd9c4cf61d6391809f448714cdb07a8b356fec4ab","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-054 - Traffic Island, Median Island & Driveways","ITP-054-A1-LOT-022- Plaza West of Ampol Driveway - CH26993 - CH26000"
"502d9f97-258b-4e81-a5b0-5dd3e5d5e7d1","","checklist-sectioned","","56c6d9f85c6dc67071d6b28fd9c4cf61d6391809f448714cdb07a8b356fec4ab","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-054 - Traffic Island, Median Island & Driveways","ITP-054-A1-LOT-023- Plaza East of Ampol Driveway - CH26008 - CH26016"
"4a190eac-f642-461f-9bea-a55f9915fc60","","checklist-sectioned","","56c6d9f85c6dc67071d6b28fd9c4cf61d6391809f448714cdb07a8b356fec4ab","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-054 - Traffic Island, Median Island & Driveways","ITP-054-A1-LOT-024 - Hume Slip Lane x CRG Rd WB Bullnose "
"6e842451-97c6-42bc-9693-93bf289b811e","","checklist-sectioned","","56c6d9f85c6dc67071d6b28fd9c4cf61d6391809f448714cdb07a8b356fec4ab","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-054 - Traffic Island, Median Island & Driveways","ITP-054-A1-LOT-025 - Vet to Benston Crossover - CRG Rd WB"
"f1bdb63f-e137-4e15-af14-9d65b934f375","","checklist-sectioned","","56c6d9f85c6dc67071d6b28fd9c4cf61d6391809f448714cdb07a8b356fec4ab","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-054 - Traffic Island, Median Island & Driveways","ITP-054-A1-LOT-026 - Chinnock Ct Driveway"
"c2a9b8d6-dba1-4dd7-9040-4c5ce281f080","","checklist-sectioned","","56c6d9f85c6dc67071d6b28fd9c4cf61d6391809f448714cdb07a8b356fec4ab","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-054 - Traffic Island, Median Island & Driveways","ITP-054-A1-LOT-027 - Craigieburn Hume Intersection Southern Islan - CH70280"
"2922f859-53f3-4a66-9c37-ad03481f4d63","","checklist-sectioned","","56c6d9f85c6dc67071d6b28fd9c4cf61d6391809f448714cdb07a8b356fec4ab","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-054 - Traffic Island, Median Island & Driveways","ITP-054-A1-LOT-029 - SUP - Craigieburn Rd Westbound - Zone 3 CH14760 to CH15080"
"6b9c0c9d-4306-426f-8aa8-16086a58adde","","checklist-sectioned","","37b3612d4744ef86ed766c058c7da6db3060f89e77195e2bc16266e731c5a463","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-054 - Traffic Island, Median Island & Driveways","ITP-054-A1-LOT-030 - West 8 Craigieburn roadCH 060 -CH120"
"98cf43d3-7912-497e-b484-bf1ed37ab7ea","","checklist-sectioned","","37b3612d4744ef86ed766c058c7da6db3060f89e77195e2bc16266e731c5a463","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-054 - Traffic Island, Median Island & Driveways","ITP-054-A1-LOT-031 - aitken reserve sup"
"c2b285b8-2c47-441c-aa12-d64731ef2c4c","","checklist-sectioned","","37b3612d4744ef86ed766c058c7da6db3060f89e77195e2bc16266e731c5a463","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-054 - Traffic Island, Median Island & Driveways","ITP-054-A1-LOT-032 - 45 - 47 CRG Rd WB - x2 Crossover"
"f7d45347-2337-4e84-b7b3-0d263f1cf399","","checklist-sectioned","","37b3612d4744ef86ed766c058c7da6db3060f89e77195e2bc16266e731c5a463","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-054 - Traffic Island, Median Island & Driveways","ITP-054-A1-LOT-033 - 33 - 37 CRG Rd WB x3 Crossover "
"81933228-522e-47ca-a7e0-552b2b3a76b7","","checklist-sectioned","","37b3612d4744ef86ed766c058c7da6db3060f89e77195e2bc16266e731c5a463","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-054 - Traffic Island, Median Island & Driveways","ITP-054-A1-LOT-034 - SUP - Zone 4 - Golf Course - CH13840 - CH13700"
"465cd7fd-55e8-43de-ba8c-0eed467b807f","","checklist-sectioned","","37b3612d4744ef86ed766c058c7da6db3060f89e77195e2bc16266e731c5a463","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-054 - Traffic Island, Median Island & Driveways","ITP-054-A1-LOT-035 - Chiropractor Crossover "
"ddb556f0-a907-4e03-8528-155ef487b207","","checklist-sectioned","","37b3612d4744ef86ed766c058c7da6db3060f89e77195e2bc16266e731c5a463","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-054 - Traffic Island, Median Island & Driveways","ITP-054-A1-LOT-036 - SUP - Zone 4 - Golf Course - CH13930 - CH13840"
"96d37640-bce4-4de2-81b4-3e1f7f8715af","","checklist-sectioned","","37b3612d4744ef86ed766c058c7da6db3060f89e77195e2bc16266e731c5a463","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-054 - Traffic Island, Median Island & Driveways","ITP-054-A1-LOT-037 - SUP - Zone 4 - Golf Course - CH14060 - CH14200"
"ebfc8910-5213-41e0-9ca6-1a10d45cd4fc","","checklist-sectioned","","37b3612d4744ef86ed766c058c7da6db3060f89e77195e2bc16266e731c5a463","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-054 - Traffic Island, Median Island & Driveways","ITP-054-A1-LOT-038 - SUP - Zone 4 - Golf Course - CH13930 - CH14060"
"53ed9573-9716-45d7-bc37-9b7eb6f61bfe","","checklist-sectioned","","37b3612d4744ef86ed766c058c7da6db3060f89e77195e2bc16266e731c5a463","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-054 - Traffic Island, Median Island & Driveways","ITP-054-A1-LOT-039 - SUP - Zone 4 - Golf Course - CH13700 - CH13620, CH13530 - CH13460"
"95f66e75-a0dd-40a3-b069-4d4210838116","","checklist-sectioned","","37b3612d4744ef86ed766c058c7da6db3060f89e77195e2bc16266e731c5a463","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-054 - Traffic Island, Median Island & Driveways","ITP-054-A1-LOT-040 - SUP - Zone 4 - Golf Course - CH14300 - CH14180"
"18940dd1-c50a-4fde-8596-f0a3115ac49c","","checklist-sectioned","","37b3612d4744ef86ed766c058c7da6db3060f89e77195e2bc16266e731c5a463","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-054 - Traffic Island, Median Island & Driveways","ITP-054-A1-LOT-041 - SUP - Zone 4 - Golf Course - CH14300 - CH14330"
"07a299ef-081c-4cfb-9ac0-03bc982bda6a","","checklist-sectioned","","37b3612d4744ef86ed766c058c7da6db3060f89e77195e2bc16266e731c5a463","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-054 - Traffic Island, Median Island & Driveways","ITP-054-A1-LOT-042 - Z3 Occo - Parish Crossover "
"8020e74e-9d3d-4d83-beb7-5c816f3eabb9","","checklist-sectioned","","37b3612d4744ef86ed766c058c7da6db3060f89e77195e2bc16266e731c5a463","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-054 - Traffic Island, Median Island & Driveways","ITP-054-A1-LOT-043 - Z3 Occo - SUP Parish - CFA (CH15210 - CH15293) "
"c4712bab-6349-497a-9641-6088abc1fd15","","checklist-sectioned","","37b3612d4744ef86ed766c058c7da6db3060f89e77195e2bc16266e731c5a463","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-054 - Traffic Island, Median Island & Driveways","ITP-054-A1-LOT-044 - SUP - Zone 4 - Zone 4 West - CH13640 - CH13530"
"8cd18f08-6c90-4c15-a75c-0112830df37b","","checklist-sectioned","","37b3612d4744ef86ed766c058c7da6db3060f89e77195e2bc16266e731c5a463","checklist","FALSE","FALSE","AREA 1 ITP's","ITP-054 - Traffic Island, Median Island & Driveways","ITP-054-A1-LOT-045 - SUP - Zone 4 - Zone 4 West - CH13300 - CH13460"
