type,name,values,prefix,postfix,usage count,user addable,template name
checklist,03.01 - Removal of Existing Drainage Structures and Concrete Slabs,itp,,,,,03.01 - Removal of Existing Drainage Structures and Concrete Slabs
section,Details,,,,,,
checkpoint,1 - Items to be salvaged identified in accordance with Annexure MRTS03.1 Cl. 2.1. Items to be removed without damage and stored at a location as nominated in MRTS03.1 Cl. 2.2.,,,,,,
label,Acceptance Criteria & Frequency (Project Specific) - Visual,,,,,,
label,Check Item - Check Item,,,,,,
label,Reference - MRTS03.1,,,,,,
checkpoint,2 - Any Kerb and Channel or concrete slab to be removed is sawcut at removal extents or removed to existing joint (or removed in its entirety) where specified in the drawings and no damage shall occur to adjacent work,,,,,,
label,Acceptance Criteria & Frequency (Project Specific) - Visual,,,,,,
label,Check Item - Check Item,,,,,,
label,Reference - MRTS03 Cl. 9.2,,,,,,
checkpoint,"3 - Non Salvageable components, kerbs, gullies and access chambers removed or demolished as per drawings/specifications.",,,,,,
label,Acceptance Criteria & Frequency (Project Specific) - Visual,,,,,,
label,Check Item - Check Item,,,,,,
label,Reference - MRTS03 Cl. 10.2,,,,,,
checkpoint,4 - Excavations backfilled where shown on the drawings or required to leave the area in a safe and free draining state. Kerb excavations backfilled to flush with the surrounding area.,,,,,,
label,Acceptance Criteria & Frequency (Project Specific) - Visual,,,,,,
label,Check Item - Check Item,,,,,,
label,Reference - MRTS03 Cl. 9.2 Cl. 9.4,,,,,,
checkpoint,Final Verification,,,,,,
label,Project Manager Verify that the Above has been Constructed according to Specification,,,,,,
textbox,Print Name:,,,,,,
date,Date:,,,,,,
label,Client Verify that the Above has been Constructed according to Specification,,,,,,
textbox,Print Name:,,,,,,
date,Date:,,,,,,
holdpoint,Sign ITP,,,,,,
