Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
7. CONCRETE FOOTPATH,,,,,
,Scope,,,7. CONCRETE FOOTPATH,
,Rows,,,,
,,7. CONCRETE FOOTPATH,dynamic,7. CONCRETE FOOTPATH,Site QA
,Columns,,,,
,,1.0 Preliminaries,,"1.0 Preliminaries (Include all aspects of Materials, Approvals, IFC Drawings, etc. Ensure all required permits have been raised prior to commencing works)",
,,2.0 Operations,,2.0 Operations (Include Work Execution – Installation / Manufacturing Process step-by-step),
,,3.0 Post Operations,,3.0 Post Operations (Include Inspection and Testing),
,,4.0 Quality,,4.0 Quality,
,,,,,
15. STREET LIGHTING,,,,,
,Scope,,,15. STREET LIGHTING,
,Rows,,,,
,,15. STREET LIGHTING,dynamic,15. STREET LIGHTING,Site QA
,Columns,,,,
,,1.0 Preliminaries,,"1.0 Preliminaries (Include all aspects of Materials, Approvals, IFC Drawings, etc. Ensure all required permits have been raised prior to commencing works)",
,,2.0 Operations,,2.0 Operations (Include Work Execution – Installation / Manufacturing Process step-by-step),
,,3.0 Post Operations,,3.0 Post Operations (Include Inspection and Testing),
,,4.0 Quality,,4.0 Quality,
,,,,,
16. TRAFFIC SIGNALS,,,,,
,Scope,,,16. TRAFFIC SIGNALS,
,Rows,,,,
,,16. TRAFFIC SIGNALS,dynamic,16. TRAFFIC SIGNALS,Site QA
,Columns,,,,
,,1.0 Preliminaries,,"1.0 Preliminaries (Include all aspects of Materials, Approvals, IFC Drawings, etc. Ensure all required permits have been raised prior to commencing works)",
,,2.0 Operations,,2.0 Operations (Include Work Execution – Installation / Manufacturing Process step-by-step),
,,3.0 Post Operations,,3.0 Post Operations (Include Inspection and Testing),
,,4.0 Quality,,4.0 Quality,
,,,,,
