Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,
Overall Progress,,,,,,,,
,Scope,,,QA,,,,
,Rows,,,,,,,
,,QA,dynamic,QA,,,,
,Columns,,,,,,,
,,Corridor,,Corridor,,,,
,,GIT,,GIT,,,,
,,WC,,WC,,,,
,,DDA WC,,DDA WC,,,,
,,Cleaner's Room,,Cleaner's Room,,,,
,,Office 3,,Office 3,,,,
,,Ensuite,,Ensuite,,,,
,,Bath,,Bath,,,,
,,Laundry,,Laundry,,,,
,,Kitchen,,Kitchen,,,,
,,,,,,,,
Rough In,,,,,,,,
,Scope,,,QA,Rough In,,,
,Rows,,,,,,,
,,Ground,grouping,Ground,,,,
,,WC,,QA,Ground,WC,Rough In,
,,DDA WC,,QA,Ground,DDA WC,Rough In,
,,Cleaner's Room,,QA,Ground,Cleaner's Room,Rough In,
,,Level 1,grouping,Level 1,,,,
,,Office 3 - Kitchen,,QA,Level 1,Office 3,Kitchen,Rough In
,,Office 3 - DDA WC,,QA,Level 1,Office 3,DDA WC,Rough In
,,Level 2,grouping,Level 2,,,,
,,Apartment 1 - Ensuite,,QA,Level 2,Apartment 1,Ensuite,Rough In
,,Apartment 1 - Bath,,QA,Level 2,Apartment 1,Bath,Rough In
,,Apartment 1 - Laundry,,QA,Level 2,Apartment 1,Laundry,Rough In
,,Apartment 1 - Kitchen,,QA,Level 2,Apartment 1,Kitchen,Rough In
,,Level 3,grouping,Level 3,,,,
,,Apartment 2 - Ensuite,,QA,Level 3,Apartment 2,Ensuite,Rough In
,,Apartment 2 - Bath,,QA,Level 3,Apartment 2,Bath,Rough In
,,Apartment 2 - Laundry,,QA,Level 3,Apartment 2,Laundry,Rough In
,,Apartment 2 - Kitchen,,QA,Level 3,Apartment 2,Kitchen,Rough In
,,Level 4,grouping,Level 4,,,,
,,Apartment 3 - Ensuite,,QA,Level 4,Apartment 3,Ensuite,Rough In
,,Apartment 3 - Bath,,QA,Level 4,Apartment 3,Bath,Rough In
,,Apartment 3 - Laundry,,QA,Level 4,Apartment 3,Laundry,Rough In
,,Apartment 3 - Kitchen,,QA,Level 4,Apartment 3,Kitchen,Rough In
,Columns,,,,,,,
,,Employee trained for task & reviewed install instructions,,Employee trained for task and reviewed installation instructions (product QR code / manufacturer's website / instruction manual),,,,
,,Setout & alignment as per drawing,,Setout & alignment as per drawing (include revision below),,,,
,,Drawing & revision number(s),Drawing & revision number(s),Setout & alignment as per drawing (include revision below),,,,
,,Material type,,Material type (as per sample submission),,,,
,,Welding/pressfit/push fit/witness marks,,Welding / pressfit / push fit / witness marks (as per AS 3500.1),,,,
,,Support & fixings checked,,Support & fixings checked (acoustic / seismic / water hammer/ silicone) - Add Photos below,,,,
,,Pipework installation checked against standards,,Pipework installation checked against standards (as per AS 3500.1),,,,
,,Check no cross connection,,Check no cross connection,,,,
,,Heights double checked before room signoff,,Heights double checked before room sign off as per sample submission,,,,
,,Pipe risers water sealed per floor & capped off,,Pipe risers water sealed per floor & capped off to prevent damage,,,,
,,Correct sewer ventilation installed,,Correct sewer ventilation installed,,,,
