type,name,values,prefix,postfix,usage count,user addable,template name,
checklist,ITP-044-STR-Brunt-RSS Wall Main ITP,itp,,,,Yes,ITP-044-STR-Brunt-RSS Wall Main ITP,
section,1. Referenced Documentation,,,,,,,
checkpoint-no-status,1. Referenced Documentation,,,,,,,
label,Document Title: ITP-044-STR-Brunt-RSS Wall Main,,,,,,,
label,ITP Description: RSS Wall Main ITP,,,,,,,
label,Document Number (in Teambinder): MRP-0000-MRPA-ALT-ITP-00XX,,,,,,,
label,Discipline (e.g. CIV/STR/RAIL): STR,,,,,,,
label,Revision Number: 0,,,,,,,
label,Revision Date: 7/07/2023,,,,,,,
label,ITP created by: Thilan Rathnayake,,,,,,,
label,ITP approved for use by: Jon De Castro,,,,,,,
checkpoint,1.1 - Applicable Specs/Standards,,,,,,,
label,Reference - VicRoads Section 682 Nov 2018,,,,,,,
checkpoint,1.2 - Applicable Specs/Standards,,,,,,,
label,Reference - VicRoads Section 204 Dec 2015,,,,,,,
checkpoint,1.3 - Applicable Specs/Standards,,,,,,,
label,Reference - VicRoads Section 610 Feb 2020,,,,,,,
checkpoint,1.4 - Applicable Specs/Standards,,,,,,,
label,Reference - IFC drawings,,,,,,,
checkpoint,1.5 - Applicable Specs/Standards,,,,,,,
label,Reference - BTN 009,,,,,,,
checkpoint,1.6 - Applicable Specs/Standards,,,,,,,
label,Reference - AS5100-2007,,,,,,,
section,2. Preliminaries-Materials,,,,,,,
checkpoint,2.1 - Concrete-Leveling Pad,,,,,,,
note,Reference - IFC drawings,,,,,,,
note,Acceptance Criteria - CONCRETE COMPRESSIVE STRENGTH GRADE MUST NOT BE LESS THAN N25 FOR LEVELLING COURSE AND BACKING BLOCKS;,,,,,,,
textbox,Teambinder MA Ref Number:,,,,,,,
note,Method - Document Review,,,,,,,
note,Frequency - Each element,,,,,,,
note,Category - HP,,,,,,,
note,Responsibility - Nominated Authority,,,,,,,
note,Verifying Documents - Conqa HP Release,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,2.2 - Select Backfill,,,,,,,
note,Reference - IFC Drawings,,,,,,,
note,Acceptance Criteria - Select fill shall comply with the requirements of the RSS designer:,,,,,,,
note,○ UNIT WEIGHT: 22 kN/m³,,,,,,,
note,○ INTERNAL FRICTION ANGLE ≥ 36.0°,,,,,,,
note,○ COHESION: 0 kPa,,,,,,,
note,Gradation:,,,,,,,
note,○ 150mm    :  100% PASSING,,,,,,,
note,○ 37.5mm   :  60 TO 100% PASSING,,,,,,,
note,○ 9.5mm     :  25 TO 100% PASSING,,,,,,,
note,○ 2.36mm   :  15 TO 100% PASSING,,,,,,,
note,○ 0.6mm     :  10 TO 100% PASSING,,,,,,,
