Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Overall Progress,,,,,
,Scope,,,,
,Rows,,,,
,,Basement 1,dynamic,Basement 1,
,,Basement 2,dynamic,Basement 2,
,,Basement 3,dynamic,Basement 3,
,,Ground Floor,dynamic,Ground Floor,
,,Mezzanine,dynamic,Mezzanine,
,,Level 1,dynamic,Level 1,
,,Level 2,dynamic,Level 2,
,,Level 3,dynamic,Level 3,
,,Level 4,dynamic,Level 4,
,Columns,,,,
,,Reo,,reo,
,,IFC Drawing,,ifc drawing,
,,Steel Supplier,Steel Supplier,ifc drawing,
,,Other Steel Supplier,Other Steel Supplier,ifc drawing,
,,Reo Manufacture date DD/MM/YY,Reo Manufacture date DD/MM/YY,ifc drawing,
,,Cage dimensions,,cage dimensions,
,,Fittings marked,,fittings marked,
,,Formwork,,formwork,
,,Formwork ready to commence,,formwork ready to commence - take photos,
,,Panel type,Panel type,formwork ready to commence - take photos,
,,Other Panel type,Other Panel type,formwork ready to commence - take photos,
,,Panel difficulty,Panel difficulty,formwork ready to commence - take photos,
,,Location,Location,formwork ready to commence - take photos,
,,Other Location,Other Location,formwork ready to commence - take photos,
,,Quantity,Quantity,formwork ready to commence - take photos,
,,Panel Weight (t),Panel Weight (t),formwork ready to commence - take photos,
,,Volume (m3),Volume (m3),formwork ready to commence - take photos,
,,Manufacture date DD/MM/YY,Manufacture date DD/MM/YY,formwork ready to commence - take photos,
,,Formwork dimensions,,formwork dimensions,
,,Panel thickness,Panel thickness,formwork dimensions,
,,Panel width,Panel width,formwork dimensions,
,,Panel height,Panel height,formwork dimensions,
,,Square,,square,
,,Silicone Bed,,silicone bed,
,,Edge Form/ Fillets,,edge form/ fillets,
,,Position of reinforcement,,position of reinforcement,
,,Lifting devices securely/in place,,lifting devices securely/in place,
,,Fittings locations V2,,fittings locations,
,,Top Lifters type V2,Top Lifters type,fittings locations,
,,Other Top Lifters type V2,Other Top Lifters type,fittings locations,
,,Edge/Face Lifters type V2,Edge/Face Lifters type,fittings locations,
,,Other Edge/Face Lifters type V2,Other Edge/Face Lifters type,fittings locations,
,,Lifting devices securely/in place V3,,lifting devices securely/in place,
,,Top Lifters type V3,Top Lifters type,lifting devices securely/in place,
,,Other Top Lifters type V3,Other Top Lifters type,lifting devices securely/in place,
,,Edge/Face Lifters type V3,Edge/Face Lifters type,lifting devices securely/in place,
,,Other Edge/Face Lifters type V3,Other Edge/Face Lifters type,lifting devices securely/in place,
,,Ready to pour,,ready to pour- take photo of qa drawing,
,,Notes/Changes,Notes/Changes,ready to pour- take photo of qa drawing,
,,Pre Pouring,,pre pouring,
,,Take a picture or attach copy of concrete doc,,take a picture or attach copy of concrete doc,
,,Concrete Supplier,Concrete Supplier,take a picture or attach copy of concrete doc,
,,Other Concrete Supplier,Other Concrete Supplier,take a picture or attach copy of concrete doc,
,,Concrete schedule docket #,Concrete schedule docket #,take a picture or attach copy of concrete doc,
,,Pouring date DD/MM/YY,Pouring date DD/MM/YY,take a picture or attach copy of concrete doc,
,,Concrete Requisition (m3),Concrete Requisition (m3),take a picture or attach copy of concrete doc,
,,Correct mix being used,,correct mix being used,
,,Type of concrete,Type of concrete,correct mix being used,
,,Other Type of concrete,Other Type of concrete,correct mix being used,
,,Concrete strength tested,Concrete strength tested,correct mix being used,
,,Post Production,,post production,
,,Post Production ready to commence - Lifting Mpa,,post production ready to commence - lifting mpa,
,,Date panel stripped,Date panel stripped,post production ready to commence - lifting mpa,
,,Location (Rack #) V2,Location (Rack #),post production ready to commence - lifting mpa,
,,Other Location,Other Location,post production ready to commence - lifting mpa,
,,"Fitments removed (GT Caps, fillets, Ferrule caps)",,"fitments removed (gt caps, fillets, ferrule caps)",
,,Correct dimensions,,correct dimensions,
,,"Bulges, Dents and airholes within tolerances",,"bulges, dents and airholes within tolerances",
,,Cracks within tolerances,,cracks within tolerances,
,,Marking,,marking,
,,Panel conform to specifications/ tolerances,,panel conform to specifications/ tolerances,
,,Patching/fixing required,Patching/fixing required,panel conform to specifications/ tolerances,
,,Concrete Test results (28 days result),,concrete test results (28 days result) - please take a photo or attach report,
,,Storage,,,
,,Inserts/Rebates removed,,inserts/rebates removed,
,,Filling points/lifters exposed,,filling points/lifters exposed,
,,Location (Rack #) V3,Location (Rack #),filling points/lifters exposed,
,,Other Location (Rack #),Other Location (Rack #),filling points/lifters exposed,
,,Status,Status,filling points/lifters exposed,
