Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,,
Overall Progress,,,,,,,,,
,Scope,,,QA,,,,,
,Rows,,,,,,,,
,,Civil - Basement 01 (South),grouping,Basement 01 (South),,,,,
,,Stormwater Pump Station (1),,QA,Civil,Basement 01 (South),Stormwater Pump Station (1),,
,,Pits,,QA,Civil,Basement 01 (South),Pits,,
,,Civil - Basement 01 (South) - Pipework,dynamic,QA,Civil,Basement 01 (South),Pipework,,
,,Civil - Basement 01 (North),dynamic,QA,Civil,Basement 01 (North),,,
,,Civil - Ground Floor (Sheet 1),dynamic,QA,Civil,Ground Floor (Sheet 1),,,
,,Civil - Ground Floor (Sheet 2),dynamic,QA,Civil,Ground Floor (Sheet 2),,,
,,Hydraulics,dynamic,QA,Hydraulics,,,,
,Columns,,,,,,,,
,,QA,,QA,,,,,
,,,,,,,,,
,,,,,,,,,
Backflow,,,,,,,,,
,Scope,,,QA,Hydraulics,,,,
,Rows,,,,,,,,
,,Hydraulics,grouping,Hydraulics,,,,,
,,Level 1 - Cleaner 1016,,QA,Hydraulics,Level 1,Cleaner 1016,Backflow (27/04/2020),
,,Level 2 - Cleaner 2034,,QA,Hydraulics,Level 2,Cleaner 2034,Backflow (27/04/2020),
,,Level 2 - Store Equipment 2011,,QA,Hydraulics,Level 2,Store Equipment 2011,Backflow (27/04/2020),
,,Level 3 - Cleaner 3025,,QA,Hydraulics,Level 3,Cleaner 3025,Backflow (27/04/2020),
,,Level 4 - Bio Hazard 4033,,QA,Hydraulics,Level 4,Bio Hazard 4033,Backflow (27/04/2020),
,,Level 4 - Aseptic Manufacture 4038,,QA,Hydraulics,Level 4,Aseptic Manufacture 4038,Backflow (27/04/2020),
,Columns,,,,,,,,
,,Backflow prevention device -Test report,,Backflow prevention device -Test report,,,,,
,,Initial Test,Initial Test,Backflow prevention device -Test report,,,,,
,,Re-test,Re-test,Backflow prevention device -Test report,,,,,
,,Standard Test,Standard Test,Backflow prevention device -Test report,,,,,
,,Audit Test,Audit Test,Backflow prevention device -Test report,,,,,
,,Owner/Occupier,Owner/Occupier,Backflow prevention device -Test report,,,,,
,,Address,Address,Backflow prevention device -Test report,,,,,
,,Contact person,Contact person,Backflow prevention device -Test report,,,,,
,,Authorised Tester (Full name),Authorised Tester (Full name),Backflow prevention device -Test report,,,,,
,,License Number,License Number,Backflow prevention device -Test report,,,,,
,,Date of test,Date of test,Backflow prevention device -Test report,,,,,
,,Device details & Test results,,Device details & Test results,,,,,
,,Location of Device,Location of Device,Device details & Test results,,,,,
,,Make & Type,Make & Type,Device details & Test results,,,,,
,,Size (mm),Size (mm),Device details & Test results,,,,,
,,Model No,Model No,Device details & Test results,,,,,
,,Serial No,Serial No,Device details & Test results,,,,,
,,Reduced Pressure Zone Device - Double Check Valve,,Reduced Pressure Zone Device - Double Check Valve,,,,,
,,Double check (Closed Tight),Double check (Closed Tight),Reduced Pressure Zone Device - Double Check Valve,,,,,
,,RP,RP,Reduced Pressure Zone Device - Double Check Valve,,,,,
,,Leaked,Leaked,Reduced Pressure Zone Device - Double Check Valve,,,,,
