type,name,values,prefix,postfix,usage count,user addable,template name,Resource ID,,,,,,,
checklist,ITP-120-CIV-PSDS-General Concrete (COGD),itp,,,,,ITP-120-CIV-PSDS-General Concrete (COGD) Rev 0,,,,,,,,
section,Referenced Documentation,,,,,,,,,,,,,,
checkpoint,Referenced Documentation,,,,,,,,,,,,,,
label,Document Title: ITP-120-CIV-PSDS-General Concrete (COGD),,,,,,,,,,,,,,
label,ITP Description: PSDS-General Concrete (COGD),,,,,,,,,,,,,,
label,Discipline (e.g. CIV/STR/RAIL): 120-CIV,,,,,,,,,,,,,,
label,Revision Number: 0,,,,,,,,,,,,,,
label,Revision Date: 9/09/2024,,,,,,,,,,,,,,
label,ITP created by: David Chai,,,,,,,,,,,,,,
label,ITP approved for use by: Victor Mira,,,,,,,,,,,,,,
label,1.1 Non Dependent,,,,,,,,,,,,,,
label,Reference: VicRoads Section 703 June 2018,,,,,,,,,,,,,,
label,1.2 Non Dependent,,,,,,,,,,,,,,
label,Reference: VicRoads Section 812 July 2016,,,,,,,,,,,,,,
label,1.3 Non Dependent,,,,,,,,,,,,,,
label,Reference: AS1379-2007,,,,,,,,,,,,,,
label,1.4 Non Dependent,,,,,,,,,,,,,,
label,Reference: AS3610-2018,,,,,,,,,,,,,,
label,1.5 Non Dependent,,,,,,,,,,,,,,
label,Reference: AS4671-2019,,,,,,,,,,,,,,
section,Preliminaries - Materials,,,,,,,,,,,,,,
checkpoint,2.1 Bedding Material / Base Layer,,,,,,,,,,,,,,
label,"REFERENCE: IFC Drawings 703.21, 812.04",,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: 20mm Class 3 bedding material conforms to specified requirements applicable to the class of product as detailed on the drawings.,,,,,,,,,,,,,,
label,○ Material is registered with VicRoads in accordance with Code of Practice RC500.02.,,,,,,,,,,,,,,
textbox,Enter: Teambinder Material Approval number,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,
label,"FREQUENCY: Once, for each mix design, prior to placement of material",,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,
label,RESPONSIBILITY: Nominated Authority,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: ConQA Hold Point Release,,,,,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,2.2 Concrete Mix,,,,,,,,,,,,,,
label,"REFERENCE: IFC Drawings, 703.05 (a), 703.07, MRPA Quality Management Plan",,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Concrete mix meets strength, grade, and maximum aggregate size as detailed on the drawings.",,,,,,,,,,,,,,
label,○ Paving concrete mix conforms to AS1379.,,,,,,,,,,,,,,
label,○ SUP concrete mix is registered with VicRoads.,,,,,,,,,,,,,,
label,○ No air entraining chemical admixtures shall be used without approval from the Nominated Authority.,,,,,,,,,,,,,,
textbox,Enter: Teambinder Material Approval number,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,
label,"FREQUENCY: Once, for each mix design, prior to placement of concrete",,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: Nominated Authority,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: ConQA Hold Point Release,,,,,,,,,,,,,,
checkpoint,2.3 Reinforcement Certification (or ACRS Certification),,,,,,,,,,,,,,
label,"REFERENCE: 703.13, MRPA Quality Management Plan",,,,,,,,,,,,,,
