Rich Type,Id,Warnings,type,name,values,prefix,postfix,Usage Count,User Addable,Template Name,Template Id
checklist-sectioned,,,checklist,ITPS-012 In Slab Conduit Installation,itp,,,,Yes,ITPS-012 In Slab Conduit Installation,3f734621-7d45-403b-bf9b-98985fdd1ecc
checkpoint-group,,,section,Details,,,,,,,
checkpoint-status,,,checkpoint,"1 - CHECK CONDUITS ARE CORRECT TYPE, SIZE AND QUANTITY TO CRITERIA - In-house QA",,,,,,,
text,1d4d54b6-61c5-55a5-bc17-fcafd822cc07,,textbox,Drawing Reference Number:,,,,,,,
date,3f00b1a5-c401-5cc9-96f6-b3d6fc3103d3,,date,DATE:,,,,,,,
checkpoint-status,,,checkpoint,2 - CHECK CONDUIT ROUTE IS AS SPECIFIED IN LAYOUT/ DESIGN CRITERIA - Shop drawings (certified by an RPEQ engineer) are to be provided for each and every item required within 1170.4 Structural design actions – Earthquake actions in Australia.,,,,,,,
text,4d767396-ad74-5214-a089-f107d1687b04,,textbox,Drawing Reference Number:,,,,,,,
date,63662228-becf-5361-b037-9af77fea6063,,date,DATE:,,,,,,,
checkpoint-status,,,checkpoint,"3 - INSTALLATION, CONDUIT IS JOINED CORRECTLY - Installation is in compliance with AS 1170.4 Structural design actions – Earthquake actions in Australia.",,,,,,,
text,324ca920-7767-5f4e-8739-aa28e114ce76,,textbox,Drawing Reference Number:,,,,,,,
date,6415e655-f646-5319-85c1-0396ac43487c,,date,DATE:,,,,,,,
checkpoint-status,,,checkpoint,4 - CONDUIT IS TIED IN,,,,,,,
date,87fc4d82-0207-51a4-83a4-70b4fc735966,,date,DATE:,,,,,,,
checkpoint-status,,,checkpoint,5 - CONCRETE COVER IS IN PLACE - General Technical Requirements – Services Ripley Sub-Acute Facility (RSAF) 2.2.3 - 9. All Fire services penetrations post concrete pours are to be immediately sealed with sheet metal cover plates (mastic or similar) to prevent water ingress. Plates to be fixed by use of nylon anchors or similar. Plates to remain in place and maintained until directed by Hutchinson Builders to remove.,,,,,,,
text,f8e1478e-8dea-5143-ad8b-73e40c6aa03c,,textbox,Drawing Reference Number:,,,,,,,
text,e782a2e2-c839-54c5-a510-dc5daac59887,,textbox,Construction Issued Drawings Number:,,,,,,,
date,f345e4fd-195b-56e0-ba35-8f341112d09a,,date,DATE:,,,,,,,
checkpoint-status,,,checkpoint,Hold Point Details,,,,,,,
button,e933d674-6e4f-5ac0-8454-114932b6d60f,,button,Hold Point Required:,"Yes,No,Other:",,,,,,
text,7b6245f8-135c-55bc-81d9-e85647ae9cc7,,textbox,Other (if applicable):,,,,,,,
text,44e88cf3-cf50-5199-a59a-6ff2df77334b,,textbox,GM Sign Off - Name:,,,,,,,
text,c310eec6-1061-5275-885f-06e3bf9bf329,,textbox,PC Sign Off - Name:,,,,,,,
text,5bb0d0c1-fcd4-5df4-839d-9c9472e4a927,,textbox,CS Sign Off - Name:,,,,,,,
holdpoint,,,signoff,Signatures,,,,,,,
