resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,
,step,,,Appselec - Site QA,,,,,,,,,
,step,,,,Hotel IBIS,,,,,,,,
,step,,,,,Level 2,,,,,,,
,step,,,,,,IBIS 232 ,,,,,,
AE-ITCX-028 - Lead-Ins Checklist (Rev 0 +Names),checklist,,,,,,,Leadins,,,,,
AE-ITCX-029 - Rough-In Checklist (Rev 0 +Names),checklist,,,,,,,Roughin,,,,,
AE-ITCX-030 - Cut-Out Sheet (Rev 0 +Names),checklist,,,,,,,Cut out,,,,,
AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names),checklist,,,,,,,Fit off,,,,,
AE-ITCX-32 - Electrical Commissioning Checklist (Rev 0 +Names),checklist,,,,,,,Commissioning,,,,,
AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) ,checklist,,,,,,,Mandatory testing,,,,,
,step,,,,,,IBIS 233 ,,,,,,
AE-ITCX-028 - Lead-Ins Checklist (Rev 0 +Names),checklist,,,,,,,Leadins,,,,,
AE-ITCX-029 - Rough-In Checklist (Rev 0 +Names),checklist,,,,,,,Roughin,,,,,
AE-ITCX-030 - Cut-Out Sheet (Rev 0 +Names),checklist,,,,,,,Cut out,,,,,
AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names),checklist,,,,,,,Fit off,,,,,
AE-ITCX-32 - Electrical Commissioning Checklist (Rev 0 +Names),checklist,,,,,,,Commissioning,,,,,
AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) ,checklist,,,,,,,Mandatory testing,,,,,
,step,,,,,,IBIS 234,,,,,,
AE-ITCX-028 - Lead-Ins Checklist (Rev 0 +Names),checklist,,,,,,,Leadins,,,,,
AE-ITCX-029 - Rough-In Checklist (Rev 0 +Names),checklist,,,,,,,Roughin,,,,,
AE-ITCX-030 - Cut-Out Sheet (Rev 0 +Names),checklist,,,,,,,Cut out,,,,,
AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names),checklist,,,,,,,Fit off,,,,,
AE-ITCX-32 - Electrical Commissioning Checklist (Rev 0 +Names),checklist,,,,,,,Commissioning,,,,,
AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) ,checklist,,,,,,,Mandatory testing,,,,,
,step,,,,,,IBIS 235 ,,,,,,
AE-ITCX-028 - Lead-Ins Checklist (Rev 0 +Names),checklist,,,,,,,Leadins,,,,,
AE-ITCX-029 - Rough-In Checklist (Rev 0 +Names),checklist,,,,,,,Roughin,,,,,
AE-ITCX-030 - Cut-Out Sheet (Rev 0 +Names),checklist,,,,,,,Cut out,,,,,
AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names),checklist,,,,,,,Fit off,,,,,
AE-ITCX-32 - Electrical Commissioning Checklist (Rev 0 +Names),checklist,,,,,,,Commissioning,,,,,
AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) ,checklist,,,,,,,Mandatory testing,,,,,
,step,,,,,,IBIS 236 ,,,,,,
AE-ITCX-028 - Lead-Ins Checklist (Rev 0 +Names),checklist,,,,,,,Leadins,,,,,
AE-ITCX-029 - Rough-In Checklist (Rev 0 +Names),checklist,,,,,,,Roughin,,,,,
AE-ITCX-030 - Cut-Out Sheet (Rev 0 +Names),checklist,,,,,,,Cut out,,,,,
AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names),checklist,,,,,,,Fit off,,,,,
AE-ITCX-32 - Electrical Commissioning Checklist (Rev 0 +Names),checklist,,,,,,,Commissioning,,,,,
AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) ,checklist,,,,,,,Mandatory testing,,,,,
,step,,,,,,IBIS 237,,,,,,
AE-ITCX-028 - Lead-Ins Checklist (Rev 0 +Names),checklist,,,,,,,Leadins,,,,,
AE-ITCX-029 - Rough-In Checklist (Rev 0 +Names),checklist,,,,,,,Roughin,,,,,
AE-ITCX-030 - Cut-Out Sheet (Rev 0 +Names),checklist,,,,,,,Cut out,,,,,
AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names),checklist,,,,,,,Fit off,,,,,
AE-ITCX-32 - Electrical Commissioning Checklist (Rev 0 +Names),checklist,,,,,,,Commissioning,,,,,
AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) ,checklist,,,,,,,Mandatory testing,,,,,
,step,,,,,,IBIS 238,,,,,,
AE-ITCX-028 - Lead-Ins Checklist (Rev 0 +Names),checklist,,,,,,,Leadins,,,,,
AE-ITCX-029 - Rough-In Checklist (Rev 0 +Names),checklist,,,,,,,Roughin,,,,,
AE-ITCX-030 - Cut-Out Sheet (Rev 0 +Names),checklist,,,,,,,Cut out,,,,,
AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names),checklist,,,,,,,Fit off,,,,,
AE-ITCX-32 - Electrical Commissioning Checklist (Rev 0 +Names),checklist,,,,,,,Commissioning,,,,,
AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) ,checklist,,,,,,,Mandatory testing,,,,,
,step,,,,,,IBIS 239,,,,,,
AE-ITCX-028 - Lead-Ins Checklist (Rev 0 +Names),checklist,,,,,,,Leadins,,,,,
AE-ITCX-029 - Rough-In Checklist (Rev 0 +Names),checklist,,,,,,,Roughin,,,,,
AE-ITCX-030 - Cut-Out Sheet (Rev 0 +Names),checklist,,,,,,,Cut out,,,,,
AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names),checklist,,,,,,,Fit off,,,,,
AE-ITCX-32 - Electrical Commissioning Checklist (Rev 0 +Names),checklist,,,,,,,Commissioning,,,,,
AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) ,checklist,,,,,,,Mandatory testing,,,,,
,step,,,,,,IBIS 240,,,,,,
AE-ITCX-028 - Lead-Ins Checklist (Rev 0 +Names),checklist,,,,,,,Leadins,,,,,
AE-ITCX-029 - Rough-In Checklist (Rev 0 +Names),checklist,,,,,,,Roughin,,,,,
AE-ITCX-030 - Cut-Out Sheet (Rev 0 +Names),checklist,,,,,,,Cut out,,,,,
AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names),checklist,,,,,,,Fit off,,,,,
AE-ITCX-32 - Electrical Commissioning Checklist (Rev 0 +Names),checklist,,,,,,,Commissioning,,,,,
AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) ,checklist,,,,,,,Mandatory testing,,,,,
,step,,,,,,IBIS 241,,,,,,
AE-ITCX-028 - Lead-Ins Checklist (Rev 0 +Names),checklist,,,,,,,Leadins,,,,,
AE-ITCX-029 - Rough-In Checklist (Rev 0 +Names),checklist,,,,,,,Roughin,,,,,
AE-ITCX-030 - Cut-Out Sheet (Rev 0 +Names),checklist,,,,,,,Cut out,,,,,
AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names),checklist,,,,,,,Fit off,,,,,
AE-ITCX-32 - Electrical Commissioning Checklist (Rev 0 +Names),checklist,,,,,,,Commissioning,,,,,
AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) ,checklist,,,,,,,Mandatory testing,,,,,
,step,,,,,,IBIS 242 ,,,,,,
AE-ITCX-028 - Lead-Ins Checklist (Rev 0 +Names),checklist,,,,,,,Leadins,,,,,
AE-ITCX-029 - Rough-In Checklist (Rev 0 +Names),checklist,,,,,,,Roughin,,,,,
