Step Id,Warnings,State,Checklist Template,Type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Tier 6,
957945dc-de21-54c6-aade-80c2c3677c10,,not-started,,section,FALSE,FALSE,Site QA,04-00-00 - Civil Infrastructure,04-09-00 Fencing,04-09-01 FENCING,Chain wire Fence,HPP-BOP-FRP-069 - Chain Wire Fence - Process Gas,1.0 Preliminaries
c914cbe2-5010-5ac5-88b9-a5c610dfe2c5,,not-started,,section,FALSE,FALSE,Site QA,04-00-00 - Civil Infrastructure,04-09-00 Fencing,04-09-01 FENCING,Transformer Fence,HPP-GT01-FRP-021 - Transformer Fence - GT1,1.0 Preliminaries
46bb1dd5-bdf8-530f-a896-e9241d66bbf9,,not-started,,section,FALSE,FALSE,Site QA,04-00-00 - Civil Infrastructure,04-09-00 Fencing,04-09-01 FENCING,Transformer Fence,HPP-GT02-FRP-022 - Transformer Fence - GT2,1.0 Preliminaries
e9a4c7c2-1998-5e76-8e4f-b23df5faac2e,,not-started,,section,FALSE,FALSE,Site QA,04-00-00 - Civil Infrastructure,04-09-00 Fencing,04-09-01 FENCING,Transformer Fence,HPP-BOP-FRP-071 - Transformer Fence - BOP,1.0 Preliminaries
32ead5b3-a00f-5edc-99d7-355db7f7c67b,,not-started,,section,FALSE,FALSE,Site QA,04-00-00 - Civil Infrastructure,04-09-00 Fencing,04-09-01 FENCING,Reactor Fence,HPP-GT01-FRP-020 - Reactor Fence - GT1,1.0 Preliminaries
6291efd3-bbb5-5596-929f-ae8415b9bda9,,not-started,,section,FALSE,FALSE,Site QA,04-00-00 - Civil Infrastructure,04-09-00 Fencing,04-09-01 FENCING,Reactor Fence,HPP-GT02-FRP-021 - Reactor Fence - GT2,1.0 Preliminaries
d691f843-444b-59a2-b58e-c960bbcb4919,,not-started,,section,FALSE,FALSE,Site QA,04-00-00 - Civil Infrastructure,04-09-00 Fencing,04-09-01 FENCING,Main Perimeter Fence,HPP-BOP-FRP-072 - Main Perimeter fence - North,1.0 Preliminaries
7c08fc37-c151-5d43-8161-26aa9e78b133,,not-started,,section,FALSE,FALSE,Site QA,04-00-00 - Civil Infrastructure,04-09-00 Fencing,04-09-01 FENCING,Main Perimeter Fence,HPP-BOP-FRP-073 - Main Perimeter Fence - South,1.0 Preliminaries
562da44e-1aee-5d23-ae58-1484589ed490,,not-started,,section,FALSE,FALSE,Site QA,04-00-00 - Civil Infrastructure,04-09-00 Fencing,04-09-01 FENCING,Main Perimeter Fence,HPP-BOP-FRP-074 - Main Perimeter - East,1.0 Preliminaries
25837e24-9be1-5b8a-b36b-d20b4ea158b5,,not-started,,section,FALSE,FALSE,Site QA,04-00-00 - Civil Infrastructure,04-09-00 Fencing,04-09-01 FENCING,Main Perimeter Fence,HPP-BOP-FRP-075 - Main Perimeter Fence - West,1.0 Preliminaries
